     Interaction      Z      N          UNEDF0_MOI          UNEDF1_MOI            SKMS_MOI             SKP_MOI            SLY4_MOI          SV-MIN_MOI
             P-P     30     42      0.823363261902      0.981205258573       1.22295772938      0.996590911639       1.18129304337      0.961296750865    
             P-P     30     44      0.843461015759       1.01097003586       1.09631932712       1.11454173248       1.23702744778       1.16625284128    
             P-P     30     46       0.94680449931      0.931475319513       1.13517396115       1.04990045631       1.02559027207       1.06362385155    
             P-P     30     48      0.954634344021       1.05674844843       1.71726811836       1.09490529617       1.32033899704       1.21445185564    
             P-P     30     50       0.91594865833       1.16189934524       1.29598100092       1.12230737418       1.29809987386       1.10254130258    
             P-P     30     52       0.92428724167       1.12437214357       1.43641528202       1.13169539287       1.19152835257       1.13734750658    
             P-P     30     54      0.897814562238        1.2169077158       1.41857503429       1.16551746644       1.17219895733       1.17398209149    
             P-P     30     56      0.864137121278       1.40476616087       1.20759237478       1.10174323323       1.46066057644       1.18900302988    
             P-P     30     58      0.877652210126       1.27204574531         1.213611748       1.04853814123       1.62577834138       1.16869191236    
             P-P     30     60      0.913239715608       1.66764223738       1.47581871043        1.1899566469       2.02355928902       1.56105297706    
             P-P     30     62      0.959173959386       2.57832965492       2.25769946069       1.43705776793                 N/A       2.02863417133    
             P-P     30     64      0.983110408952                 N/A       1.34038959094                 N/A                 N/A       1.96307842106    
             P-P     30     68                 N/A                 N/A      0.884776643666                 N/A                 N/A                 N/A    
             P-P     30     70                 N/A                 N/A      0.967211529161                 N/A                 N/A                 N/A    
             P-P     30     72                 N/A                 N/A       1.04343262203                 N/A                 N/A                 N/A    
             P-P     32     30       1.03938084083       1.34475116724                 N/A       1.11601444457       1.32850819158                 N/A    
             P-P     32     32       0.94501411733       1.29690121666      0.864701085805        1.1000210654        1.5282860921       1.50043137402    
             P-P     32     34       1.00801955155       1.24365232083       1.19027497733       1.26263662517       1.44850492564       1.41029948767    
             P-P     32     36       1.09603514766       1.29303628842       1.69274194572       1.40483128503       1.53225120646        1.3838412319    
             P-P     32     38       1.08189923082       1.31601414847       1.95859529545       1.28273088274       1.61780687673       1.63281234373    
             P-P     32     40       1.14324257893       1.50367517008       1.79206812726       1.31489499906       1.63530091377       1.39723201352    
             P-P     32     42       1.18626248727       1.44832712786       1.35457257986       1.35330633036       1.61765050823       1.41999214034    
             P-P     32     44       1.25854077232       1.08420006093       1.24767036549       1.18699257922        1.1773147922       1.18162979243    
             P-P     32     46       1.19141513907       1.05747900706       1.27733537622       1.12587793851       1.14550259929        1.1140984423    
             P-P     32     48       1.23747826679       1.08918817359       1.28541684944       1.16785218261       1.21872931017       1.16002686622    
             P-P     32     50        1.3271140346       1.24719109181       1.80326553355       1.23314483687       1.61817992785       1.37739813624    
             P-P     32     52       1.27628183366         1.185942783       1.35448680527        1.2326428479       1.23067001983       1.23884459159    
             P-P     32     54       1.29616787966       1.15161103186       1.35012893731       1.23928214582       1.14617548462       1.17421436986    
             P-P     32     56       1.22132183662       1.27868775947        1.7896475155       1.43164383851       1.10385144809       1.30255822435    
             P-P     32     58       1.19907383537       1.87163836204        1.7675230021       1.68750595901       1.34793551881       1.67237014568    
             P-P     32     60       1.31818041013       1.94951725079       3.09238978336       1.72715822453       1.34443523133       1.52673329076    
             P-P     32     62       1.63672215291       1.70172214281       2.21194283234       1.57464258566       1.32405961976       1.37888098982    
             P-P     32     64       1.78715038871       1.70598027119       2.32468936338       1.45025112911       1.24382363825       1.43505016756    
             P-P     32     66       1.60072032415       1.68951310766       1.84796001384       1.41652589941       1.18660735608       1.47000563747    
             P-P     32     68       1.51854811615       1.68631575841       1.65378642671        1.3720013624       1.42793242881       1.69857655039    
             P-P     32     70       1.58673615513       1.35377900641       1.70104333493       1.21626166167                 N/A       1.28556763918    
             P-P     32     72                 N/A       1.36153526717       1.67679028803                 N/A                 N/A       1.20426103683    
             P-P     32     74                 N/A       1.39364664368       1.61434637335                 N/A                 N/A       1.19181343353    
             P-P     32     76                 N/A                 N/A       1.59308283433                 N/A                 N/A                 N/A    
             P-P     32     78                 N/A                 N/A       1.60501084385                 N/A                 N/A                 N/A    
             P-P     34     32       1.58528538109        1.1639082526                 N/A       1.68502714368       1.11218127665                 N/A    
             P-P     34     34       1.59433246695       1.01854412359       1.72414610587       1.55056188486      0.971967958104       1.15141909525    
             P-P     34     36       1.59125446546       1.08449665934       1.81773482066       1.44023786969       1.07559727917       1.26817894893    
             P-P     34     38       1.54008277175       1.25574345663       2.14697665431       1.64229366017       1.30000256751       1.37808147631    
             P-P     34     40       1.52365860905       1.39542509881       2.13645768906       1.57953616131       1.70966400401       1.66231624652    
             P-P     34     42       1.51889582349       1.53759634483       2.37217673903       1.55465627327       1.82096872805       1.66602524695    
             P-P     34     44       1.46103457319       1.34349959477       1.59658267444       1.41107460739       1.46973935275       1.38042468075    
             P-P     34     46       1.27112490423       1.21286767705       1.31307693318       1.29604566747       1.27263662629       1.26897272851    
             P-P     34     48       1.30207909479       1.24198916985       1.36158300363       1.36422949341       1.28963824035       1.32914166357    
             P-P     34     50       1.45216337855       1.56399251317       1.75804470268       1.48983504174       1.73850759554       1.56126318682    
             P-P     34     52       1.38795731892       1.36144258456       1.44362482645       1.40775327153        1.4342994057       1.40774336275    
             P-P     34     54       1.37078594698        1.3083533784       1.33142407122       1.35198486588       1.14385785507       1.35064317628    
             P-P     34     56       1.46719965139       1.28967358362       1.48541287422       1.32491350799      0.926241534152        1.2958046704    
             P-P     34     58       1.49529579942       1.10852393941       1.36722969185       1.25834162528       0.89128347048       1.12367694063    
             P-P     34     60       1.78346823041       1.04046390124        1.3246151579        1.1467206084      0.893597751887       1.06336597867    
             P-P     34     62       1.69440119015       1.02530977171       1.40025869779       1.07623801004      0.906698461559       1.05916158887    
             P-P     34     64       1.66256705341       1.02163281955       1.45134931946       1.03646356559       0.92600180663       1.04848619563    
             P-P     34     66       1.83850397255       1.05308495974        1.7146401549       1.03239873717      0.924601733582       1.04928491233    
             P-P     34     68       1.72336761542       1.17630313802       1.77732041399       1.12411398741      0.955464144178       1.08669961178    
             P-P     34     70        1.6891620827       1.61376151268       1.47587098526       1.37425450987       1.11001312313       1.38302878463    
             P-P     34     72       1.77169574315       1.35907558397       1.24251809961        1.3769566985       1.09869252842       1.51554704997    
             P-P     34     74       1.53608828207       1.21444153147       1.04844936959       1.26370647637       1.26755484234       1.47899786063    
             P-P     34     76       1.55658921727       1.28035481193      0.885396099653       1.33227994399       1.33425085317       1.50597476664    
             P-P     34     78       1.56350711845       1.39286484092       1.10166160866                 N/A                 N/A       1.58998500247    
             P-P     34     80                 N/A                 N/A        1.7072807414                 N/A                 N/A                 N/A    
             P-P     34     82                 N/A                 N/A       2.40592097151                 N/A                 N/A                 N/A    
             P-P     36     34       1.67468001052       1.40718423841       1.81947198923        1.4554451843       1.59363121222                 N/A    
             P-P     36     36       1.54315331807         1.553612849       1.84167150105       1.42757263757       1.77945996059       1.51527377019    
             P-P     36     38       2.55982306503       1.74890911794       1.49215369631       1.76025192726       1.80831662901       1.49360457192    
             P-P     36     40       1.91776526649       1.64410002376       1.60830140855        1.7451237969       2.02581906397       1.73951615358    
             P-P     36     42       1.65576826199       1.47348591034       1.68267167878       1.67526426247       1.86827101326       1.67205416452    
             P-P     36     44       1.60248128202       1.72719476798        2.0112701523        1.8994236199       2.04956777178       1.96514037489    
             P-P     36     46       1.47588133176       1.68230155676       1.79526848016       2.02820832133       1.88830042104       1.95591274869    
             P-P     36     48       1.63182515973       1.74358947535       1.95703333317       1.97109390784       2.05858210011       1.92177141202    
             P-P     36     50       1.54110037649       1.37017552634       1.82250861933       1.69332453369        1.6708479637       1.52654625779    
             P-P     36     52       1.41246329361       1.42843419686       1.76474455102       1.49632502574       1.69459141495       1.53811960264    
             P-P     36     54       1.38434027361       1.40641734169       1.79700654649       1.39686020747       1.87298975521         1.471891292    
             P-P     36     56       1.52213314784       1.48022438721        1.6055055998       1.43611152699       2.18053761155       1.49731587413    
             P-P     36     58       1.57938647943       1.45659846387       2.42805962829        1.4453279413       1.43339428843       1.44514413506    
             P-P     36     60       1.49615768006       1.41934719255       2.12774785337       1.30518697619       1.65370506418       1.47912200797    
             P-P     36     62       1.79730853048       1.74782090429       1.96932190339       1.33700385458       2.51306005899        1.8879840201    
             P-P     36     64       1.97253637604       1.84135103608       2.02506114419       1.37431541913        2.5038386977       1.98973297783    
             P-P     36     66       2.15408144582       1.73562823885       1.86990159643        1.3851753684       2.15370682558       1.87277052521    
             P-P     36     68       2.46346223605        1.6171639311       1.69906500453       1.35640947561       1.74402888112       1.76403165908    
             P-P     36     70       1.66275503545       1.54598931721       1.85457533007       1.51156841094        1.5573018966       1.49463537996    
             P-P     36     72       1.55760389121       2.62080948943       2.26891781129       1.99612751263       1.96863860274       1.98389375852    
             P-P     36     74       2.21500377104       4.57377557169       2.60675475325       2.81152387405        1.9576099149       2.51802274782    
             P-P     36     76       2.08572974991       3.71165282684       5.71464492054       2.60987576991       2.12925198313        2.3577120762    
             P-P     36     78       2.25465162814       3.56665180562       3.34464660046       2.59678038184       1.92302977187       2.38170375178    
             P-P     36     80       3.14950214245       6.24394142559       2.23907123325       2.92020467715       1.59981058243       1.99816169124    
             P-P     36     82       3.71048908884       9.67485239803       1.50521764883                 N/A                 N/A       1.92256393126    
             P-P     36     84                 N/A                 N/A       2.00271869062                 N/A                 N/A                 N/A    
             P-P     36     86                 N/A                 N/A       2.02829882521                 N/A                 N/A                 N/A    
             P-P     38     36       1.80164760674       1.40436913281                 N/A       1.86652655274       1.46762600487                 N/A    
             P-P     38     38       1.26715650713       1.12447076081       1.06042739466        1.4639498685       1.41622046871       1.83654054531    
             P-P     38     40       1.43567648897       1.26947936747        1.0414570192       1.39971921633       1.43107120331       1.41348849668    
             P-P     38     42       1.60897097859       1.22010401997       1.07315078681       1.36168126786       1.36340690845       1.34996080051    
