    EDF      Z      N                 N-N                 P-P                 N-P
 UNEDF1     18     14                 N/A      0.906914520359                 N/A    
 UNEDF1     18     16      0.720675792104      0.837628973921     -0.824726113612    
 UNEDF1     18     18       1.09441160602      0.794413998528     -0.750414557142    
 UNEDF1     18     20       0.63189366367       0.77064623889     -0.772683624883    
 UNEDF1     18     22       2.01210482261      0.769143501026     -0.889815483412    
 UNEDF1     18     24       3.06830350431      0.918576674628      -1.18269119608    
 UNEDF1     18     26       2.26752099299      0.953859207043      -1.04038163279    
 UNEDF1     18     28       2.17436564241      0.944952947249      -1.07827697809    
 UNEDF1     18     30       1.94514118321      0.837889532225      -1.16171745986    
 UNEDF1     18     32       1.42683171305      0.817296778645      -1.59542559573    
 UNEDF1     18     34       1.68451622168      0.884596433838       -2.2122303153    
 UNEDF1     18     36       5.26470959862                 N/A                 N/A    
 UNEDF1     18     38       4.02461049317                 N/A                 N/A    
 UNEDF1     20     16      0.805638989543                 N/A     -0.891808073984    
 UNEDF1     20     18       1.07989232394      0.576841653505     -0.788859256267    
 UNEDF1     20     20      0.582540277563      0.535860451221     -0.796579170411    
 UNEDF1     20     22       1.78173957471      0.506839225149     -0.891827360951    
 UNEDF1     20     24       2.62126461601      0.497922728617     -0.946041572851    
 UNEDF1     20     26       1.90498143119      0.478682130652     -0.998548360321    
 UNEDF1     20     28       1.53408291181      0.472337607083      -1.08988915282    
 UNEDF1     20     30       1.55532122049      0.456854490588      -1.37822012518    
 UNEDF1     20     32       1.32898268701      0.453868931957      -1.67582505057    
 UNEDF1     20     34       2.39272372715       0.46312961458      -1.83446099179    
 UNEDF1     20     36       5.10993383913      0.453139537637      -1.38729398251    
 UNEDF1     20     38       3.34504936875      0.447237692298      -1.39845568539    
 UNEDF1     20     40       2.00919709972      0.446582732186      -1.50467238392    
 UNEDF1     20     42       4.34528976022                 N/A                 N/A    
 UNEDF1     20     44       19.1264930619                 N/A                 N/A    
 UNEDF1     20     46       155.648079692                 N/A                 N/A    
 UNEDF1     20     48       25.3262335459                 N/A                 N/A    
 UNEDF1     20     50       161.877782275                 N/A                 N/A    
 UNEDF1     20     52      -229.871846446                 N/A                 N/A    
 UNEDF1     20     54       45.1686484412                 N/A                 N/A    
 UNEDF1     22     20      0.547954363073       1.11189067001     -0.890639688597    
 UNEDF1     22     22       1.80510872847       1.10518944467     -0.985767003125    
 UNEDF1     22     24       2.07266236071       1.94789858266     -0.978756577856    
 UNEDF1     22     26       1.79790068127       1.62829256021      -1.08609649859    
 UNEDF1     22     28       1.12676500696       1.07749041707      -1.12427291163    
 UNEDF1     22     30       1.39967023769       1.02025694661      -1.52946709543    
 UNEDF1     22     32        1.3411981191       1.05757686403      -1.71726148311    
 UNEDF1     22     34       2.99504544607       1.30570121378       -1.6972864209    
 UNEDF1     22     36       5.46539924058       1.24467125121      -1.48538805206    
 UNEDF1     22     38       3.09038049537       1.19361012754      -1.45782635903    
 UNEDF1     22     40       1.90515835914       1.19861571871      -1.51213354861    
 UNEDF1     22     42       8.83915391619        1.3805437893      -1.57694444149    
 UNEDF1     22     44       9.45092489114       1.51968986169      -1.33131151491    
 UNEDF1     22     46       3.81803621216       1.22819644265      -1.43346003926    
 UNEDF1     22     48       5.27780380028       1.31297306009      -2.26181529903    
 UNEDF1     22     50       9.21720575799       1.51640139752      -3.42307787759    
 UNEDF1     22     52       -48.695567486       1.76487146882      -5.26816264925    
 UNEDF1     22     54        20.411287442       1.63994445508      -4.85425111041    
 UNEDF1     22     56       28.7562904385       1.67719244693      -5.58186007114    
 UNEDF1     24     20                 N/A       1.49382434344                 N/A    
 UNEDF1     24     22       6.67487676509       1.40602481634     -0.991094765756    
 UNEDF1     24     24      0.929659844435      0.743881020694     -0.707637460346    
 UNEDF1     24     26       1.24899338939      0.810903078431      -1.21956871172    
 UNEDF1     24     28       1.16109192568        1.1107461076      -1.73755454835    
 UNEDF1     24     30       1.42999376165       1.26493652865      -1.66179276696    
 UNEDF1     24     32       1.68449281185       1.45087079451      -1.62098199089    
 UNEDF1     24     34       2.14098607396       1.33476553675      -1.30062436473    
 UNEDF1     24     36       5.98595395903       1.43035375151      -1.57313896677    
 UNEDF1     24     38       3.22214775481       1.38034369868      -1.53472330665    
 UNEDF1     24     40       2.24403675283       1.39699680612      -1.50417559144    
 UNEDF1     24     42       25.1559669954         1.111154014      -1.34393925395    
 UNEDF1     24     44       2.61895112317      0.825679115912       -1.2232980789    
 UNEDF1     24     46       3.23981079505      0.875264712872      -1.84692756673    
 UNEDF1     24     48       3.44996217979      0.897630211361      -2.02144960172    
 UNEDF1     24     50       4.54256898175      0.968875363389      -2.53608210819    
 UNEDF1     24     52       10.0720656296       1.14594694323      -3.53779425604    
 UNEDF1     24     54       52.2459215527       1.47275567683      -6.14093130294    
 UNEDF1     24     56       39.5608742954       1.73719912254      -5.18957518138    
 UNEDF1     24     58       4.34165810094       1.73784291985      -4.94580632717    
 UNEDF1     26     22       2.96805042124       1.04577432661      -1.03393049712    
 UNEDF1     26     24       1.08146777888      0.925470902732      -1.28192473307    
 UNEDF1     26     26       1.21462997512      0.877154510767       -1.0740331017    
 UNEDF1     26     28      0.945023271198       1.00218626935      -1.10081391429    
 UNEDF1     26     30       1.44386922299       1.00922762044      -1.40547742663    
 UNEDF1     26     32        1.6584703679      0.917900880015      -1.39232667882    
 UNEDF1     26     34       2.03980579009      0.927241019845      -1.41062127287    
 UNEDF1     26     36       4.41416815553       1.02198494003      -1.45828024282    
 UNEDF1     26     38       3.80005985094       1.07245448905      -1.59679682557    
 UNEDF1     26     40       1.78846005094       1.05636332138      -1.48488682193    
 UNEDF1     26     42       10.7082432056       1.17715610856       -1.7859144038    
 UNEDF1     26     44       3.59604866173       1.04997817358      -1.97510089062    
 UNEDF1     26     46       2.52811900362      0.964417572556      -1.63920318333    
 UNEDF1     26     48       2.96920268743       1.11113179051      -1.91145564037    
 UNEDF1     26     50       3.93355439909       1.39917819269      -2.09983012374    
 UNEDF1     26     52       5.40695442478       1.25291184544      -2.26169764156    
 UNEDF1     26     54       12.5676295566       1.20204515963      -2.80518088858    
 UNEDF1     26     56       8.40853718781        1.2232827404      -3.37776216501    
 UNEDF1     26     58       4.05429922958       1.25604944815      -4.94059551468    
 UNEDF1     26     60                 N/A       1.26687075955      -5.37403989419    
 UNEDF1     28     24       1.41064913136                 N/A      -1.52491268922    
 UNEDF1     28     26       1.55232077777      0.868536567995      -1.14737978615    
 UNEDF1     28     28      0.719237406962      0.644414393253     -0.951791521489    
 UNEDF1     28     30       1.26356675834      0.677441027488      -1.39185867067    
 UNEDF1     28     32       1.98917688855      0.755478303702      -1.61384875897    
 UNEDF1     28     34       2.35624130032      0.750424693475      -1.38911751448    
 UNEDF1     28     36       2.94150955329      0.684970329654       -1.2727188265    
 UNEDF1     28     38       3.62047960493       0.63399168615      -1.48742844075    
 UNEDF1     28     40       1.78153880414      0.613155935058      -1.51687868839    
 UNEDF1     28     42       2.88138975191      0.583088424048      -1.52189338756    
 UNEDF1     28     44       6.41303127956      0.717747564593      -2.47888301531    
 UNEDF1     28     46       3.83089656388      0.812210776819      -1.90273956442    
 UNEDF1     28     48       2.98189468097      0.691550019467      -1.51498280116    
 UNEDF1     28     50       1.79526848016      0.579977018411      -1.51169980061    
 UNEDF1     28     52       4.52593644454      0.633939236607      -2.78776533428    
 UNEDF1     28     54       10.8955012475      0.657239875138       -3.0987718018    
 UNEDF1     28     56       4.86160233551       0.62239082098      -3.22064303359    
 UNEDF1     28     58       3.60358087832      0.652901117146       -4.4696682724    
 UNEDF1     28     60       3.37071171735      0.666650889262      -5.18456399761    
 UNEDF1     30     28      0.802271873491      0.993088106777      -1.53795105701    
 UNEDF1     30     30       1.22938891073      0.962410877745      -1.25926028532    
 UNEDF1     30     32       1.77346392531      0.979248739952      -1.29514343875    
 UNEDF1     30     34       2.09647451604       1.06907365035      -1.40653405395    
 UNEDF1     30     36       2.25513847396      0.999450801784      -1.51887736736    
 UNEDF1     30     38       4.43522902414       1.05698775929      -1.80209159761    
 UNEDF1     30     40       1.68354348866      0.942844084467      -1.65111931442    
 UNEDF1     30     42       5.13173154886      0.981205258573      -1.74527075258    
 UNEDF1     30     44       5.16795197939       1.01097003586      -1.37899507802    
 UNEDF1     30     46       1.98657275475      0.931475319513      -1.45433814525    
 UNEDF1     30     48       2.51709421609       1.05674844843      -2.24590907662    
 UNEDF1     30     50       2.29954175882       1.16189934524      -2.60873364895    
 UNEDF1     30     52       2.87525904287       1.12437214357      -1.97832448775    
 UNEDF1     30     54       4.07981338934        1.2169077158      -2.64108511623    
 UNEDF1     30     56       7.56514058868       1.40476616087      -4.43844760856    
 UNEDF1     30     58       2.84217070788       1.27204574531      -3.34658301325    
 UNEDF1     30     60       3.96050975721       1.66764223738      -4.45493333749    
 UNEDF1     30     62        8.7686031396       2.57832965492      -3.72230488841    
 UNEDF1     30     64       7.06587693715                 N/A                 N/A    
 UNEDF1     30     66       174.588625551                 N/A                 N/A    
 UNEDF1     30     68       48.1956744382                 N/A                 N/A    
 UNEDF1     30     70        9.4701677877                 N/A                 N/A    
 UNEDF1     30     72       12.0706980786                 N/A                 N/A    
 UNEDF1     32     30       1.27315470548       1.34475116724      -1.31230194493    
 UNEDF1     32     32       1.79507270493       1.29690121666      -1.26585242819    
 UNEDF1     32     34       1.46942188168       1.24365232083      -1.25506851576    
 UNEDF1     32     36       2.34040212789       1.29303628842      -1.68571311776    
 UNEDF1     32     38         2.909266523       1.31601414847      -1.64102429454    
 UNEDF1     32     40       2.12469404406       1.50367517008      -2.03618815397    
 UNEDF1     32     42       18.4714846456       1.44832712786      -1.62749026354    
 UNEDF1     32     44        2.8944355923       1.08420006093      -1.32420251559    
 UNEDF1     32     46       1.87251891244       1.05747900706      -1.65787646748    
 UNEDF1     32     48       1.99665659853       1.08918817359      -1.74666158388    
 UNEDF1     32     50       2.34146250089       1.24719109181       -2.1323461992    
 UNEDF1     32     52       2.64350952324         1.185942783      -2.09752329693    
 UNEDF1     32     54       2.80760861936       1.15161103186       -2.2408335901    
 UNEDF1     32     56       4.11789110443       1.27868775947       -2.9833224815    
 UNEDF1     32     58        6.0449807014       1.87163836204      -4.45356435456    
 UNEDF1     32     60       5.46455552671       1.94951725079      -2.43334756842    
 UNEDF1     32     62        5.3797715211       1.70172214281      -2.08137445644    
 UNEDF1     32     64       6.26379993423       1.70598027119      -2.44730044406    
 UNEDF1     32     66       10.9840018014       1.68951310766      -2.56087684423    
 UNEDF1     32     68       309.717382888       1.68631575841      -3.27678154517    
 UNEDF1     32     70       10.3816017254       1.35377900641      -3.09887743165    
 UNEDF1     32     72       9.68408106544       1.36153526717      -3.01233853865    
 UNEDF1     32     74       8.60266854778       1.39364664368      -3.20974736079    
 UNEDF1     32     76       6.30218008165                 N/A                 N/A    
 UNEDF1     34     32       1.79898015815        1.1639082526       -1.3113984458    
 UNEDF1     34     34       1.21897109088       1.01854412359      -1.30932082583    
 UNEDF1     34     36       2.33465533192       1.08449665934      -1.60274261316    
 UNEDF1     34     38       2.62700760847       1.25574345663      -1.60544889354    
 UNEDF1     34     40       2.13869775763       1.39542509881      -1.70663972451    
 UNEDF1     34     42       8.34155323892       1.53759634483      -1.69771072198    
 UNEDF1     34     44        3.4614083259       1.34349959477      -1.91100725848    
 UNEDF1     34     46       1.94604019741       1.21286767705      -1.72450959258    
 UNEDF1     34     48       1.93945788273       1.24198916985      -1.66652501204    
 UNEDF1     34     50       1.73304143139       1.56399251317      -1.70858319583    
 UNEDF1     34     52       2.54774635911       1.36144258456       -2.2970367078    
 UNEDF1     34     54       2.81052033974        1.3083533784       -2.3745932767    
 UNEDF1     34     56       5.20733661656       1.28967358362      -2.37251442044    
 UNEDF1     34     58        4.8679329783       1.10852393941      -2.11729944807    
 UNEDF1     34     60       4.77239266292       1.04046390124      -2.31320708235    
 UNEDF1     34     62       5.50780593797       1.02530977171      -2.46451559638    
 UNEDF1     34     64        5.4068740293       1.02163281955      -2.43854708926    
 UNEDF1     34     66       5.82193326027       1.05308495974      -2.59890118458    
 UNEDF1     34     68       7.67749897794       1.17630313802      -3.28887595264    
 UNEDF1     34     70      -15.9188774008       1.61376151268      -5.64865639647    
 UNEDF1     34     72       9.01191149402       1.35907558397      -2.97463233544    
 UNEDF1     34     74        7.3646379544       1.21444153147      -3.04438098601    
 UNEDF1     34     76       5.99251834085       1.28035481193      -3.23694781716    
 UNEDF1     34     78       6.55247880273       1.39286484092      -3.32520321148    
 UNEDF1     34     80       9.54902349298                 N/A                 N/A    
 UNEDF1     36     34       1.28557466312       1.40718423841      -1.55973269301    
 UNEDF1     36     36       2.75223171589         1.553612849      -1.46276406091    
 UNEDF1     36     38       2.15691328454       1.74890911794      -1.33578315965    
 UNEDF1     36     40       2.09229423725       1.64410002376      -1.50226786112    
 UNEDF1     36     42       2.89145409058       1.47348591034      -1.52604132291    
 UNEDF1     36     44       4.57629251662       1.72719476798      -2.32923640061    
 UNEDF1     36     46       2.53685897538       1.68230155676      -2.00117068485    
 UNEDF1     36     48       2.60457193535       1.74358947535      -1.61450927192    
 UNEDF1     36     50       1.01229585156       1.37017552634      -1.33146750354    
 UNEDF1     36     52       2.92910468254       1.42843419686      -2.93929402566    
 UNEDF1     36     54       2.96997650749       1.40641734169      -2.55545170484    
 UNEDF1     36     56        3.8930084488       1.48022438721      -2.43650914026    
 UNEDF1     36     58       5.62669416245       1.45659846387      -2.89360852515    
 UNEDF1     36     60       5.22806109512       1.41934719255      -2.67887519388    
 UNEDF1     36     62        6.0044012261       1.74782090429      -2.55392615067    
 UNEDF1     36     64       5.63356477895       1.84135103608      -2.45960105271    
 UNEDF1     36     66       5.48693081666       1.73562823885       -2.4153874674    
 UNEDF1     36     68       7.91815791974        1.6171639311      -2.47815966907    
 UNEDF1     36     70       8.02481272093       1.54598931721      -2.45408408674    
 UNEDF1     36     72       11.0899477941       2.62080948943      -4.54438041917    
 UNEDF1     36     74       39.5174914297       4.57377557169      -4.15205661744    
 UNEDF1     36     76       6.47770132291       3.71165282684      -2.84638150194    
 UNEDF1     36     78       5.21940417892       3.56665180562      -2.74859495262    
 UNEDF1     36     80       6.33742678292       6.24394142559      -3.07840544755    
 UNEDF1     36     82       8.29767063641       9.67485239803      -3.67953461246    
 UNEDF1     36     84       17.7726434586                 N/A                 N/A    
 UNEDF1     36     86       10.6609239823                 N/A                 N/A    
 UNEDF1     38     36       3.40766298213       1.40436913281      -1.33224045208    
 UNEDF1     38     38       1.52691279228       1.12447076081      -1.21876830057    
 UNEDF1     38     40       1.91464145467       1.26947936747      -1.58929514363    
 UNEDF1     38     42       2.48944940225       1.22010401997       -1.7098021246    
 UNEDF1     38     44       3.79831335895       1.23583081353      -1.89030735452    
 UNEDF1     38     46       4.19871687212       1.31657335453      -2.06501812828    
 UNEDF1     38     48       2.32844728075       1.14578019181      -1.56182280339    
 UNEDF1     38     50      0.824663032377       1.04277869238      -1.68138721171    
 UNEDF1     38     52       3.02092671458       1.14706753618      -2.70281958139    
 UNEDF1     38     54       3.68748559576       1.24170579333      -2.62908132011    
 UNEDF1     38     56       2.71653685016       1.18982815907      -2.24277350343    
 UNEDF1     38     58       6.36606125424       1.30600048453      -2.98836182487    
 UNEDF1     38     60       44.2752147348       1.35863934986      -2.81473881687    
 UNEDF1     38     62       3.92348805936       1.08676869976      -1.90853444117    
 UNEDF1     38     64       4.30649311499       1.05341138058      -2.29551811565    
 UNEDF1     38     66        4.9538364367       1.14474892222       -2.6251438907    
 UNEDF1     38     68        9.2084846978       1.25394954922      -2.76763746163    
 UNEDF1     38     70       54.6343595487       1.22233399788      -2.63841452394    
 UNEDF1     38     72       5.82312830099       1.07599771888       -2.0604728167    
 UNEDF1     38     74        7.7800275024       1.03794762464      -2.47666823729    
 UNEDF1     38     76       9.79950218529       1.10523860996      -3.32735241736    
 UNEDF1     38     78       10.0605139917       1.10305634853      -2.83391286851    
 UNEDF1     38     80       3.64580295164        1.0018280858      -2.24687165251    
 UNEDF1     38     82       2.90937020863       1.00809042974      -3.04351001924    
 UNEDF1     38     84        8.5671083011       1.12866466837      -9.49066000422    
 UNEDF1     38     86      -59.5636959274       1.29883582098      -22.2679953237    
 UNEDF1     38     88       10.9478662609        1.2674624641      -6.43100257723    
 UNEDF1     38     90       17.1459679113                 N/A                 N/A    
 UNEDF1     38     92      -28.3484879625                 N/A                 N/A    
 UNEDF1     40     38       1.76248566879       1.41697751611      -1.55458920563    
 UNEDF1     40     40       1.42837094651       1.13829712458      -1.36837748061    
 UNEDF1     40     42       2.40826903255       1.13899464929      -1.80836649802    
 UNEDF1     40     44       3.71972262028       1.16121495598      -1.85375882042    
 UNEDF1     40     46       4.08175343964        1.1784878822      -1.87307307607    
 UNEDF1     40     48       2.23219517422       1.17538681245      -1.89732709302    
 UNEDF1     40     50      0.791149880972       1.21067903658      -1.96641945497    
 UNEDF1     40     52       2.92919477168       1.16123889094      -2.18736055576    
 UNEDF1     40     54       3.25488782436       1.10570054975       -2.2381103187    
 UNEDF1     40     56       2.70646249114       1.06106509183      -2.43449533825    
 UNEDF1     40     58       5.50852651047       1.06596511949      -2.44264367325    
 UNEDF1     40     60       14.7730126605       1.26642714308      -2.59781588629    
 UNEDF1     40     62       5.31306575849       1.46973827268      -2.94261532293    
 UNEDF1     40     64       5.49369049646       1.56237793922      -2.46006242408    
 UNEDF1     40     66        4.5219148953       1.51092835593      -2.18974465935    
 UNEDF1     40     68       5.33050461222       1.46234694254      -2.28627474964    
 UNEDF1     40     70       380.264283671       1.43826481979      -2.79026615651    
 UNEDF1     40     72       5.67881744305       1.12468955054      -2.67335004177    
 UNEDF1     40     74       7.19239476178       1.16106900785      -2.70490683625    
 UNEDF1     40     76       9.07737554918       1.20539401769      -2.78398761682    
 UNEDF1     40     78       10.3074187647       1.25196127559      -2.84836176473    
 UNEDF1     40     80       3.41321100385       1.30550944569       -2.8291744469    
 UNEDF1     40     82       2.14065265288       1.33909815087      -2.98713664283    
 UNEDF1     40     84       5.98537175144       1.30620391345      -4.73174551726    
 UNEDF1     40     86       128.828625721        1.3459249095      -6.21156593577    
 UNEDF1     40     88       73.3151267433       1.40534410202       -7.3292826831    
 UNEDF1     40     90       33.6490738092       1.28076189964      -4.66981490021    
 UNEDF1     40     92       18.8993045056        1.1302420272      -4.11954083598    
 UNEDF1     40     94       5.22996824102       1.07812323542        -6.470052553    
 UNEDF1     42     40       1.41926560811                 N/A      -1.79206732439    
 UNEDF1     42     42       2.42415721144       1.51046221654      -1.80660884615    
 UNEDF1     42     44       3.58965891061       1.52723635128       -1.7977697767    
 UNEDF1     42     46       3.74983711645       1.52080441429      -1.82981277356    
 UNEDF1     42     48       2.27547594424       1.56610939274       -1.9054206359    
 UNEDF1     42     50      0.727105096498       1.57595781791      -1.87497832056    
 UNEDF1     42     52       2.77897041925       1.52854364183      -2.36963736255    
 UNEDF1     42     54       2.95802415818       1.49429701544      -2.47800307644    
 UNEDF1     42     56       3.04433696244       1.89136563218      -2.68299717615    
 UNEDF1     42     58       16.1737055981       2.39130330813      -2.41706593575    
 UNEDF1     42     60       6.57634062814       1.57624162523      -1.87465055342    
 UNEDF1     42     62       5.25094943729       1.39251765451      -2.22685655815    
 UNEDF1     42     64       5.15505104789       1.26453823806      -2.23795254198    
 UNEDF1     42     66       4.15593914874         1.235249576       -2.2994875592    
 UNEDF1     42     68       3.90524317949        1.2228896822      -2.40728782316    
 UNEDF1     42     70        5.9046516846       1.26757131119      -2.88235315311    
 UNEDF1     42     72      -24.2400736898       1.75416207844      -5.54906623088    
 UNEDF1     42     74       6.86222874896       1.66226374557      -2.51535941342    
 UNEDF1     42     76       8.39662287828       1.68517622098      -2.55840846526    
 UNEDF1     42     78       10.7837930374       1.74010943548       -2.6182362775    
 UNEDF1     42     80       3.07484637299       1.72526604681      -2.58918278271    
 UNEDF1     42     82       1.59084500516       1.77307793919      -2.82500240125    
 UNEDF1     42     84       5.68108383717       1.77910855097      -5.19392829782    
 UNEDF1     42     86       42.5658706848       1.88699984479      -5.44710520403    
 UNEDF1     42     88       27.3468745941       1.93508187331        -5.957593847    
 UNEDF1     42     90       27.8710684374       1.82972907202      -6.90009694636    
 UNEDF1     42     92       12.5172503356        1.8247026419      -7.20645410029    
 UNEDF1     42     94         4.901264036       1.82497986819      -8.94560401837    
 UNEDF1     42     96                 N/A       1.86175188991      -10.1047355843    
 UNEDF1     44     42                 N/A       1.91533271723                 N/A    
 UNEDF1     44     44       3.35166133473       1.82023040476      -1.77457171821    
 UNEDF1     44     46       3.75132116842        2.0363799274      -1.83913204003    
 UNEDF1     44     48       2.24225804354       1.79956045736      -1.83877526535    
 UNEDF1     44     50      0.662109587082       1.75198850696       -1.8610545945    
 UNEDF1     44     52       2.67658072166       1.76127036909       -2.4855666253    
 UNEDF1     44     54       4.68579956727        2.3466838131      -2.57362332063    
 UNEDF1     44     56       3.15032566492       2.14983258179      -1.94852009898    
 UNEDF1     44     58        3.7189133707       1.81706102191      -1.90744595371    
 UNEDF1     44     60       9.62517174916       2.25343606748      -3.15264226889    
 UNEDF1     44     62       5.50528162956        2.0689123676      -2.73702462159    
 UNEDF1     44     64       6.57835228721       1.96439726399      -2.67266591075    
 UNEDF1     44     66       4.00760643702       1.71774082726      -2.40310096148    
 UNEDF1     44     68       3.47795541435       1.71506655959      -2.45565697419    
 UNEDF1     44     70       6.84585697293        2.0927769895      -2.66124659444    
 UNEDF1     44     72      -121.256214381        2.1696268513      -2.50596419478    
 UNEDF1     44     74       8.87163848073       1.90367046703      -2.73193440079    
 UNEDF1     44     76       8.51257626736       1.89265701128      -2.50596733472    
 UNEDF1     44     78       8.91873692848       1.84498866485      -2.49582105961    
 UNEDF1     44     80       2.96836538797       1.83064183218      -2.62275819743    
 UNEDF1     44     82       1.24414590472       1.87381803072      -2.70554169341    
 UNEDF1     44     84       6.46221301716       1.92161815622      -5.14286228572    
 UNEDF1     44     86        17.184049765       1.84881756562      -4.63561192975    
 UNEDF1     44     88       9.76395635511       1.92211032337      -5.52422857601    
 UNEDF1     44     90       72.5110579362       2.10862030338      -8.68277901025    
 UNEDF1     44     92       9.49859302091       2.12402726189       -7.2854967616    
 UNEDF1     44     94       4.85171344325       2.15243316426      -8.93894699204    
 UNEDF1     44     96        5.2743589676       2.23855747356      -9.10860877387    
 UNEDF1     46     44       4.30016899664       2.00910122857      -1.86484446498    
 UNEDF1     46     46       2.56802373881       1.58268103794      -1.66099644007    
 UNEDF1     46     48       2.48166976669        1.8814383408      -2.08673950083    
 UNEDF1     46     50       0.61453967061        1.8630447834      -1.91482476481    
 UNEDF1     46     52       4.02016918882       1.85356382399        -2.467120987    
 UNEDF1     46     54       3.71173204264       1.25071603493      -1.88609495356    
 UNEDF1     46     56       2.83652738135       1.19243945687      -2.10885598253    
 UNEDF1     46     58       3.51860550627       1.19439993646      -2.27751782442    
 UNEDF1     46     60        4.9534438199        1.2168099866      -2.35978872812    
 UNEDF1     46     62       6.28998068976       1.36221223267      -3.06954436451    
 UNEDF1     46     64       6.35224130894       1.41927215466      -2.86991809254    
 UNEDF1     46     66       5.36937976952       1.44424040537       -2.9151884232    
 UNEDF1     46     68       4.69829874602       1.33854204662      -2.46114316408    
 UNEDF1     46     70       4.73713630636       1.15183918482      -2.07901288468    
 UNEDF1     46     72       9.42706983102       1.35057157877      -2.40400073803    
 UNEDF1     46     74       54.4165861754       1.88968313321       -3.3151140192    
 UNEDF1     46     76       7.90856121523       1.89782850462      -2.52531151296    
 UNEDF1     46     78        8.1892033543       1.87825525113      -2.58385414143    
 UNEDF1     46     80       3.01461333816       1.91506220361      -2.65230707616    
