     Interaction      Z      N          UNEDF0_MOI          UNEDF1_MOI            SKMS_MOI             SKP_MOI            SLY4_MOI          SV-MIN_MOI
             N-P     58    130      -7.47535003326                 N/A      -10.9193252949                 N/A                 N/A                 N/A    
             N-P     58    132      -6.53030305504                 N/A      -6.29197929939                 N/A                 N/A                 N/A    
             N-P     60     64      -2.59795424093      -2.73825374713                 N/A                 N/A      -2.91763374068                 N/A    
             N-P     60     66      -2.88982679823      -2.86436309812      -3.47344938707      -2.94561655437      -3.18092463117      -2.97360184958    
             N-P     60     68      -3.18124338898      -3.08833089612      -4.07326998041      -3.31809773457      -3.48955488983      -3.22602498879    
             N-P     60     70      -3.37627676016      -3.27305457819      -4.19571764079        -3.725376426      -2.99058041932      -3.45212378971    
             N-P     60     72      -3.41419279947      -3.64548729684      -3.79945705759      -4.23685726875      -2.66937875548       -3.9697741397    
             N-P     60     74      -4.58298817704      -4.70516827446      -3.48446017872      -4.42647296421       -14.265436986      -5.46415989225    
             N-P     60     76       -4.8106411382      -3.34531233927       -5.4567281458      -3.15965998899      -4.60715906447      -3.60450960196    
             N-P     60     78      -3.60957729143      -3.14146816515      -17.6087339321      -2.82430426795      -3.04874330801      -3.18375267336    
             N-P     60     80      -3.04781410772      -2.88737157513      -3.52458929723      -2.79717736832      -2.87189001236      -2.98294649489    
             N-P     60     82      -3.07978727909      -2.49467231544      -2.79394189579      -2.63304964418      -2.49883335718      -2.69533787408    
             N-P     60     84      -3.48385624564        -4.098709214       -5.3608380062      -4.29169353446      -4.67253147242      -3.95876941653    
             N-P     60     86      -3.18626084324       -4.2528081824      -3.97356782682        -4.130661071      -4.29512674919      -3.94146529885    
             N-P     60     88      -2.72063869714      -2.98291535232      -2.14739504875      -3.55580841304       -2.8161200343      -2.90177632238    
             N-P     60     90      -2.18658573384      -1.96943728745      -1.84247400039      -3.23228144121      -1.73338088575      -2.05809487303    
             N-P     60     92      -2.25955126442      -2.22857241551      -2.27291065529      -1.85536760166      -2.07321560924       -2.2030289445    
             N-P     60     94       -2.8406185731      -2.75730098835      -2.52002792191      -2.57331370753      -2.60825565079      -2.78444497658    
             N-P     60     96      -3.14689303317      -3.11155226008      -2.96009057877      -3.30638901816      -2.93708183297      -3.07994141951    
             N-P     60     98      -3.33038871465      -3.52153285282      -3.88712186807      -3.44250373297      -3.29742438182      -3.42265902957    
             N-P     60    100      -3.47798263096      -3.79489359118      -4.28861062954      -3.53909952921      -3.62503047291      -3.66605535194    
             N-P     60    102      -3.57273963928       -3.8321407392      -4.15920609074      -3.51957765068      -4.04136743709      -3.78027170703    
             N-P     60    104      -3.74047814532      -3.78467113573      -3.96491447184      -3.58902762475      -3.60630345782      -3.74860013214    
             N-P     60    106      -4.09079938311      -4.03475131306      -3.81603287131      -3.95975698971      -2.76757618445      -4.01778270626    
             N-P     60    108      -5.14047636795      -5.86392469548      -5.38433374254      -4.98975229622       28.4199906214      -5.45864191718    
             N-P     60    110      -6.07306504557      -11.3732648663      -9.02745021926      -8.65156679875      -3.92695471534      -9.58125140725    
             N-P     60    112      -6.09634356554      -4.59899626906      -51.8148138553      -3.76216708348      -4.02632410701      -4.47923817117    
             N-P     60    114       -6.4505828908      -4.90060350932      -4.07404993156      -4.01468169094      -4.11542533435      -4.53159199358    
             N-P     60    116      -8.82565795279      -5.64404954911      -4.22467229745      -4.10434475675      -4.28127093809      -5.04474690505    
             N-P     60    118      -8.00808816905      -6.09476444497      -5.35679610025      -4.30925822584      -5.30567309095      -5.65105045964    
             N-P     60    120      -5.36676469957      -5.39453614407      -6.54645198669      -4.41460660889      -5.77963689431      -5.35355549696    
             N-P     60    122      -4.40681028461      -3.32336876598      -3.87944997158      -3.87165839584      -3.19639191281      -4.01556029615    
             N-P     60    124      -3.14110306116      -3.69983258258      -5.45535135873      -2.90613827261      -5.09183117524      -3.37178858211    
             N-P     60    126      -3.92306862428      -4.36864362353      -4.69650040273      -4.03751252891      -4.18075930951      -4.18040976377    
             N-P     60    128      -8.92291493785      -6.55851672586      -5.64422475867      -5.06632452088                 N/A      -5.90205539079    
             N-P     60    130      -9.46808309189                 N/A      -10.5311656684      -11.2989881756                 N/A                 N/A    
             N-P     60    132      -7.22957329251                 N/A      -5.90566294019                 N/A                 N/A                 N/A    
             N-P     60    134      -6.41723927158                 N/A      -7.62289536624                 N/A                 N/A                 N/A    
             N-P     60    136      -6.16748103114                 N/A      -8.04451836463                 N/A                 N/A                 N/A    
             N-P     60    138                 N/A                 N/A      -2.02005000634                 N/A                 N/A                 N/A    
             N-P     60    140                 N/A                 N/A      -4.41611262854                 N/A                 N/A                 N/A    
             N-P     60    142                 N/A                 N/A      -4.27407963038                 N/A                 N/A                 N/A    
             N-P     60    144                 N/A                 N/A      -4.38550328036                 N/A                 N/A                 N/A    
             N-P     62     68      -2.76502983813      -2.46543460681                 N/A      -2.75954751699      -2.48645967304                 N/A    
             N-P     62     70      -2.86836636496      -2.57496860148       -2.8146873199      -2.87797528683      -2.70999405156      -2.70469467378    
             N-P     62     72      -2.95279877341      -2.68299897576       -3.0926671316      -2.86941987504       -2.9903836737      -2.73033256133    
             N-P     62     74      -3.13520902439      -4.38921832411      -3.65165077438      -4.71056520894       -3.0288826679      -3.75075483941    
             N-P     62     76       -8.3312331683      -5.62909340636      -8.07669630814      -6.18436839046      -11.7568910077        -9.063225058    
             N-P     62     78      -3.70493525163      -3.67390088367      -4.41524495779      -2.91281083333      -3.82176437485       -3.6919884773    
             N-P     62     80      -3.12462895031      -2.45116362865      -5.14306727389      -2.40524969799      -2.42924667239      -2.46916323762    
             N-P     62     82      -2.83734628676      -2.54337891704      -2.26472353387      -2.52782343659       -2.1397743394       -2.7493147333    
             N-P     62     84      -3.76462793241      -3.87294419281      -6.76523615748      -4.63388271874      -4.69322720382      -4.03850716583    
             N-P     62     86      -3.17959210603      -4.64686174192      -3.60470449984      -4.90946335883      -5.00292045482      -4.30789378457    
             N-P     62     88      -2.77611981733      -2.64968220374      -2.71813362073      -3.76174605205       -2.5432204419      -2.66681600836    
             N-P     62     90      -2.68602214222      -2.60756022975      -4.45158676811      -2.59190573757      -3.18241777826      -2.75053601071    
             N-P     62     92      -3.14730901145      -3.56973294828      -3.52488436176      -2.66117931492      -3.81088120912      -3.53030056979    
             N-P     62     94      -3.16849000064      -3.18645882458      -2.97828236499      -3.47755326307      -3.08840481575      -3.25022771908    
             N-P     62     96      -3.18970363666      -3.08340059001      -2.96096047636      -3.33682866136      -2.83649519817       -3.1303558432    
             N-P     62     98      -3.30066772508      -3.11487179966      -3.25848060308      -3.29725042287      -2.83465794537      -3.12650951788    
             N-P     62    100      -3.34603432195      -3.17656457718      -3.25019866839      -3.28984162703      -2.88164092161      -3.19087410007    
             N-P     62    102      -3.42588064403      -3.28414774724      -3.25305868843      -3.36348133772      -3.04305157212      -3.34120744555    
             N-P     62    104      -3.54472288243      -3.60666439447      -3.59879224532      -3.47124894669      -3.47453254508      -3.56080655829    
             N-P     62    106       -3.8695160493      -4.13277788799      -3.97511182486      -3.60852875772      -4.12125558172      -3.85239546766    
             N-P     62    108      -4.38305729204      -4.15437663579      -4.25290765981      -3.71755849346      -2.33340100196      -3.90307494001    
             N-P     62    110      -4.66800560628      -3.90671926413      -4.57086961937      -3.65725654557       -5.1358892086       -3.7243878503    
             N-P     62    112      -4.56096701623      -5.56118625664      -3.40215611644      -6.18847304069      -5.05047954303      -4.90466556312    
             N-P     62    114      -4.51365889603      -6.02051490454      -6.43132311611      -4.91905086913      -5.79389381531      -5.36504432197    
             N-P     62    116       -4.8607398046      -7.18728999638      -6.93451220041      -5.56136409138        -5.704164896       -6.2918902254    
             N-P     62    118      -12.7649932824      -6.10438187792      -6.59070874834      -4.44620810699      -4.78032037707      -5.72978888593    
             N-P     62    120      -6.80023460809      -3.64040779848      -2.48959504869      -3.22447505546      -3.53379679078      -3.86748077137    
             N-P     62    122      -4.56144552209      -4.38356644774      -7.66943213607      -2.71523497983      -3.71859184364      -3.74913418432    
             N-P     62    124      -2.96070405542      -4.75805866448      -5.45753965926      -3.53272317316      -5.07466738727      -4.52356665136    
             N-P     62    126      -3.99035929195      -4.62120021812       -4.7299214833      -4.24749742761      -4.32567112787      -4.35845693191    
             N-P     62    128      -6.12969515493      -5.66964937471      -5.20224372772      -5.00927969063                 N/A      -5.42601693731    
             N-P     62    130      -13.5341347797      -6.60493256364       -5.0891167965      -5.56714604434                 N/A                 N/A    
             N-P     62    132      -7.77517309479      -7.03783009622      -10.4723555993      -11.6134576747                 N/A                 N/A    
             N-P     62    134      -5.79308826639      -7.87232660709      -7.80012948215      -7.70561469615                 N/A       -8.7578327867    
             N-P     62    136      -5.37350566166      -8.75965478201      -3.19083082853                 N/A                 N/A                 N/A    
             N-P     62    138      -3.73963536685                 N/A      -5.86911291293                 N/A                 N/A                 N/A    
             N-P     62    140      -4.54438558203                 N/A      -5.71716880084                 N/A                 N/A                 N/A    
             N-P     62    142      -5.60869010445                 N/A      -5.73902089434                 N/A                 N/A      -5.48292206849    
             N-P     62    144                 N/A                 N/A      -5.35135670271                 N/A                 N/A                 N/A    
             N-P     62    146                 N/A                 N/A      -5.01109330781                 N/A                 N/A                 N/A    
             N-P     64     70                 N/A      -2.56289997258                 N/A                 N/A      -2.68829128174                 N/A    
             N-P     64     72      -3.01761305299      -3.19396213398      -3.67459951458      -3.05930851979      -3.37545906243      -3.11816196825    
             N-P     64     74      -3.16426657047      -3.16746631993      -3.68530447986      -3.03958527899      -3.25877261588      -3.20355209857    
             N-P     64     76      -3.99830072219      -4.25229730362      -4.29712007013       -3.1294423412      -3.35865197144      -3.75238041633    
             N-P     64     78      -3.70801942631      -2.60499259856      -2.54256088003      -6.53332157336      -2.91417959652      -3.08390218479    
             N-P     64     80      -3.16549859768      -3.99082509311      -3.63417652286      -2.22402739112      -3.87194322183      -3.63585792158    
             N-P     64     82      -2.79428150291      -3.10398264253      -4.63917645339      -3.07640245497      -2.93576257901      -3.07693964506    
             N-P     64     84       -3.8040532187      -3.43142637532      -4.41794658261      -3.76752132888      -3.62658504432      -3.58782686224    
             N-P     64     86      -3.28553158669      -3.78840615124      -3.87144105683       -4.5394294845      -4.51603361284       -4.2149986512    
             N-P     64     88      -3.05016142979      -2.80114006401      -3.22479480228      -3.87639344231      -2.74428228785       -2.8033309178    
             N-P     64     90      -3.53508037005      -3.26035038986      -4.55877861203      -2.54986581331      -3.81385344124      -3.47629600661    
             N-P     64     92       -3.6191496446      -3.59749434519      -3.92373437495      -3.92331488721      -3.86536919108      -3.73314368963    
             N-P     64     94       -3.3599243345      -3.23823972527      -3.48465141725      -3.42826484374      -3.13680959801      -3.30448244783    
             N-P     64     96      -3.26115048497      -3.05465464456      -3.33988228585      -3.23359053851      -2.93033423392      -3.14733377553    
             N-P     64     98      -3.25148531914       -3.0473752576      -3.15126381435      -3.19806836671      -2.87531691384      -3.09498110127    
             N-P     64    100      -3.25797634058      -3.05630710996        -3.061633749      -3.19145456127      -2.92301509007      -3.11236574032    
             N-P     64    102      -3.33575453517      -3.12267019528      -3.11573555506       -3.2635504655      -2.92662083578      -3.17718022078    
             N-P     64    104      -3.65058098997       -3.5286157505      -3.46532165982      -3.48193961446       -3.1721812394      -3.49862591467    
             N-P     64    106      -3.98870796774       -4.0616229433      -4.35592716454      -3.68146492853      -4.29138964853      -3.79722802354    
             N-P     64    108      -4.03674650342      -3.64532118469      -3.89611401588      -3.55258401639      -2.47659463285      -3.45069729966    
             N-P     64    110       -3.7784969517      -3.43543149449      -2.91621070497      -3.50293677462      -3.61062969382      -3.18059835006    
             N-P     64    112      -3.77354218632      -5.07236360731       -3.3261654468      -4.30642356906      -5.18547806867      -4.76763159557    
             N-P     64    114      -3.97593762549      -5.67437057044      -7.55737940312      -5.04666907224      -6.41620991272      -5.45435455213    
             N-P     64    116      -4.40485944094      -6.66271345668      -6.69440381314      -3.81596370255      -5.98222083966      -6.39288088784    
             N-P     64    118      -4.77996620564      -2.96564522431      -3.13876150748      -3.49238224124      -2.26499540206      -2.95150456635    
             N-P     64    120      -20.4671629954      -8.42082216698      -4.53701466704      -5.69422577036      -6.03835563499       -6.8734309246    
             N-P     64    122      -4.13232532144      -12.9028095868      -11.6810148466      -4.40144235266      -11.0139436527      -8.43047701746    
             N-P     64    124       -3.5375721112      -5.04008759672      -8.97416338362      -4.13021323258      -5.89673925061      -4.70957244147    
             N-P     64    126      -4.02526254775      -4.57646006238      -4.69924259957      -4.34683387488      -4.23709064408      -4.47965452904    
             N-P     64    128       -5.8543039379      -5.76496801884       -5.2011343674      -4.91620935677                 N/A      -5.20802139455    
             N-P     64    130      -8.14600906651      -6.03575885333      -5.17006943403       -4.8052377091                 N/A       -5.2543292389    
             N-P     64    132      -7.45564821269      -6.92976681335       -6.8840417586      -5.62788165128                 N/A      -6.77153517474    
             N-P     64    134      -5.57477303705      -7.02886403014      -5.20024857188       -6.5843838169                 N/A      -6.69721713885    
             N-P     64    136      -4.83756660725      -4.74601127415      -4.83204418421       -5.9776882785                 N/A      -4.55685704456    
             N-P     64    138      -4.61227487775      -3.75219034111      -6.03656953826                 N/A                 N/A      -3.59269282207    
             N-P     64    140      -5.78384889117      -5.35667414815       -5.0848599566                 N/A      -5.60732204112      -5.72353330882    
             N-P     64    142      -5.37912763997      -4.47930337874      -5.02467113528                 N/A      -4.78398513138      -5.09724264659    
             N-P     64    144       -5.4569216959      -5.48441808267      -4.78540451623      -4.99232430139                 N/A      -5.02772791948    
             N-P     64    146       -5.8625238165      -5.81936685289      -4.53509597397                 N/A                 N/A      -5.12693654006    
             N-P     64    148      -6.12814565376                 N/A      -4.72765179899                 N/A                 N/A                 N/A    
             N-P     64    150                 N/A                 N/A      -5.48939312014                 N/A                 N/A                 N/A    
             N-P     64    152                 N/A                 N/A      -5.86760626602                 N/A                 N/A                 N/A    
             N-P     66     74      -3.31458109081       -3.2372779025                 N/A      -3.26552737859       -3.2772459991                 N/A    
             N-P     66     76      -2.83899559175      -2.78219838187      -2.88245492921      -2.99745141693      -2.58460878392      -2.70411688275    
             N-P     66     78      -2.62320195901      -3.33067434498      -2.66710229337      -3.33175352687      -3.38742199402      -3.29635102183    
             N-P     66     80      -4.39031671745      -5.89670447928      -3.48829502604      -4.20679334023      -9.93438339766      -5.64796249753    
             N-P     66     82      -2.86794270998       -3.1005997335      -9.02154570654       -3.1487286221      -3.16522055652      -3.15922826372    
             N-P     66     84      -3.71571785811      -3.24484637275      -3.24201390662      -3.48830415222      -3.19557987392      -3.24920597529    
             N-P     66     86      -3.51482421046      -2.66015637729      -4.23241458194      -3.64386005027      -2.77249847859      -3.39041377457    
             N-P     66     88      -3.41036495168      -3.89941079903       -3.5481564666      -3.31546023976      -3.77526596749      -3.54026162534    
             N-P     66     90       -3.8487258312      -3.61342822196      -4.04079587516      -3.29250354561      -3.59793118957      -3.54779141115    
             N-P     66     92      -3.95920043947      -3.48727623674      -4.19788405654      -3.58919508711      -3.70951183752      -3.66561860521    
             N-P     66     94      -3.49409061924      -3.23418926152      -3.68015073897      -3.32620140316      -3.17497358819      -3.37715187896    
             N-P     66     96       -3.3244017739      -3.10848858291       -3.4088565502      -3.26884447982      -2.96451549071      -3.17962496324    
             N-P     66     98      -3.23657065919      -3.04306083231      -3.04133246858      -3.19148511771      -2.96070624687      -3.13204955842    
             N-P     66    100      -3.20162898883      -3.07086402598      -3.03680455278       -3.1987205118      -3.02923591311      -3.12066520099    
             N-P     66    102      -3.22450364812      -3.09493799679      -3.07218246306      -3.27114076945      -2.96536161102      -3.14287263273    
             N-P     66    104      -3.51929895565      -3.33314167769      -3.01712596124      -3.41196490794      -2.97443768256      -3.30394747384    
             N-P     66    106      -3.89322442687      -3.65021787238      -3.32149497167      -3.58237079508      -2.96591129849      -3.43190626091    
             N-P     66    108      -3.67058348513      -3.52692009939      -3.34060471627      -3.63619174366      -3.26179403565      -3.36893738661    
             N-P     66    110      -3.45577429647      -3.69573392194      -3.48053986654      -3.72711203792      -3.65115412982      -3.63310045159    
             N-P     66    112      -3.62811133222      -4.29722163136      -4.84550119442      -3.99082111144      -4.26397410915      -4.26067218495    
             N-P     66    114      -4.10363315161      -5.04919175063      -5.86946601066      -4.24687960521      -5.73230973389      -4.91895408279    
             N-P     66    116      -4.68125893096      -4.32480122132      -5.22753499508      -3.82249846144       -4.9104336895      -4.59340341336    
             N-P     66    118       -5.0495295732      -4.43222627402      -4.10381839783      -4.43610456786      -2.88361443768      -3.95057826589    
             N-P     66    120      -3.99432007685      -6.29099962411      -4.51035577686      -6.49183084236      -4.94231698291       -5.9682251692    
             N-P     66    122      -9.41635102273      -9.36347122606      -8.83632258763      -11.8040062797      -17.9938640924      -7.66884397929    
             N-P     66    124      -4.16539535329      -10.5675570714       100.155240623      -4.42561101092      -11.9808545944       -7.7801182967    
             N-P     66    126      -4.10583192366      -4.34444025689      -6.00167146551      -4.24484702102      -4.37394615235      -4.46566628299    
             N-P     66    128      -5.82661451847      -5.97746495711      -5.77655699873      -4.94462025316      -4.94421076182      -5.18117265481    
             N-P     66    130      -5.86142420886      -5.48675771026      -5.59245801113      -4.89354700191                 N/A      -5.47848393914    
             N-P     66    132       -6.2439316789      -6.17550793553       -4.8621519155      -4.92831762021                 N/A      -5.32098863969    
             N-P     66    134      -6.19045555562      -5.30294392932      -4.88965873849      -5.17289763741                 N/A       -4.3250116505    
             N-P     66    136      -5.32982275674      -4.38213054805      -3.62567120238      -4.96937621905                 N/A      -4.22032190505    
             N-P     66    138      -5.31478826548      -4.57657002095      -6.66080515813      -3.46344335538       -7.4273236382      -6.15402604076    
             N-P     66    140      -5.53709856035      -5.86795918247      -5.01197234895      -4.11297097374       -5.9236266812      -6.14784963589    
             N-P     66    142      -5.24838644919      -5.62968759456      -4.75797376929      -6.75324324507      -5.30217773695      -5.11794299635    
             N-P     66    144      -5.26999501985      -5.21296934644      -4.77845299973      -4.64641912094      -4.71722033075      -4.85369742536    
             N-P     66    146      -5.40027514402      -5.43126999386      -4.63738544209      -4.72068308284                 N/A      -4.90812601613    
             N-P     66    148       -5.7406764239       -5.7335011338        -4.735380991      -4.84365293774                 N/A      -5.09332888516    
             N-P     66    150      -5.94511764645      -6.08605684377      -4.94323925525                 N/A                 N/A      -5.38826489788    
             N-P     66    152      -6.15576864774      -6.37999234401      -5.06487471399                 N/A                 N/A                 N/A    
             N-P     66    154      -6.36767259974      -6.74455503641      -5.25751989643                 N/A                 N/A                 N/A    
             N-P     66    156                 N/A                 N/A       -5.6942663009                 N/A                 N/A                 N/A    
             N-P     68     76                 N/A      -2.79961673247                 N/A                 N/A      -2.65079371391                 N/A    
             N-P     68     78      -2.78588586643      -3.26051250366      -2.86227450644      -3.35585390961      -3.42300464502      -3.29433391039    
             N-P     68     80      -3.74506587571      -4.54045488547      -3.56189731584      -3.60821626927      -7.16174624859       -4.5400426083    
             N-P     68     82      -2.96177167258      -3.29312970815      -8.00533155081      -3.34311472985      -3.38618605399      -3.34248058854    
             N-P     68     84      -3.61349024312      -3.14254423524       -3.1603165373           -3.639636      -2.83942887728      -3.41992877998    
             N-P     68     86      -3.76778748925      -2.92347226648      -3.86594077186      -3.29792189696      -2.51593372276      -2.84996298611    
             N-P     68     88      -3.77812578514      -3.50625603733      -5.37271894501      -3.05264748485      -4.63312592373      -4.22171608537    
             N-P     68     90      -4.04739090005      -4.82691876054      -5.39449249289       -4.0976091475      -4.83434512148      -4.43182850596    
             N-P     68     92        -4.207917407      -4.41364699651       -4.7650758064      -3.93751556549      -4.86641685727      -4.18279657596    
             N-P     68     94      -3.68739381458      -3.47593954646      -3.73804526399       -3.5802545382      -3.41946393064      -3.52026838526    
             N-P     68     96      -3.32112818725      -3.17416735639      -3.31397969193       -3.3114967717      -3.01992546824      -3.23267588787    
             N-P     68     98      -3.22452964189      -3.06510356602      -3.03513625485      -3.26430418092      -2.96018915609      -3.14804467075    
             N-P     68    100      -3.19729892187      -3.04039391343      -3.04142265586      -3.25511296869      -3.01025292145      -3.12091598884    
             N-P     68    102       -3.1713864826      -3.03019743251      -3.16502520547      -3.22318891029      -2.94536061523      -3.11186694902    
             N-P     68    104      -3.32490469992      -3.09826295887      -3.09983803346      -3.32201081315      -2.86788719166      -3.14606882969    
             N-P     68    106      -3.54393146037      -3.21947654531      -3.16591950966      -3.46405223098      -2.80653107847      -3.20705295085    
             N-P     68    108      -3.43495652204      -3.26196427334      -3.24295225401      -3.53792254957      -2.94533242126      -3.26620732904    
             N-P     68    110       -3.4467812664      -3.41862518279      -3.36163267776       -3.6294116633      -3.16057873357      -3.45425828007    
             N-P     68    112      -3.82150148704      -3.98157327887      -3.77166349218      -3.85154601057      -3.57357271506      -3.96063132463    
             N-P     68    114      -4.45115579824      -4.99488648496      -4.42088114793      -4.20551953411      -5.02222333827      -4.68139041977    
             N-P     68    116      -5.06831454467          -4.8492137       -4.8859139102      -4.74873268197      -4.56578265505      -4.71214118518    
             N-P     68    118      -4.94969868709      -4.38905939165      -4.73841575808      -4.37753623506      -4.18228925967      -4.31794310462    
             N-P     68    120      -3.27182573602      -5.19079412662      -4.65787337804      -5.07122536018      -4.72143531634      -5.01059741353    
             N-P     68    122      -5.50719928627      -5.98804188036      -7.52731474337      -7.88540923303      -8.22013522123      -5.67611787594    
             N-P     68    124      -6.40723761561      -11.6217582558      -9.84629926841      -5.13277856552      -8.07025968078      -8.60718527827    
             N-P     68    126      -4.17385787597      -4.33715762207       -11.761281274      -4.18040539481      -5.98673339879      -4.60289130617    
             N-P     68    128      -5.64718106839      -5.97517910599      -5.94854803378      -5.04823589397      -4.99938757502      -5.37568657597    
             N-P     68    130      -5.23509503006      -5.19297753648      -3.90470947009      -5.12059644707      -4.11957477749      -5.46861221661    
             N-P     68    132      -5.51236768595      -5.51161573015      -5.11870926627      -4.95744651845      -3.32704245057       -4.3852436551    
             N-P     68    134      -6.43637323241      -5.49121679873      -4.91625769548      -4.78551901945      -4.11523903881      -3.92939274182    
             N-P     68    136      -6.91800948113      -5.88242214614      -4.58028029025      -4.60711130666      -5.18450351898      -4.99536679729    
             N-P     68    138       -7.4086421811      -5.17964296721      -6.98586236105      -5.25991889205       -6.1768239389      -6.59126262227    
             N-P     68    140      -6.44529235846      -4.04093058591      -7.85331576808      -4.65687016413      -5.57286238931      -7.08952115602    
             N-P     68    142      -5.33716897877      -6.14235522468      -8.15125468188      -4.37494121173      -5.99588682164      -6.49126195001    
             N-P     68    144      -5.09731409777      -6.41660103019      -6.70521045141      -4.89082456857      -6.15347694523      -5.66412583422    
             N-P     68    146      -5.26089432573      -6.07636779039      -5.17613748856       -4.8341231082      -5.45967755145      -5.29081633328    
             N-P     68    148      -5.31005405635      -6.13308800981      -4.53520395379      -4.77632471366      -4.92316781233      -5.19367877357    
             N-P     68    150      -5.43424361442      -6.20628448367      -4.45825512811      -4.85555335707                 N/A      -5.14705787738    
             N-P     68    152      -5.74605317972      -6.33436583496      -4.50005512568      -4.95667862879                 N/A      -5.03360560945    
             N-P     68    154      -5.99676774219      -6.63452240561      -4.57913722186                 N/A                 N/A      -5.06724230539    
             N-P     68    156      -6.34420147915      -6.57576763867       -4.7268361395                 N/A                 N/A                 N/A    
             N-P     68    158      -6.39526238962                 N/A      -5.03798007227                 N/A                 N/A                 N/A    
             N-P     68    160                 N/A                 N/A      -5.96614214334                 N/A                 N/A                 N/A    
             N-P     70     80      -3.01500189568      -2.78606050348                 N/A      -3.09485658048      -3.04164236521                 N/A    
             N-P     70     82      -3.00520501509      -3.90367677556      -3.81506837556      -3.19902749564      -3.80713800304      -3.22345644788    
             N-P     70     84      -3.62930299236      -3.27071013658      -3.74006545115      -3.67440711145      -3.05443305141      -3.33174242632    
             N-P     70     86      -3.97494591589      -2.79132929381      -3.14796786869      -3.40968760442      -2.51767565666      -2.95432320887    
             N-P     70     88      -4.11904874688      -3.72327156426      -7.28608067149      -2.86584684341      -4.11810731788      -4.16735688515    
             N-P     70     90      -4.22777117189      -4.84079238931      -7.55118761304      -4.79144631005      -5.54497389703      -5.14081330237    
             N-P     70     92      -4.52303979936      -5.52615945733       -5.7179125045      -5.53395774823      -6.74826443074      -5.41532862922    
             N-P     70     94      -4.10685207735       -4.3631207221      -4.04625680783      -4.66392894038      -4.59598425875      -4.35817200833    
             N-P     70     96      -3.64702621482      -3.41276836091      -3.38957772641      -3.90806282211      -3.38641539464      -3.56341407139    
             N-P     70     98      -3.49776623904      -3.19754172992      -3.10478734923      -3.54094483031      -3.18250639883       -3.3305412296    
             N-P     70    100      -3.41980305354      -3.23979505057      -3.10991690302      -3.41218902162      -3.13460216805      -3.29917314473    
             N-P     70    102      -3.32884771104      -3.28874886127      -3.16951183179       -3.3921619011      -3.08385463326      -3.29118152594    
             N-P     70    104      -3.36991090798      -3.25105456082      -3.12091355382      -3.46465231781      -2.97824910224      -3.26653007127    
             N-P     70    106      -3.42373711177      -3.16120568385      -3.10204967933      -3.51450303609      -2.83699009536      -3.21455550734    
             N-P     70    108      -3.36827639402      -3.17241521522      -3.23086901492      -3.47329255109      -2.97111261482      -3.20229284167    
             N-P     70    110      -3.44313490547      -3.31251966809      -3.37714047385      -3.56833495247      -3.18665936922       -3.3666604664    
             N-P     70    112      -3.81340985576      -3.87589387803      -3.68532145677      -3.88497369873      -3.46738834576      -3.81606563633    
             N-P     70    114      -4.51158179441      -4.66390718825      -4.22601577572      -4.28032260792      -4.25260472039       -4.3846764328    
             N-P     70    116      -5.14236641418      -4.47552948311      -4.82524180493      -3.75593202514      -4.89153031526      -3.98206478023    
             N-P     70    118      -2.64932594525      -4.17827007084      -6.93985402017      -4.10611431217      -4.40741724248       -4.1543291745    
             N-P     70    120       -4.3648251833      -4.37813515522      -4.56699727921      -3.56974887709      -4.33701184221      -4.21510969296    
             N-P     70    122      -4.19145299862      -4.07932242454      -5.22537704361      -3.27848429114      -3.76459250168      -3.99200401596    
             N-P     70    124      -5.82167905956      -7.52148323649      -4.67213306235      -7.08093687876      -4.53407813123      -6.97334265437    
             N-P     70    126      -4.14738564362      -4.33343625244       -7.8208249015      -4.17418019101       -7.3293095424       -4.4777238834    
             N-P     70    128      -5.60626107236      -5.82439167869      -5.79468279907      -5.07544007238      -4.91532734237      -5.18111225527    
             N-P     70    130      -5.30335171828      -5.35348384653      -4.04741956765      -5.06177901285      -4.19900336655       -5.4152333221    
             N-P     70    132      -5.33230242153       -5.0759360026      -4.76609211426      -5.12038013702      -3.72912389828      -4.34563437571    
             N-P     70    134      -6.16201793763       -4.5499734964      -4.81163067366      -4.55259902187      -4.56686692378      -4.46589064374    
             N-P     70    136      -6.76670106407      -5.38085706291      -7.68670526674      -4.00268580217      -5.45116573179      -5.30618688125    
             N-P     70    138      -7.95239695185      -6.05389174431      -7.40225324588      -4.81574942692      -6.41145855873      -6.34039018761    
             N-P     70    140      -9.54790662148      -6.38572662385      -7.56458262416      -4.71479609096      -5.96632902217      -6.93475264604    
             N-P     70    142      -7.46720032258      -6.21365014664      -7.05341729251      -6.78882017095      -6.04873770405      -6.82671909587    
             N-P     70    144      -5.74376765311      -5.85186301374      -6.48029342768      -6.81794551439       -5.8440401018      -6.32940435558    
             N-P     70    146      -5.32699775734      -5.71075320552      -5.84548341417      -5.93739609557      -5.24173574837      -5.65313494599    
             N-P     70    148      -5.33126480259      -5.99163866824      -5.03408072652      -5.62187019945      -4.90810794893      -5.48619330876    
             N-P     70    150      -5.37589609468      -6.12368933912      -4.66088561488      -5.36392199248      -4.76361739578      -5.39536565067    
             N-P     70    152      -5.35432944386      -6.15638447852      -4.65454545455      -5.24159150443       -4.7700706686      -5.25812808011    
             N-P     70    154       -5.5938657668      -6.11320743182      -4.72639490684      -5.24256015182      -4.65880105755      -5.06972134277    
