LBL            Z             N            A           Kinetic_P      Kinetic_N      Kinetic_total    Spin-orbit_energy    Coulomb_Direct   Coulomb_Exchange   Pairing_energy_P   Pairing_energy_N    HFB_Energy     LN_Energy_P    LN_Energy_N      HFB_Energy_LN    Fermi_Energy_P    Fermi_Energy_N    Quad_Def_Beta2_P     Quad_Def_Beta2_N    Quad_Def_Beta2_total    Quad_Moment_Q2_P    Quad_Moment_Q2_N    Quad_Moment_Q2_total    Pairing_gap_P     Pairing_gap_N    RMS_radius_P    RMS_radius_N    RMS_radius_total    Charge_Radius   
MG        12.000000     24.000000    36.000000       177.818992     415.879247       593.698239        -23.209088           31.384965         -4.174126          -2.843933          -4.598555       -260.984867      -1.655487      -1.905073       -264.545427       -21.806644         -2.261709           0.313831             0.256909              0.272966              0.472305            0.984051              1.456356             1.824291          1.757788        3.152955        3.556790          3.427469           3.252864   
MG        12.000000     26.000000    38.000000       174.981362     453.941561       628.922924        -26.331015           31.097772         -4.142389          -2.700778          -4.287106       -263.703183      -1.628122      -1.838921       -267.170226       -23.587378         -1.288766           0.332701             0.272921              0.288449              0.511055            1.194722              1.705776             1.812694          1.635350        3.185378        3.653200          3.512205           3.284301   
MG        12.000000     28.000000    40.000000       173.079397     490.868144       663.947541        -29.727434           30.886627         -4.112569          -2.729385          -4.300344       -264.411570      -1.600463      -1.783867       -267.795901       -25.224436         -0.481028           0.312109             0.250394              0.265120              0.484342            1.239952              1.724294             1.771203          1.544875        3.201678        3.744175          3.590044           3.300112   
SI        14.000000      8.000000    22.000000       222.723715     114.481222       337.204937        -17.399356           43.140633         -5.079838          -4.720302          -2.979533       -136.270436      -2.308637      -2.440260       -141.019333         0.311644        -21.683572          -0.000002            -0.000001             -0.000002             -0.000004           -0.000001             -0.000004             2.188747          2.991900        3.145322        2.705016          2.992715           3.245466   
SI        14.000000     10.000000    24.000000       229.609505     156.082546       385.692051        -22.641819           43.645346         -5.156627          -4.509241          -4.230801       -172.066408      -2.249680      -1.523563       -175.839651        -2.449956        -17.100956          -0.000023            -0.000028             -0.000025             -0.000038           -0.000028             -0.000066             2.206490          2.024294        3.085319        2.833722          2.983067           3.187349   
SI        14.000000     12.000000    26.000000       231.305142     197.728474       429.033616        -28.402675           43.686566         -5.183312          -3.648167          -4.197922       -203.396677      -2.058124      -1.938088       -207.392889        -4.945776        -15.134777           0.151843             0.197255              0.171877              0.254251            0.260739              0.514989             2.094863          2.108213        3.079031        2.954899          3.022373           3.181262   
SI        14.000000     14.000000    28.000000       232.614429     238.311406       470.925835        -33.929440           43.688134         -5.189051          -3.339617          -3.738139       -230.857030      -2.008773      -2.124958       -234.990761        -7.646472        -12.906948          -0.119124            -0.118175             -0.118655             -0.198244           -0.191978             -0.390222             2.082203          2.185464        3.069600        3.032798          3.051255           3.172136   
SI        14.000000     16.000000    30.000000       232.009988     274.351140       506.361128        -34.722683           43.501975         -5.169659          -3.246173          -3.232216       -253.231217      -1.966583      -1.961793       -257.159593       -10.069089        -10.261585          -0.000003            -0.000003             -0.000003             -0.000005           -0.000005             -0.000011             2.050354          2.057067        3.072068        3.123799          3.099765           3.174524   
SI        14.000000     18.000000    32.000000       228.164567     305.215192       533.379759        -27.341709           43.018975         -5.119674          -3.218099          -3.439991       -270.094691      -1.924875      -1.844755       -273.864320       -12.382065         -8.152878          -0.000002            -0.000001             -0.000001             -0.000003           -0.000003             -0.000005             2.026882          1.843102        3.102831        3.224564          3.171881           3.204304   
SI        14.000000     20.000000    34.000000       224.192825     339.084420       563.277244        -21.554864           42.527632         -5.067609          -3.192830          -4.090886       -283.650123      -1.880053      -1.918509       -287.448685       -14.653629         -6.274424          -0.000001             0.000000             -0.000001             -0.000002           -0.000001             -0.000003             1.990197          1.964998        3.135700        3.313444          3.241436           3.236142   
SI        14.000000     22.000000    36.000000       221.384972     382.393397       603.778369        -24.105436           42.165316         -5.029652          -3.143304          -4.938895       -292.693360      -1.840230      -1.434402       -295.967992       -16.792859         -4.461054          -0.000004            -0.000004             -0.000004             -0.000007           -0.000012             -0.000020             1.956526          1.635451        3.160369        3.395827          3.306253           3.260051   
SI        14.000000     24.000000    38.000000       217.075563     424.435752       641.511315        -28.042740           41.703334         -4.992909          -2.864371          -4.790981       -300.286062      -1.712198      -1.744108       -303.742367       -18.526508         -4.010864           0.183864             0.200976              0.195363              0.333701            0.747197              1.080897             1.831573          1.690443        3.205616        3.504167          3.397228           3.303933   
SI        14.000000     26.000000    40.000000       213.909425     465.472708       679.382133        -31.966281           41.342664         -4.958967          -2.733414          -4.266718       -306.581744      -1.639952      -1.724138       -309.945834       -20.302544         -3.059934           0.216162             0.226013              0.223014              0.399921            0.955169              1.355091             1.749349          1.608184        3.236519        3.589478          3.470029           3.333925   
SI        14.000000     28.000000    42.000000       211.333204     505.041207       716.374412        -36.329983           41.068789         -4.927076          -2.735185          -4.365222       -311.333496      -1.729561      -1.887794       -314.950851       -22.162577         -2.410197          -0.207776            -0.191742             -0.196278             -0.389614           -0.911550             -1.301164             1.881043          1.649197        3.258367        3.668574          3.537128           3.355139   
