EDF       Z     N      beta_2     beta_3  
SV-min    60   102   0.341938   -0.000006  
SV-min    60   104   0.353594   -0.000002  
SV-min    60   106   0.359385   -0.000004  
SV-min    60   108   0.354676   -0.000006  
SV-min    60   110   0.336512   -0.000000  
SV-min    60   112   0.235065   -0.000000  
SV-min    60   114   0.212761   0.000000  
SV-min    60   116   0.187217   0.000000  
SV-min    60   118   0.157065   0.000000  
SV-min    60   120   0.120365   0.000000  
SV-min    60   122   0.069292   0.000000  
SV-min    60   124   -0.000000   0.000000  
SV-min    60   126   -0.001597   0.000000  
SV-min    60   128   0.000000   0.000000  
SV-min    62    68   0.365025   -0.000000  
SV-min    62    70   0.372253   0.000000  
SV-min    62    72   0.377377   0.000000  
SV-min    62    74   0.362210   0.000000  
SV-min    62    76   0.196885   -0.000000  
SV-min    62    78   0.146069   0.000000  
SV-min    62    80   0.040225   -0.000000  
SV-min    62    82   -0.000000   -0.000000  
SV-min    62    84   0.074662   0.064021  
SV-min    62    86   0.128862   0.107369  
SV-min    62    88   0.204321   0.102054  
SV-min    62    90   0.303406   -0.000000  
SV-min    62    92   0.321957   -0.000000  
SV-min    62    94   0.329383   0.000000  
SV-min    62    96   0.333497   -0.000000  
SV-min    62    98   0.336811   -0.000000  
SV-min    62   100   0.340007   -0.000000  
SV-min    62   102   0.341702   0.000000  
SV-min    62   104   0.350199   0.000000  
SV-min    62   106   0.358707   0.015579  
SV-min    62   108   0.353364   0.000000  
SV-min    62   110   0.274930   -0.000000  
SV-min    62   112   0.249494   -0.000000  
SV-min    62   114   0.227980   0.000000  
SV-min    62   116   0.201426   -0.000000  
SV-min    62   118   -0.166475   -0.000000  
SV-min    62   120   -0.116278   0.000000  
SV-min    62   122   -0.000000   -0.000000  
SV-min    62   124   -0.000000   -0.000000  
SV-min    62   126   0.000124   -0.000000  
SV-min    62   128   0.000000   -0.000000  
SV-min    62   130   0.070718   0.070783  
SV-min    62   132   0.100904   0.100544  
SV-min    62   134   0.124133   0.116424  
SV-min    62   136   0.148213   0.128446  
SV-min    62   138   0.170400   0.133585  
SV-min    62   140   0.273077   0.014612  
SV-min    62   142   0.283329   -0.000000  
SV-min    62   144   0.291437   -0.000000  
SV-min    62   146   0.298544   -0.000000  
SV-min    64    70   0.361776   0.000000  
SV-min    64    72   0.371118   0.000000  
SV-min    64    74   0.360153   0.000000  
SV-min    64    76   -0.191799   0.000000  
SV-min    64    78   -0.164649   0.000000  
SV-min    64    80   -0.000000   -0.000000  
SV-min    64    82   0.001254   -0.000000  
SV-min    64    84   0.044312   0.062228  
SV-min    64    86   0.116128   0.125257  
SV-min    64    88   0.235359   -0.000000  
SV-min    64    90   0.284735   -0.000000  
SV-min    64    92   0.315972   -0.000000  
SV-min    64    94   0.325270   0.000000  
SV-min    64    96   0.331134   -0.000000  
SV-min    64    98   0.334292   0.000000  
SV-min    64   100   0.335124   0.000000  
SV-min    64   102   0.333751   0.000000  
SV-min    64   104   0.332657   0.000000  
SV-min    64   106   0.338268   0.000000  
SV-min    64   108   0.316486   -0.000000  
SV-min    64   110   0.284923   -0.000000  
SV-min    64   112   0.265619   0.000000  
SV-min    64   114   0.251127   -0.000000  
SV-min    64   116   0.237036   0.000000  
SV-min    64   118   -0.176144   0.000000  
SV-min    64   120   -0.137439   0.000000  
SV-min    64   122   -0.094273   0.000000  
SV-min    64   124   -0.000000   -0.000000  
SV-min    64   126   0.000123   0.000000  
SV-min    64   128   -0.000000   -0.000000  
SV-min    64   130   0.062317   0.077820  
SV-min    64   132   0.088841   0.106153  
SV-min    64   134   0.111017   0.125084  
SV-min    64   136   0.140088   0.139626  
SV-min    64   138   0.168162   0.143196  
SV-min    64   140   0.271000   0.000000  
SV-min    64   142   0.281272   0.000000  
SV-min    64   144   0.289198   0.000000  
SV-min    64   146   0.294562   -0.000000  
SV-min    64   148   0.299033   -0.000000  
SV-min    64   150   0.301197   -0.000000  
SV-min    66    74   0.350661   -0.000000  
SV-min    66    76   -0.195805   0.000000  
SV-min    66    78   -0.173996   0.000000  
SV-min    66    80   -0.000000   -0.000000  
SV-min    66    82   0.001132   0.000000  
SV-min    66    84   -0.068110   0.000000  
SV-min    66    86   0.089697   0.124175  
SV-min    66    88   0.232921   0.000000  
SV-min    66    90   0.273847   -0.000000  
SV-min    66    92   0.310879   0.000000  
SV-min    66    94   0.318900   -0.000000  
SV-min    66    96   0.324556   0.000000  
SV-min    66    98   0.328077   0.000000  
SV-min    66   100   0.329397   0.000000  
SV-min    66   102   0.327666   0.000000  
SV-min    66   104   0.323893   -0.000000  
SV-min    66   106   0.316376   0.000000  
SV-min    66   108   0.302461   0.000000  
SV-min    66   110   0.289217   0.000000  
SV-min    66   112   0.276900   -0.000000  
SV-min    66   114   0.267814   0.000000  
SV-min    66   116   -0.189752   0.000000  
SV-min    66   118   -0.181029   0.000000  
SV-min    66   120   -0.159748   0.000000  
SV-min    66   122   -0.110601   0.000000  
SV-min    66   124   -0.000000   -0.000000  
SV-min    66   126   0.000131   -0.000000  
SV-min    66   128   -0.000000   -0.000000  
SV-min    66   130   0.059489   0.087688  
SV-min    66   132   0.077260   0.112406  
SV-min    66   134   0.105463   0.129450  
SV-min    66   136   0.141403   0.140993  
SV-min    66   138   0.175180   0.139549  
SV-min    66   140   0.256137   -0.000000  
SV-min    66   142   0.282025   -0.000000  
SV-min    66   144   0.286813   -0.000000  
SV-min    66   146   0.292628   -0.000000  
SV-min    66   148   0.294870   -0.000000  
SV-min    66   150   0.295339   -0.000000  
SV-min    66   152   0.295063   -0.000000  
SV-min    66   154   0.294806   0.000000  
SV-min    68    76   -0.200913   0.000000  
SV-min    68    78   -0.176171   0.000000  
SV-min    68    80   0.034163   -0.000000  
SV-min    68    82   -0.000000   -0.000000  
SV-min    68    84   -0.069437   0.000000  
SV-min    68    86   0.158066   -0.000000  
SV-min    68    88   0.216975   -0.000000  
SV-min    68    90   0.258042   -0.000000  
SV-min    68    92   0.296188   0.000000  
SV-min    68    94   0.310584   -0.000000  
SV-min    68    96   0.317684   -0.000000  
SV-min    68    98   0.322114   0.000000  
SV-min    68   100   0.323887   -0.000000  
SV-min    68   102   0.322377   0.000000  
SV-min    68   104   0.317556   -0.000000  
SV-min    68   106   0.309199   -0.000000  
SV-min    68   108   0.298450   -0.000000  
SV-min    68   110   0.288040   -0.000000  
SV-min    68   112   0.278601   -0.000000  
SV-min    68   114   0.270626   0.000000  
SV-min    68   116   -0.190547   0.000000  
SV-min    68   118   -0.183864   0.000000  
SV-min    68   120   -0.167255   0.000000  
SV-min    68   122   -0.116268   0.000000  
SV-min    68   124   -0.000000   -0.000000  
SV-min    68   126   0.000141   -0.000000  
SV-min    68   128   -0.000000   -0.000000  
SV-min    68   130   0.057993   0.073040  
SV-min    68   132   0.074695   0.110587  
SV-min    68   134   0.119885   0.116463  
SV-min    68   136   0.164275   0.111558  
SV-min    68   138   0.216834   0.000000  
SV-min    68   140   0.243256   -0.000000  
SV-min    68   142   0.263146   -0.000000  
SV-min    68   144   0.276888   -0.000000  
SV-min    68   146   0.284693   -0.000000  
SV-min    68   148   0.287692   -0.000000  
SV-min    68   150   0.287721   -0.000000  
SV-min    68   152   0.286724   -0.000000  
SV-min    68   154   0.285754   0.000000  
SV-min    68   156   0.284886   -0.000000  
SV-min    68   158   0.284737   0.000000  
SV-min    70    80   -0.108381   0.000000  
SV-min    70    82   -0.000000   -0.000000  
SV-min    70    84   -0.068672   0.000000  
SV-min    70    86   0.148940   -0.000000  
SV-min    70    88   0.194806   -0.000000  
SV-min    70    90   0.230633   -0.000000  
SV-min    70    92   0.265915   -0.000000  
SV-min    70    94   0.291825   -0.000000  
SV-min    70    96   0.307471   -0.000000  
SV-min    70    98   0.324497   -0.000000  
SV-min    70   100   0.325471   -0.000000  
SV-min    70   102   0.321814   0.000000  
SV-min    70   104   0.313804   0.000000  
SV-min    70   106   0.302711   -0.000000  
SV-min    70   108   0.291163   -0.000000  
SV-min    70   110   0.280589   -0.000000  
SV-min    70   112   0.271546   0.000000  
SV-min    70   114   0.261677   0.000000  
SV-min    70   116   -0.189102   0.000000  
SV-min    70   118   -0.182318   0.000000  
SV-min    70   120   -0.166579   -0.000000  
SV-min    70   122   -0.116304   0.000000  
SV-min    70   124   -0.000000   -0.000000  
SV-min    70   126   0.000147   -0.000000  
SV-min    70   128   -0.000000   -0.000000  
SV-min    70   130   0.059463   0.000000  
SV-min    70   132   0.091222   0.076323  
SV-min    70   134   0.145418   0.070076  
SV-min    70   136   0.166787   0.087473  
SV-min    70   138   0.204870   0.013898  
SV-min    70   140   0.227538   -0.000000  
SV-min    70   142   0.246531   -0.000000  
SV-min    70   144   0.261794   -0.000000  
SV-min    70   146   0.272131   -0.000000  
SV-min    70   148   0.277726   -0.000000  
SV-min    70   150   0.278222   -0.000000  
SV-min    70   152   0.277209   -0.000000  
SV-min    70   154   0.275604   -0.000000  
SV-min    70   156   0.273559   -0.000000  
SV-min    70   158   0.270955   -0.000000  
SV-min    70   160   0.267379   -0.000000  
SV-min    70   162   0.263166   0.000000  
SV-min    72    82   -0.000000   0.000000  
SV-min    72    84   -0.065607   -0.000001  
SV-min    72    86   0.140811   0.000000  
SV-min    72    88   0.179458   0.000000  
SV-min    72    90   0.207818   0.000000  
SV-min    72    92   0.233490   0.000001  
SV-min    72    94   0.257347   0.000001  
SV-min    72    96   0.275670   0.000000  
SV-min    72    98   0.337405   0.000000  
SV-min    72   100   0.341886   0.000000  
SV-min    72   102   0.336848   0.000000  
SV-min    72   104   0.321314   0.000000  
SV-min    72   106   0.284781   0.000000  
SV-min    72   108   0.272607   0.000000  
SV-min    72   110   0.264241   -0.000000  
SV-min    72   112   0.249938   -0.000000  
SV-min    72   114   0.229035   -0.000000  
SV-min    72   116   -0.181595   -0.000000  
SV-min    72   118   -0.171947   -0.000000  
SV-min    72   120   -0.147034   -0.000000  
SV-min    72   122   -0.110493   -0.000000  
SV-min    72   124   -0.000000   0.000000  
SV-min    72   126   0.000147   0.000000  
SV-min    72   128   -0.000000   0.000000  
SV-min    72   130   0.058892   -0.000001  
SV-min    72   132   0.113029   0.000000  
SV-min    72   134   0.144469   0.000000  
SV-min    72   136   0.170984   0.000000  
SV-min    72   138   0.194506   0.000004  
SV-min    72   140   0.215749   0.000000  
SV-min    72   142   0.234858   0.000000  
SV-min    72   144   0.252238   0.000000  
SV-min    72   146   0.265220   0.000002  
SV-min    72   148   0.271768   0.000000  
SV-min    72   150   0.268861   0.000001  
SV-min    72   152   0.267232   0.000000  
SV-min    72   154   0.264657   0.000000  
SV-min    72   156   0.261040   0.000000  
SV-min    72   158   0.255775   0.000000  
SV-min    72   160   0.248072   0.000000  
SV-min    72   162   0.238162   0.000000  
SV-min    72   164   0.226876   0.000000  
SV-min    72   166   0.214689   0.000000  
SV-min    72   168   0.201115   0.000000  
SV-min    72   170   0.185219   0.000000  
SV-min    74    84   -0.060069   -0.000001  
SV-min    74    86   0.131709   0.000000  
SV-min    74    88   0.167901   0.000000  
SV-min    74    90   0.189230   0.000000  
SV-min    74    92   0.204369   0.000000  
SV-min    74    94   0.225202   0.000001  
SV-min    74    96   0.245282   0.000000  
SV-min    74    98   0.314028   0.000000  
SV-min    74   100   0.322477   0.000001  
SV-min    74   102   0.322167   0.000000  
SV-min    74   104   0.278762   0.000000  
SV-min    74   106   0.258159   0.000000  
SV-min    74   108   0.247119   0.000000  
SV-min    74   110   0.239333   -0.000000  
SV-min    74   112   0.225717   -0.000000  
SV-min    74   114   0.207329   -0.000000  
SV-min    74   116   0.179364   -0.000000  
SV-min    74   118   -0.157654   -0.000000  
SV-min    74   120   -0.133051   -0.000000  
SV-min    74   122   -0.101583   -0.000000  
SV-min    74   124   -0.000000   0.000000  
SV-min    74   126   0.000139   0.000000  
SV-min    74   128   -0.000000   0.000000  
SV-min    74   130   0.055251   -0.000001  
SV-min    74   132   0.100090   -0.000001  
SV-min    74   134   0.136717   0.000000  
SV-min    74   136   0.160178   0.000000  
SV-min    74   138   0.180158   0.000000  
SV-min    74   140   0.198356   0.000001  
SV-min    74   142   0.230382   0.000000  
SV-min    74   144   0.255339   0.000000  
SV-min    74   146   0.267028   0.000002  
SV-min    74   148   0.272277   0.000002  
SV-min    74   150   0.271937   0.000001  
SV-min    74   152   0.266961   0.000000  
SV-min    74   154   0.257975   0.000000  
SV-min    74   156   0.251657   0.000000  
SV-min    74   158   0.243225   0.000000  
SV-min    74   160   0.232537   0.000000  
SV-min    74   162   0.221309   0.000000  
SV-min    74   164   0.209936   0.000000  
SV-min    74   166   0.198263   0.000000  
SV-min    74   168   0.185521   0.000000  
SV-min    74   170   0.171203   0.000000  
SV-min    74   172   0.154865   0.000000  
SV-min    74   174   -0.127494   -0.000000  
SV-min    74   176   -0.112847   -0.000000  
SV-min    74   178   -0.093311   -0.000000  
SV-min    74   180   -0.065259   -0.000000  
SV-min    74   182   0.000604   0.000000  
SV-min    74   184   0.000112   0.000000  
SV-min    76    88   0.145819   0.000000  
SV-min    76    90   0.164951   0.000001  
SV-min    76    92   0.177392   0.000000  
SV-min    76    94   0.195350   0.000000  
SV-min    76    96   0.279759   0.000002  
SV-min    76    98   0.293391   0.000001  
SV-min    76   100   0.300874   0.000001  
SV-min    76   102   0.300181   0.000001  
SV-min    76   104   0.271503   0.000000  
SV-min    76   106   0.240646   0.000000  
SV-min    76   108   0.227489   0.000000  
SV-min    76   110   0.216610   -0.000000  
SV-min    76   112   0.202783   -0.000000  
SV-min    76   114   0.185266   -0.000000  
SV-min    76   116   -0.152298   -0.000000  
SV-min    76   118   -0.141428   -0.000000  
SV-min    76   120   -0.119390   -0.000000  
SV-min    76   122   -0.096091   -0.000000  
SV-min    76   124   -0.000000   0.000000  
SV-min    76   126   0.000123   0.000000  
SV-min    76   128   -0.000000   0.000000  
SV-min    76   130   0.019109   -0.000001  
SV-min    76   132   0.065846   -0.000000  
SV-min    76   134   0.109225   -0.000001  
SV-min    76   136   0.140354   0.031880  
SV-min    76   138   0.162444   0.000000  
SV-min    76   140   0.187811   0.000000  
SV-min    76   142   0.239108   0.000000  
SV-min    76   144   0.253827   0.000000  
SV-min    76   146   0.263967   0.000001  
SV-min    76   148   0.268842   0.000000  
SV-min    76   150   0.269332   0.000000  
SV-min    76   152   0.266404   0.000001  
SV-min    76   154   0.260806   0.000000  
SV-min    76   156   0.253040   0.000000  
SV-min    76   158   0.240663   0.000000  
SV-min    76   160   0.225996   0.000000  
SV-min    76   162   0.210942   0.000000  
SV-min    76   164   0.197074   0.000000  
SV-min    76   166   0.184240   0.000000  
SV-min    76   168   0.171230   0.000000  
SV-min    76   170   0.157372   0.000000  
SV-min    76   172   0.141416   0.000000  
SV-min    76   174   -0.121015   -0.000000  
SV-min    76   176   -0.107675   -0.000000  
SV-min    76   178   -0.089428   -0.000000  
SV-min    76   180   -0.064798   -0.000000  
SV-min    76   182   0.000343   0.000000  
SV-min    76   184   0.000098   0.000000  
SV-min    78    92   0.147407   0.000000  
SV-min    78    94   0.159449   0.000000  
SV-min    78    96   0.169720   0.000000  
SV-min    78    98   0.283569   0.000000  
SV-min    78   100   0.292202   0.000000  
SV-min    78   102   0.293194   0.000000  
SV-min    78   104   0.281933   0.000000  
SV-min    78   106   0.262674   0.000000  
SV-min    78   108   -0.181893   -0.000000  
SV-min    78   110   -0.167727   -0.000000  
SV-min    78   112   -0.156456   -0.000000  
SV-min    78   114   -0.148390   -0.000000  
SV-min    78   116   -0.139927   -0.000000  
SV-min    78   118   -0.127806   -0.000000  
SV-min    78   120   -0.107959   -0.000000  
SV-min    78   122   -0.089257   -0.000000  
SV-min    78   124   0.004304   0.000000  
SV-min    78   126   0.000102   0.000000  
SV-min    78   128   -0.000000   0.000000  
SV-min    78   130   0.000001   0.000000  
SV-min    78   132   0.020089   -0.000001  
SV-min    78   134   0.066276   0.033582  
SV-min    78   136   0.107790   0.048826  
SV-min    78   138   0.138019   0.062080  
SV-min    78   140   0.151589   0.000004  
SV-min    78   142   0.231878   0.000000  
SV-min    78   144   0.246489   0.000000  
SV-min    78   146   0.257516   0.000001  
SV-min    78   148   0.263309   0.000001  
SV-min    78   150   0.264823   0.000001  
SV-min    78   152   0.263285   0.000001  
SV-min    78   154   0.259938   0.000000  
SV-min    78   156   0.254976   0.000000  
SV-min    78   158   0.246651   0.000000  
SV-min    78   160   0.231730   0.000000  
SV-min    78   162   0.213705   0.000000  
SV-min    78   164   0.189609   0.000000  
SV-min    78   166   0.170028   0.000000  
SV-min    78   168   -0.147796   -0.000000  
SV-min    78   170   -0.136655   -0.000000  
SV-min    78   172   -0.125771   -0.000000  
SV-min    78   174   -0.115097   -0.000000  
SV-min    78   176   -0.102569   -0.000000  
SV-min    78   178   -0.085591   -0.000000  
SV-min    78   180   -0.061106   -0.000000  
SV-min    78   182   0.000137   0.000000  
SV-min    78   184   0.000088   0.000000  
SV-min    80    96   -0.126191   -0.000000  
SV-min    80    98   -0.140213   -0.000000  
SV-min    80   100   -0.157269   -0.000000  
SV-min    80   102   -0.169851   -0.000000  
SV-min    80   104   -0.172360   -0.000000  
SV-min    80   106   -0.169833   -0.000000  
SV-min    80   108   -0.160542   -0.000000  
SV-min    80   110   -0.154331   -0.000000  
SV-min    80   112   -0.146408   -0.000000  
SV-min    80   114   -0.137290   -0.000000  
SV-min    80   116   -0.126722   -0.000000  
SV-min    80   118   -0.111921   -0.000000  
SV-min    80   120   -0.090286   -0.000000  
SV-min    80   122   -0.068451   -0.000000  
SV-min    80   124   0.000000   0.000000  
SV-min    80   126   -0.000076   -0.000000  
SV-min    80   128   -0.000000   0.000000  
SV-min    80   130   0.000000   0.000000  
SV-min    80   132   0.000001   0.000000  
SV-min    80   134   0.000311   0.016209  
SV-min    80   136   0.019238   0.080003  
SV-min    80   138   -0.000372   0.095883  
SV-min    80   140   0.125716   0.087152  
SV-min    80   142   0.218069   0.000000  
SV-min    80   144   0.235915   0.000000  
SV-min    80   146   0.251569   0.000001  
SV-min    80   148   0.259819   0.000001  
SV-min    80   150   0.262630   0.000002  
SV-min    80   152   0.262233   0.000001  
SV-min    80   154   0.260201   0.000000  
SV-min    80   156   0.256513   0.000000  
SV-min    80   158   0.250046   0.000000  
SV-min    80   160   0.238172   0.000000  
SV-min    80   162   -0.166638   -0.000000  
SV-min    80   164   -0.161818   -0.000000  
SV-min    80   166   -0.155248   -0.000000  
SV-min    80   168   -0.146161   -0.000000  
SV-min    80   170   -0.134394   -0.000000  
SV-min    80   172   -0.121905   -0.000000  
SV-min    80   174   -0.108688   -0.000000  
SV-min    80   176   -0.092553   -0.000000  
SV-min    80   178   -0.072917   -0.000000  
SV-min    80   180   0.000000   0.000000  
SV-min    80   182   0.000093   0.000000  
SV-min    80   184   -0.000123   -0.000000  
SV-min    82   102   -0.000000   0.000000  
SV-min    82   104   -0.000000   0.000000  
SV-min    82   106   -0.000000   0.000000  
SV-min    82   108   -0.000000   0.000000  
SV-min    82   110   -0.000000   0.000000  
SV-min    82   112   -0.000000   0.000000  
SV-min    82   114   -0.000000   0.000000  
SV-min    82   116   -0.000335   -0.000000  
SV-min    82   118   -0.000235   -0.000000  
SV-min    82   120   0.000157   0.000038  
SV-min    82   122   0.000113   0.000000  
SV-min    82   124   -0.000079   -0.000000  
SV-min    82   126   -0.000063   -0.000000  
SV-min    82   128   -0.000068   -0.000000  
SV-min    82   130   -0.000089   -0.000000  
SV-min    82   132   -0.000114   -0.000000  
SV-min    82   134   -0.000144   -0.000000  
SV-min    82   136   -0.000184   -0.000000  
SV-min    82   138   0.000000   0.000000  
SV-min    82   140   0.000000   0.000000  
SV-min    82   142   0.000000   0.000000  
SV-min    82   144   0.000000   0.000000  
SV-min    82   146   0.000000   0.000000  
SV-min    82   148   0.224837   0.000000  
SV-min    82   150   0.232572   0.000000  
SV-min    82   152   0.235425   -0.000000  
SV-min    82   154   0.233737   -0.000000  
SV-min    82   156   0.227683   -0.000000  
SV-min    82   158   -0.167310   -0.000000  
SV-min    82   160   -0.164140   -0.000000  
SV-min    82   162   -0.158868   -0.000000  
SV-min    82   164   -0.150882   -0.000000  
SV-min    82   166   -0.138584   -0.000000  
SV-min    82   168   -0.000000   0.000000  
SV-min    82   170   -0.000000   0.000000  
SV-min    82   172   -0.000000   0.000000  
SV-min    82   174   0.000317   0.000000  
SV-min    82   176   -0.000198   -0.000000  
SV-min    82   178   0.000136   0.000000  
SV-min    82   180   -0.000096   -0.000000  
SV-min    82   182   -0.000070   -0.000000  
SV-min    82   184   0.000000   0.000153  
SV-min    84   104   0.264464   -0.000001  
SV-min    84   106   -0.091276   -0.000000  
SV-min    84   108   -0.086332   -0.000000  
SV-min    84   110   -0.082070   -0.000000  
SV-min    84   112   -0.081607   0.000000  
SV-min    84   114   -0.059624   -0.000000  
SV-min    84   116   -0.042669   -0.000000  
SV-min    84   118   -0.026953   -0.000000  
SV-min    84   120   -0.000000   0.000000  
SV-min    84   122   -0.000000   0.000000  
SV-min    84   124   0.000101   0.000000  
SV-min    84   126   0.000001   0.000157  
SV-min    84   128   0.000085   0.000000  
SV-min    84   130   -0.000000   0.000000  
SV-min    84   132   0.000000   0.000000  
SV-min    84   134   0.000000   0.000000  
SV-min    84   136   0.000000   0.000000  
SV-min    84   138   0.088712   0.074413  
SV-min    84   140   0.109317   -0.000000  
SV-min    84   142   0.151407   -0.000000  
SV-min    84   144   0.185445   -0.000000  
SV-min    84   146   0.207125   -0.000000  
SV-min    84   148   0.221939   0.004613  
SV-min    84   150   0.228950   0.000000  
SV-min    84   152   0.230842   -0.000000  
SV-min    84   154   0.228459   -0.000000  
SV-min    84   156   0.221663   -0.000000  
SV-min    84   158   0.209212   0.000000  
SV-min    84   160   0.188878   -0.000000  
SV-min    84   162   -0.164531   -0.000000  
SV-min    84   164   -0.154289   -0.000000  
SV-min    84   166   -0.138824   -0.000000  
SV-min    84   168   -0.091401   -0.000000  
SV-min    84   170   -0.071951   -0.000000  
SV-min    84   172   -0.050549   -0.000000  
SV-min    84   174   -0.030022   0.000000  
SV-min    84   176   -0.002635   -0.000000  
SV-min    84   178   -0.000000   0.000000  
SV-min    84   180   0.000123   0.000000  
SV-min    84   182   -0.000085   -0.000000  
SV-min    84   184   0.000001   0.000157  
SV-min    86   110   0.146823   -0.000000  
SV-min    86   112   0.122767   0.000000  
SV-min    86   114   -0.104901   -0.000000  
SV-min    86   116   -0.085856   -0.000000  
SV-min    86   118   -0.063816   -0.000000  
SV-min    86   120   -0.036530   -0.000000  
SV-min    86   122   -0.000000   0.000000  
SV-min    86   124   0.000143   0.000000  
SV-min    86   126   -0.000102   -0.000000  
SV-min    86   128   0.000112   -0.000000  
SV-min    86   130   0.000000   0.000000  
SV-min    86   132   0.000000   0.000000  
SV-min    86   134   0.110655   0.112339  
SV-min    86   136   0.135906   0.132135  
SV-min    86   138   0.155760   0.142718  
SV-min    86   140   0.173189   0.139005  
SV-min    86   142   0.190212   0.107579  
SV-min    86   144   0.207355   0.078060  
SV-min    86   146   0.215928   -0.000000  
SV-min    86   148   0.225598   -0.000000  
SV-min    86   150   0.230711   -0.000002  
SV-min    86   152   0.230849   -0.000001  
SV-min    86   154   0.227003   -0.000000  
SV-min    86   156   0.219269   -0.000000  
SV-min    86   158   0.206964   -0.000000  
SV-min    86   160   0.189685   -0.000000  
SV-min    86   162   0.168946   -0.000000  
SV-min    86   164   0.147157   0.000192  
SV-min    86   166   0.126003   0.000322  
SV-min    86   168   0.105642   0.000522  
SV-min    86   170   -0.093381   -0.000000  
SV-min    86   172   -0.076221   -0.000000  
SV-min    86   174   -0.056567   -0.000000  
SV-min    86   176   -0.033150   -0.000000  
SV-min    86   178   -0.000000   0.000000  
SV-min    86   180   0.000162   0.000034  
SV-min    86   182   -0.000106   -0.000000  
SV-min    86   184   0.000005   0.000156  
SV-min    86   186   0.000003   0.000178  
SV-min    88   112   0.161479   0.000000  
SV-min    88   114   0.136809   0.000000  
SV-min    88   116   -0.112848   -0.000000  
SV-min    88   118   -0.090177   -0.000000  
SV-min    88   120   -0.060969   -0.000000  
SV-min    88   122   -0.023721   -0.000000  
SV-min    88   124   0.000181   0.000060  
SV-min    88   126   0.000123   -0.000000  
SV-min    88   128   0.000141   -0.000000  
SV-min    88   130   0.000000   0.000000  
SV-min    88   132   0.117451   0.127008  
SV-min    88   134   0.147194   0.152531  
SV-min    88   136   0.168506   0.168023  
SV-min    88   138   0.185714   0.175311  
SV-min    88   140   0.201178   0.173407  
SV-min    88   142   0.215745   0.159599  
SV-min    88   144   0.227853   0.130052  
SV-min    88   146   0.235752   0.088661  
SV-min    88   148   0.240535   0.062816  
SV-min    88   150   0.239848   0.011077  
SV-min    88   152   0.238140   -0.000002  
SV-min    88   154   0.233185   -0.000000  
SV-min    88   156   0.225031   -0.000000  
SV-min    88   158   0.213603   0.000000  
SV-min    88   160   0.199208   -0.000000  
SV-min    88   162   0.182775   0.000000  
SV-min    88   164   0.165145   0.000000  
SV-min    88   166   0.146672   0.000000  
SV-min    88   168   0.127198   0.000418  
SV-min    88   170   0.106385   0.000000  
SV-min    88   172   -0.089452   -0.000000  
SV-min    88   174   -0.069555   -0.000000  
SV-min    88   176   -0.044455   -0.000000  
SV-min    88   178   -0.000000   0.000000  
SV-min    88   180   0.000191   0.000009  
SV-min    88   182   -0.000115   -0.000000  
SV-min    88   184   0.000006   0.000162  
SV-min    88   186   0.000003   0.000186  
SV-min    88   188   0.000115   -0.000000  
SV-min    90   118   -0.110129   -0.000000  
SV-min    90   120   -0.080324   -0.000000  
SV-min    90   122   -0.038742   -0.000000  
SV-min    90   124   -0.000238   -0.000000  
SV-min    90   126   0.000141   -0.000000  
SV-min    90   128   0.000162   -0.000000  
SV-min    90   130   0.094708   0.115455  
SV-min    90   132   0.140492   0.152546  
SV-min    90   134   0.168308   0.173933  
SV-min    90   136   0.188857   0.186965  
SV-min    90   138   0.205785   0.192726  
SV-min    90   140   0.221050   0.191021  
SV-min    90   142   0.234952   0.180805  
SV-min    90   144   0.246277   0.160857  
SV-min    90   146   0.253247   0.131129  
SV-min    90   148   0.255118   0.092805  
SV-min    90   150   0.254300   0.064588  
SV-min    90   152   0.249120   -0.000001  
SV-min    90   154   0.243795   -0.000001  
SV-min    90   156   0.235760   0.000001  
SV-min    90   158   0.225323   0.000000  
SV-min    90   160   0.212124   -0.000000  
SV-min    90   162   0.197050   -0.000000  
SV-min    90   164   0.180573   -0.000000  
SV-min    90   166   0.162693   -0.000000  
SV-min    90   168   0.143144   -0.000000  
SV-min    90   170   0.121812   0.000000  
SV-min    90   172   0.098230   0.000000  
SV-min    90   174   -0.078931   -0.000000  
SV-min    90   176   -0.051476   -0.000000  
SV-min    90   178   -0.000000   0.000000  
SV-min    90   180   0.000193   0.000037  
SV-min    90   182   -0.000119   -0.000000  
SV-min    90   184   0.000002   0.000182  
SV-min    90   186   0.000001   0.000219  
SV-min    90   188   0.000120   -0.000000  
SV-min    90   190   -0.000000   -0.000000  
SV-min    90   192   0.089948   0.099873  
SV-min    90   194   0.129387   0.134594  
SV-min    90   196   0.150595   0.150386  
SV-min    90   198   0.166413   0.159114  
SV-min    90   200   0.179887   0.162427  
SV-min    90   202   0.192229   0.160328  
SV-min    90   204   0.203417   0.152033  
SV-min    90   206   0.212542   0.137999  
SV-min    90   208   0.218902   0.120146  
SV-min    90   210   0.222724   0.100774  
SV-min    92   122   -0.053204   0.000000  
SV-min    92   124   0.000283   -0.000000  
SV-min    92   126   0.000157   0.000000  
SV-min    92   128   0.000185   -0.000000  
SV-min    92   130   0.111245   0.137360  
SV-min    92   132   0.155084   0.169893  
SV-min    92   134   0.183745   0.188816  
SV-min    92   136   0.205050   0.199243  
SV-min    92   138   0.223078   0.203000  
SV-min    92   140   0.239259   0.200329  
