EDF       Z     N      beta_2     beta_3  
UNEDF0    14    28   -0.096415   -0.000000  
UNEDF0    14    30   -0.045866   -0.000000  
UNEDF0    14    32   0.000699   -0.000000  
UNEDF0    14    34   0.012194   0.000306  
UNEDF0    16    10   -0.001156   0.000017  
UNEDF0    16    12   -0.004282   0.000008  
UNEDF0    16    14   0.000752   -0.000000  
UNEDF0    16    16   0.000589   0.000453  
UNEDF0    16    18   0.000985   0.000245  
UNEDF0    16    20   0.000128   0.000005  
UNEDF0    16    22   0.000786   0.000034  
UNEDF0    16    24   0.041258   0.000000  
UNEDF0    16    26   0.057648   0.000000  
UNEDF0    16    28   -0.049377   -0.000000  
UNEDF0    16    30   0.002477   0.000000  
UNEDF0    16    32   0.000614   -0.000001  
UNEDF0    16    34   0.000246   0.000001  
UNEDF0    16    36   0.000163   0.000012  
UNEDF0    16    38   0.000173   0.000006  
UNEDF0    18    14   -0.000000   0.000000  
UNEDF0    18    16   0.000131   0.000005  
UNEDF0    18    18   0.000564   0.000179  
UNEDF0    18    20   0.000088   0.000007  
UNEDF0    18    22   -0.000000   -0.000000  
UNEDF0    18    24   -0.000000   -0.000000  
UNEDF0    18    26   0.000000   -0.000000  
UNEDF0    18    28   -0.000000   -0.000000  
UNEDF0    18    30   -0.000279   0.000000  
UNEDF0    18    32   0.000186   -0.000002  
UNEDF0    18    34   0.000205   -0.000005  
UNEDF0    18    36   0.000145   0.000006  
UNEDF0    18    38   0.000121   0.000032  
UNEDF0    18    40   0.000321   0.000033  
UNEDF0    20    16   -0.000000   0.000000  
UNEDF0    20    18   0.000105   0.000016  
UNEDF0    20    20   0.000099   0.000018  
UNEDF0    20    22   -0.000000   -0.000000  
UNEDF0    20    24   -0.000000   -0.000000  
UNEDF0    20    26   0.000446   0.000002  
UNEDF0    20    28   -0.000371   0.000000  
UNEDF0    20    30   -0.000227   -0.000000  
UNEDF0    20    32   0.000176   -0.000003  
UNEDF0    20    34   0.000223   -0.000012  
UNEDF0    20    36   0.000155   -0.000015  
UNEDF0    20    38   0.000135   -0.000012  
UNEDF0    20    40   -0.000140   0.000000  
UNEDF0    20    42   -0.000190   0.000000  
UNEDF0    20    44   -0.000334   -0.000000  
UNEDF0    20    46   -0.000661   -0.000000  
UNEDF0    20    48   0.000004   -0.000000  
UNEDF0    20    50   -0.000000   -0.000000  
UNEDF0    20    52   0.000776   0.000000  
UNEDF0    22    18   -0.000000   0.000000  
UNEDF0    22    20   0.000072   0.000022  
UNEDF0    22    22   -0.000000   -0.000000  
UNEDF0    22    24   -0.000000   0.000000  
UNEDF0    22    26   -0.000000   -0.000000  
UNEDF0    22    28   -0.000000   -0.000000  
UNEDF0    22    30   0.000272   0.000000  
UNEDF0    22    32   0.000221   -0.000000  
UNEDF0    22    34   -0.000130   0.000234  
UNEDF0    22    36   -0.000000   -0.000000  
UNEDF0    22    38   0.000000   -0.000000  
UNEDF0    22    40   -0.000169   0.000000  
UNEDF0    22    42   0.000000   -0.000000  
UNEDF0    22    44   0.000000   0.000000  
UNEDF0    22    46   0.110376   0.000000  
UNEDF0    22    48   0.125931   0.000000  
UNEDF0    22    50   0.112845   0.000000  
UNEDF0    22    52   0.080236   0.000000  
UNEDF0    22    54   -0.037017   0.000000  
UNEDF0    22    56   0.000005   0.000000  
UNEDF0    22    58   0.000216   0.000000  
UNEDF0    24    18   -0.000000   0.000000  
UNEDF0    24    20   -0.000282   0.000074  
UNEDF0    24    22   -0.000000   -0.000000  
UNEDF0    24    24   0.101141   0.000000  
UNEDF0    24    26   0.098171   0.000000  
UNEDF0    24    28   -0.000000   -0.000000  
UNEDF0    24    30   0.000361   -0.000000  
UNEDF0    24    32   -0.000317   -0.000000  
UNEDF0    24    34   -0.000000   -0.000000  
UNEDF0    24    36   -0.000000   -0.000000  
UNEDF0    24    38   -0.000000   -0.000000  
UNEDF0    24    40   -0.000000   -0.000000  
UNEDF0    24    42   -0.000000   -0.000000  
UNEDF0    24    44   0.111521   -0.000000  
UNEDF0    24    46   0.143506   0.000008  
UNEDF0    24    48   0.153495   0.000000  
UNEDF0    24    50   0.144341   0.000000  
UNEDF0    24    52   0.117930   0.000000  
UNEDF0    24    54   0.078357   0.000000  
UNEDF0    24    56   0.000001   0.000000  
UNEDF0    24    58   0.000295   0.000000  
UNEDF0    24    60   -0.000190   0.000000  
UNEDF0    26    20   0.000302   0.000000  
UNEDF0    26    22   -0.000000   0.000000  
UNEDF0    26    24   0.110424   0.000009  
UNEDF0    26    26   0.100116   0.000000  
UNEDF0    26    28   -0.000000   -0.000000  
UNEDF0    26    30   0.000000   -0.000000  
UNEDF0    26    32   -0.000420   -0.000000  
UNEDF0    26    34   0.000000   -0.000000  
UNEDF0    26    36   0.000000   -0.000000  
UNEDF0    26    38   0.000320   0.000000  
UNEDF0    26    40   0.000251   -0.000000  
UNEDF0    26    42   -0.000000   -0.000000  
UNEDF0    26    44   -0.000000   -0.000000  
UNEDF0    26    46   0.111918   0.000005  
UNEDF0    26    48   0.125236   0.000013  
UNEDF0    26    50   0.117219   0.000017  
UNEDF0    26    52   0.090897   0.000000  
UNEDF0    26    54   -0.057393   0.000000  
UNEDF0    26    56   0.000000   -0.000000  
UNEDF0    26    58   0.000312   0.000000  
UNEDF0    26    60   0.000221   -0.000000  
UNEDF0    26    62   -0.000187   -0.000000  
UNEDF0    28    22   -0.000000   -0.000000  
UNEDF0    28    24   0.086677   0.000000  
UNEDF0    28    26   0.073612   -0.000008  
UNEDF0    28    28   0.000000   -0.000000  
UNEDF0    28    30   0.000000   -0.000000  
UNEDF0    28    32   -0.000434   -0.000000  
UNEDF0    28    34   0.009990   0.000012  
UNEDF0    28    36   0.000000   -0.000000  
UNEDF0    28    38   0.000348   -0.000000  
UNEDF0    28    40   0.000251   0.000000  
UNEDF0    28    42   0.000262   0.000000  
UNEDF0    28    44   -0.000000   -0.000000  
UNEDF0    28    46   -0.000487   -0.000000  
UNEDF0    28    48   -0.001169   -0.000000  
UNEDF0    28    50   -0.004598   -0.000000  
UNEDF0    28    52   -0.000000   -0.000000  
UNEDF0    28    54   0.000000   -0.000000  
UNEDF0    28    56   0.000446   0.000000  
UNEDF0    28    58   0.000314   0.000000  
UNEDF0    28    60   -0.000254   -0.000000  
UNEDF0    28    62   0.000227   -0.000000  
UNEDF0    28    64   -0.000208   0.000000  
UNEDF0    30    24   -0.000000   0.000000  
UNEDF0    30    26   -0.000000   -0.000000  
UNEDF0    30    28   0.000580   -0.000000  
UNEDF0    30    30   0.000000   -0.000000  
UNEDF0    30    32   -0.000344   0.000000  
UNEDF0    30    34   0.000000   -0.000000  
UNEDF0    30    36   0.002499   -0.000000  
UNEDF0    30    38   0.000321   0.000000  
UNEDF0    30    40   0.000242   -0.000000  
UNEDF0    30    42   0.000250   -0.000000  
UNEDF0    30    44   -0.000000   0.000000  
UNEDF0    30    46   -0.000000   0.000000  
UNEDF0    30    48   -0.000000   -0.000000  
UNEDF0    30    50   -0.000000   -0.000000  
UNEDF0    30    52   -0.000000   -0.000000  
UNEDF0    30    54   0.000000   -0.000000  
UNEDF0    30    56   0.000395   0.000000  
UNEDF0    30    58   0.000311   -0.000000  
UNEDF0    30    60   0.000301   0.000000  
UNEDF0    30    62   0.000299   0.000000  
UNEDF0    30    64   0.000000   -0.000000  
UNEDF0    30    66   -0.000000   -0.000000  
UNEDF0    30    68   -0.000000   -0.000000  
UNEDF0    30    70   -0.000000   -0.000000  
UNEDF0    32    28   0.000638   -0.000000  
UNEDF0    32    30   0.000000   -0.000000  
UNEDF0    32    32   -0.000371   -0.000000  
UNEDF0    32    34   -0.000000   -0.000000  
UNEDF0    32    36   -0.000000   -0.000000  
UNEDF0    32    38   0.000396   0.000000  
UNEDF0    32    40   0.000286   -0.000000  
UNEDF0    32    42   -0.000000   0.000000  
UNEDF0    32    44   -0.000000   0.000000  
UNEDF0    32    46   0.092760   0.000109  
UNEDF0    32    48   0.098620   0.000024  
UNEDF0    32    50   0.084771   -0.000000  
UNEDF0    32    52   -0.078926   -0.000000  
UNEDF0    32    54   -0.075696   -0.000000  
UNEDF0    32    56   0.000562   -0.000000  
UNEDF0    32    58   0.000481   0.000000  
UNEDF0    32    60   0.000685   0.000000  
UNEDF0    32    62   -0.000000   -0.000000  
UNEDF0    32    64   -0.000000   -0.000000  
UNEDF0    32    66   0.000623   -0.000000  
UNEDF0    32    68   0.000404   0.000000  
UNEDF0    32    70   0.000413   -0.000000  
UNEDF0    32    72   0.129464   -0.000000  
UNEDF0    32    74   0.156135   0.000000  
UNEDF0    32    76   0.173538   -0.000000  
UNEDF0    32    78   0.183594   -0.000000  
UNEDF0    34    30   0.000000   -0.000000  
UNEDF0    34    32   -0.000487   0.000000  
UNEDF0    34    34   0.057366   0.000552  
UNEDF0    34    36   -0.076164   -0.000000  
UNEDF0    34    38   0.000540   0.000000  
UNEDF0    34    40   -0.000347   -0.000000  
UNEDF0    34    42   -0.000000   -0.000000  
UNEDF0    34    44   0.088087   -0.000000  
UNEDF0    34    46   0.106663   -0.000000  
UNEDF0    34    48   0.098712   -0.000000  
UNEDF0    34    50   0.070416   0.000000  
UNEDF0    34    52   -0.084321   -0.000000  
UNEDF0    34    54   -0.085528   -0.000000  
UNEDF0    34    56   0.002244   0.000000  
UNEDF0    34    58   0.002859   0.000000  
UNEDF0    34    60   0.059907   0.000000  
UNEDF0    34    62   -0.137659   -0.000000  
UNEDF0    34    64   -0.112637   -0.000000  
UNEDF0    34    66   -0.096814   -0.000000  
UNEDF0    34    68   0.001684   0.000000  
UNEDF0    34    70   0.001006   0.000000  
UNEDF0    34    72   -0.000000   -0.000000  
UNEDF0    34    74   0.142071   0.000000  
UNEDF0    34    76   0.165399   -0.000000  
UNEDF0    34    78   0.173185   -0.000000  
UNEDF0    34    80   0.177647   -0.000000  
UNEDF0    34    82   0.179274   0.000000  
UNEDF0    36    32   0.000581   0.000000  
UNEDF0    36    34   0.073789   0.000000  
UNEDF0    36    36   -0.104677   0.000000  
UNEDF0    36    38   0.000603   0.000000  
UNEDF0    36    40   0.000353   0.000011  
UNEDF0    36    42   0.000000   -0.000000  
UNEDF0    36    44   0.041360   0.000000  
UNEDF0    36    46   0.107740   -0.000000  
UNEDF0    36    48   0.000000   0.000000  
UNEDF0    36    50   0.000000   -0.000000  
UNEDF0    36    52   -0.076041   -0.000000  
UNEDF0    36    54   -0.081315   -0.000000  
UNEDF0    36    56   0.002024   0.000000  
UNEDF0    36    58   0.000000   -0.000000  
UNEDF0    36    60   -0.136261   -0.000000  
UNEDF0    36    62   -0.169546   -0.000000  
UNEDF0    36    64   -0.172133   -0.000000  
UNEDF0    36    66   -0.126500   -0.000000  
UNEDF0    36    68   0.002029   0.000000  
UNEDF0    36    70   0.000539   0.000000  
UNEDF0    36    72   0.000604   0.000000  
UNEDF0    36    74   -0.000000   0.000000  
UNEDF0    36    76   0.083693   0.000000  
UNEDF0    36    78   0.123748   0.000000  
UNEDF0    36    80   0.138221   -0.000000  
UNEDF0    36    82   0.155845   -0.000000  
UNEDF0    36    84   0.154331   -0.000000  
UNEDF0    36    86   -0.128326   -0.000000  
UNEDF0    36    88   -0.132568   0.000000  
UNEDF0    38    34   0.061487   -0.000064  
UNEDF0    38    36   -0.103742   0.000000  
UNEDF0    38    38   0.000532   0.000000  
UNEDF0    38    40   0.000318   0.000000  
UNEDF0    38    42   0.000000   0.000000  
UNEDF0    38    44   0.000000   -0.000000  
UNEDF0    38    46   0.000000   0.000000  
UNEDF0    38    48   0.000000   0.000000  
UNEDF0    38    50   0.001002   -0.000000  
UNEDF0    38    52   -0.049483   -0.000000  
UNEDF0    38    54   0.000000   -0.000000  
UNEDF0    38    56   0.000882   0.000000  
UNEDF0    38    58   0.000000   -0.000000  
UNEDF0    38    60   -0.165697   -0.000000  
UNEDF0    38    62   -0.177278   0.000000  
UNEDF0    38    64   0.334833   0.000222  
UNEDF0    38    66   0.328407   -0.000000  
UNEDF0    38    68   0.315842   -0.000000  
UNEDF0    38    70   0.000396   0.000000  
UNEDF0    38    72   -0.000338   0.000000  
UNEDF0    38    74   -0.000000   0.000000  
UNEDF0    38    76   -0.000000   -0.000000  
UNEDF0    38    78   0.000644   0.000000  
UNEDF0    38    80   0.001816   0.000000  
UNEDF0    38    82   0.000000   -0.000000  
UNEDF0    38    84   0.000000   0.000000  
UNEDF0    38    86   -0.095395   0.000000  
UNEDF0    38    88   -0.105827   0.000000  
UNEDF0    38    90   -0.106362   0.000000  
UNEDF0    38    92   0.000801   -0.000000  
UNEDF0    38    94   0.000381   -0.000000  
UNEDF0    40    36   -0.083618   0.000000  
UNEDF0    40    38   0.000447   0.000000  
UNEDF0    40    40   0.000280   0.000000  
UNEDF0    40    42   0.000000   0.000000  
UNEDF0    40    44   0.000000   0.000000  
UNEDF0    40    46   0.000000   -0.000000  
UNEDF0    40    48   0.000000   0.000000  
UNEDF0    40    50   0.000386   -0.000000  
UNEDF0    40    52   0.000000   0.000000  
UNEDF0    40    54   0.000000   -0.000000  
UNEDF0    40    56   0.000484   0.000000  
UNEDF0    40    58   0.002509   0.000000  
UNEDF0    40    60   -0.162347   0.000000  
UNEDF0    40    62   0.325614   -0.000000  
UNEDF0    40    64   0.330549   -0.000000  
UNEDF0    40    66   0.324836   -0.000000  
UNEDF0    40    68   0.312653   0.000000  
UNEDF0    40    70   0.000357   0.000000  
UNEDF0    40    72   0.000289   -0.000000  
UNEDF0    40    74   -0.000000   -0.000000  
UNEDF0    40    76   -0.000000   -0.000000  
UNEDF0    40    78   0.000293   0.000000  
UNEDF0    40    80   0.000308   0.000000  
UNEDF0    40    82   0.000390   0.000000  
UNEDF0    40    84   0.000774   0.000000  
UNEDF0    40    86   0.000000   -0.000000  
UNEDF0    40    88   -0.077995   -0.000000  
UNEDF0    40    90   0.000000   -0.000000  
UNEDF0    40    92   0.000409   0.000000  
UNEDF0    40    94   0.000292   -0.000000  
UNEDF0    40    96   -0.000229   -0.000000  
UNEDF0    42    38   0.000366   -0.000000  
UNEDF0    42    40   0.000207   -0.000000  
UNEDF0    42    42   0.000000   0.000000  
UNEDF0    42    44   0.000000   -0.000000  
UNEDF0    42    46   0.115586   0.000019  
UNEDF0    42    48   0.000000   -0.000000  
UNEDF0    42    50   -0.000270   -0.000000  
UNEDF0    42    52   0.000000   -0.000000  
UNEDF0    42    54   0.000000   -0.000000  
UNEDF0    42    56   0.000341   -0.000000  
UNEDF0    42    58   0.001706   -0.000000  
UNEDF0    42    60   -0.176719   0.000000  
UNEDF0    42    62   0.321478   0.000000  
UNEDF0    42    64   0.324933   0.000000  
UNEDF0    42    66   0.313702   0.000000  
UNEDF0    42    68   0.296168   0.000000  
UNEDF0    42    70   0.274009   0.000000  
UNEDF0    42    72   0.000265   -0.000000  
UNEDF0    42    74   -0.000000   0.000000  
UNEDF0    42    76   -0.000000   -0.000000  
UNEDF0    42    78   0.000000   -0.000000  
UNEDF0    42    80   0.000000   0.000000  
UNEDF0    42    82   0.000257   0.000000  
UNEDF0    42    84   0.020917   -0.000000  
UNEDF0    42    86   0.060664   0.000000  
UNEDF0    42    88   -0.084756   0.000000  
UNEDF0    42    90   -0.081775   -0.000000  
UNEDF0    42    92   0.000000   -0.000000  
UNEDF0    42    94   0.000249   -0.000000  
UNEDF0    42    96   0.000210   -0.000000  
UNEDF0    42    98   -0.000201   0.000000  
UNEDF0    44    40   -0.000227   -0.000000  
UNEDF0    44    42   0.000000   0.000000  
UNEDF0    44    44   0.083001   0.000000  
UNEDF0    44    46   0.128611   0.000000  
UNEDF0    44    48   0.071747   0.000000  
UNEDF0    44    50   -0.000247   -0.000000  
UNEDF0    44    52   0.050010   0.000000  
UNEDF0    44    54   0.022250   0.000000  
UNEDF0    44    56   0.000564   -0.000000  
UNEDF0    44    58   0.118913   -0.000000  
UNEDF0    44    60   0.136474   -0.000000  
UNEDF0    44    62   -0.189807   -0.000000  
UNEDF0    44    64   -0.194756   -0.000000  
UNEDF0    44    66   -0.195122   0.000000  
UNEDF0    44    68   -0.189859   0.000000  
UNEDF0    44    70   0.220427   -0.000000  
UNEDF0    44    72   -0.000000   -0.000000  
UNEDF0    44    74   0.000000   0.000000  
UNEDF0    44    76   0.078885   0.000000  
UNEDF0    44    78   0.061564   0.000000  
UNEDF0    44    80   0.000000   0.000000  
UNEDF0    44    82   0.000221   -0.000000  
UNEDF0    44    84   0.035771   0.000000  
UNEDF0    44    86   0.066368   -0.000000  
UNEDF0    44    88   0.077212   0.000000  
UNEDF0    44    90   -0.056989   -0.000000  
UNEDF0    44    92   0.000000   -0.000000  
UNEDF0    44    94   0.000373   -0.000000  
UNEDF0    44    96   0.000374   0.000000  
UNEDF0    44    98   0.000000   -0.000000  
UNEDF0    44   100   0.000000   -0.000000  
UNEDF0    44   102   -0.022865   0.000000  
UNEDF0    44   104   -0.021647   0.000000  
UNEDF0    44   106   -0.000013   -0.000000  
UNEDF0    46    42   0.000000   0.000000  
UNEDF0    46    44   0.070165   0.000000  
UNEDF0    46    46   0.148876   0.000000  
UNEDF0    46    48   0.080114   0.000000  
UNEDF0    46    50   0.000223   0.000000  
UNEDF0    46    52   0.047192   -0.000000  
UNEDF0    46    54   0.026307   0.000000  
UNEDF0    46    56   0.118602   0.000000  
UNEDF0    46    58   0.136456   0.000000  
UNEDF0    46    60   0.143849   0.000000  
UNEDF0    46    62   0.156602   0.000000  
UNEDF0    46    64   0.179533   0.000000  
UNEDF0    46    66   0.195968   0.000000  
UNEDF0    46    68   0.187305   0.000000  
UNEDF0    46    70   0.170477   -0.000000  
UNEDF0    46    72   0.000000   0.000000  
UNEDF0    46    74   0.071349   0.000000  
UNEDF0    46    76   0.070791   0.000000  
UNEDF0    46    78   0.056782   0.000000  
UNEDF0    46    80   0.005525   0.000000  
UNEDF0    46    82   0.000180   -0.000000  
UNEDF0    46    84   0.042010   0.000000  
UNEDF0    46    86   0.070300   -0.000000  
UNEDF0    46    88   0.084008   0.000000  
UNEDF0    46    90   0.084669   -0.000000  
UNEDF0    46    92   -0.000000   -0.000000  
UNEDF0    46    94   -0.001604   0.000000  
UNEDF0    46    96   0.069308   0.000000  
UNEDF0    46    98   0.076831   0.000000  
UNEDF0    46   100   0.075142   0.000000  
UNEDF0    46   102   0.071886   0.000000  
UNEDF0    46   104   0.066829   0.000147  
UNEDF0    46   106   0.053692   0.000000  
UNEDF0    46   108   0.000000   0.000000  
UNEDF0    46   110   -0.000294   -0.000000  
UNEDF0    46   112   -0.000246   -0.000000  
UNEDF0    48    44   0.033659   -0.000000  
UNEDF0    48    46   0.076514   -0.000000  
UNEDF0    48    48   -0.000000   -0.000000  
UNEDF0    48    50   -0.000000   0.000000  
UNEDF0    48    52   -0.000000   -0.000000  
UNEDF0    48    54   -0.000000   -0.000000  
UNEDF0    48    56   -0.000000   -0.000000  
UNEDF0    48    58   0.105235   0.000000  
UNEDF0    48    60   0.112866   -0.000000  
UNEDF0    48    62   0.116785   0.000000  
UNEDF0    48    64   0.123494   -0.000000  
UNEDF0    48    66   0.124969   0.000000  
UNEDF0    48    68   0.120033   -0.000000  
UNEDF0    48    70   0.000000   0.000000  
UNEDF0    48    72   0.000000   0.000000  
UNEDF0    48    74   0.011356   -0.000000  
UNEDF0    48    76   0.000000   -0.000000  
UNEDF0    48    78   0.000000   -0.000000  
UNEDF0    48    80   0.000000   0.000000  
UNEDF0    48    82   0.000135   0.000000  
UNEDF0    48    84   0.000000   -0.000000  
UNEDF0    48    86   0.047214   -0.000000  
UNEDF0    48    88   0.054417   -0.000000  
UNEDF0    48    90   0.048396   0.000000  
UNEDF0    48    92   -0.000836   -0.000000  
UNEDF0    48    94   -0.001888   0.000000  
UNEDF0    48    96   0.080369   0.000000  
UNEDF0    48    98   0.081625   0.000000  
UNEDF0    48   100   0.080534   0.000000  
UNEDF0    48   102   0.076529   0.000000  
UNEDF0    48   104   0.069956   0.000000  
UNEDF0    48   106   0.050773   0.000000  
UNEDF0    48   108   0.000000   -0.000000  
UNEDF0    48   110   0.000000   -0.000000  
UNEDF0    48   112   0.000000   0.000000  
UNEDF0    48   114   -0.000000   -0.000000  
UNEDF0    48   116   0.000000   0.000000  
UNEDF0    48   118   0.043815   -0.000000  
UNEDF0    50    48   0.000208   -0.000000  
UNEDF0    50    50   0.000146   -0.000000  
UNEDF0    50    52   -0.000000   -0.000000  
UNEDF0    50    54   0.000299   0.000000  
UNEDF0    50    56   0.004408   0.000000  
UNEDF0    50    58   -0.000000   0.000000  
UNEDF0    50    60   0.066287   -0.000000  
UNEDF0    50    62   0.068545   0.000000  
UNEDF0    50    64   -0.063452   -0.000000  
UNEDF0    50    66   -0.000000   0.000000  
UNEDF0    50    68   0.002483   -0.000000  
UNEDF0    50    70   -0.006062   -0.000000  
UNEDF0    50    72   0.000269   -0.000000  
UNEDF0    50    74   -0.000206   -0.000000  
UNEDF0    50    76   -0.000175   -0.000000  
UNEDF0    50    78   0.000000   0.000000  
UNEDF0    50    80   0.000000   0.000000  
UNEDF0    50    82   0.000338   0.000000  
UNEDF0    50    84   0.000000   -0.000000  
UNEDF0    50    86   0.000000   -0.000000  
UNEDF0    50    88   -0.000000   -0.000000  
UNEDF0    50    90   0.000320   0.000000  
UNEDF0    50    92   0.000336   -0.000000  
UNEDF0    50    94   0.000505   -0.000000  
UNEDF0    50    96   0.000000   -0.000000  
UNEDF0    50    98   0.037330   -0.000000  
UNEDF0    50   100   -0.072401   0.000000  
UNEDF0    50   102   -0.080269   -0.000000  
UNEDF0    50   104   -0.068085   0.000000  
UNEDF0    50   106   -0.000000   -0.000000  
UNEDF0    50   108   0.000466   0.000000  
UNEDF0    50   110   0.000259   -0.000000  
UNEDF0    50   112   0.000182   -0.000000  
UNEDF0    50   114   0.000153   -0.000000  
UNEDF0    50   116   -0.000000   0.000000  
UNEDF0    50   118   -0.000000   -0.000000  
UNEDF0    50   120   -0.000000   0.000000  
UNEDF0    50   122   -0.000000   -0.000000  
UNEDF0    50   124   0.000134   -0.000000  
UNEDF0    52    54   0.060348   -0.000000  
UNEDF0    52    56   0.108075   -0.000000  
UNEDF0    52    58   0.120026   0.000000  
UNEDF0    52    60   0.124183   -0.000000  
UNEDF0    52    62   0.121621   0.000000  
UNEDF0    52    64   -0.135447   -0.000000  
UNEDF0    52    66   -0.134563   0.000000  
UNEDF0    52    68   -0.123852   0.000000  
UNEDF0    52    70   -0.102424   -0.000000  
UNEDF0    52    72   0.000000   0.000000  
UNEDF0    52    74   0.000000   0.000000  
UNEDF0    52    76   0.000000   0.000000  
UNEDF0    52    78   0.000000   0.000000  
UNEDF0    52    80   0.000000   0.000000  
UNEDF0    52    82   0.000153   0.000000  
UNEDF0    52    84   0.000000   0.000000  
UNEDF0    52    86   0.061169   -0.000000  
UNEDF0    52    88   0.070479   -0.000000  
UNEDF0    52    90   0.034370   -0.000000  
UNEDF0    52    92   0.117347   -0.000000  
UNEDF0    52    94   0.127860   -0.000000  
UNEDF0    52    96   0.138032   -0.000000  
UNEDF0    52    98   -0.143871   -0.000000  
UNEDF0    52   100   -0.149859   -0.000000  
UNEDF0    52   102   -0.150814   -0.000000  
UNEDF0    52   104   -0.147716   -0.000000  
UNEDF0    52   106   -0.140864   0.000311  
UNEDF0    52   108   -0.130060   0.000280  
UNEDF0    52   110   -0.114545   0.000000  
UNEDF0    52   112   -0.092724   -0.000000  
UNEDF0    52   114   -0.000000   0.000000  
UNEDF0    52   116   -0.000000   0.000000  
UNEDF0    52   118   0.061592   -0.000000  
UNEDF0    52   120   0.052360   -0.000000  
UNEDF0    52   122   0.037283   -0.000000  
UNEDF0    52   124   -0.000279   -0.000000  
UNEDF0    52   126   -0.000311   -0.000000  
UNEDF0    54    56   0.163816   0.065188  
UNEDF0    54    58   0.178383   0.052178  
UNEDF0    54    60   0.192520   0.042472  
UNEDF0    54    62   0.234234   -0.000000  
UNEDF0    54    64   0.243105   -0.000000  
UNEDF0    54    66   0.236434   -0.000000  
UNEDF0    54    68   0.225744   0.000000  
UNEDF0    54    70   0.209449   -0.000000  
UNEDF0    54    72   0.184841   -0.000000  
UNEDF0    54    74   0.151176   -0.000000  
UNEDF0    54    76   0.113877   -0.000000  
UNEDF0    54    78   0.085178   -0.000000  
UNEDF0    54    80   0.000000   0.000000  
UNEDF0    54    82   0.000245   -0.000000  
UNEDF0    54    84   0.062114   -0.000000  
UNEDF0    54    86   0.105988   0.042472  
UNEDF0    54    88   0.139017   0.067359  
UNEDF0    54    90   0.158749   0.077992  
UNEDF0    54    92   0.171191   0.081966  
UNEDF0    54    94   0.185811   0.065288  
UNEDF0    54    96   0.215168   -0.000000  
UNEDF0    54    98   0.232747   0.000000  
UNEDF0    54   100   0.240860   -0.000000  
UNEDF0    54   102   0.238497   -0.000000  
UNEDF0    54   104   0.229807   0.000000  
UNEDF0    54   106   0.219124   -0.000000  
UNEDF0    54   108   0.206967   -0.000000  
UNEDF0    54   110   0.192853   0.000000  
UNEDF0    54   112   0.175903   0.000000  
UNEDF0    54   114   0.156031   0.000000  
UNEDF0    54   116   0.133900   -0.000000  
UNEDF0    54   118   0.111693   0.000000  
UNEDF0    54   120   0.092336   -0.000000  
UNEDF0    54   122   0.073904   -0.000000  
