EDF       Z     N      beta_2     beta_3  
UNEDF1    24    38   -0.000000   0.000000  
UNEDF1    24    40   0.000000   -0.000000  
UNEDF1    24    42   -0.000000   0.000000  
UNEDF1    24    44   0.206149   -0.000000  
UNEDF1    24    46   0.208298   0.000000  
UNEDF1    24    48   0.206329   0.000000  
UNEDF1    24    50   0.195580   -0.000000  
UNEDF1    24    52   0.171512   -0.000000  
UNEDF1    24    54   0.113972   -0.000000  
UNEDF1    24    56   -0.000022   -0.000000  
UNEDF1    24    58   0.000714   0.000000  
UNEDF1    24    60   0.000179   -0.000000  
UNEDF1    26    20   -0.001226   0.000149  
UNEDF1    26    22   0.129423   0.001860  
UNEDF1    26    24   0.195757   -0.000206  
UNEDF1    26    26   0.192702   0.000000  
UNEDF1    26    28   -0.000000   -0.000000  
UNEDF1    26    30   0.000000   -0.000000  
UNEDF1    26    32   0.138892   -0.000000  
UNEDF1    26    34   0.125576   -0.000000  
UNEDF1    26    36   0.092717   0.000000  
UNEDF1    26    38   0.000000   0.000000  
UNEDF1    26    40   0.000000   0.000000  
UNEDF1    26    42   -0.000000   -0.000000  
UNEDF1    26    44   0.177484   0.000000  
UNEDF1    26    46   0.176915   -0.000427  
UNEDF1    26    48   0.180608   0.000000  
UNEDF1    26    50   0.171791   0.000000  
UNEDF1    26    52   0.093768   -0.000000  
UNEDF1    26    54   -0.071800   -0.000000  
UNEDF1    26    56   0.000000   0.000000  
UNEDF1    26    58   0.000768   -0.000000  
UNEDF1    26    60   0.000210   -0.000000  
UNEDF1    28    22   0.094989   -0.001964  
UNEDF1    28    24   0.176902   -0.000013  
UNEDF1    28    26   0.145655   0.000001  
UNEDF1    28    28   -0.000000   -0.000000  
UNEDF1    28    30   0.000000   -0.000000  
UNEDF1    28    32   0.116286   0.000000  
UNEDF1    28    34   -0.131204   -0.000000  
UNEDF1    28    36   -0.111853   0.000000  
UNEDF1    28    38   0.000000   -0.000000  
UNEDF1    28    40   0.002205   0.000000  
UNEDF1    28    42   -0.000000   -0.000000  
UNEDF1    28    44   -0.000000   -0.000000  
UNEDF1    28    46   -0.000000   0.000000  
UNEDF1    28    48   -0.000000   0.000000  
UNEDF1    28    50   -0.000000   0.000000  
UNEDF1    28    52   -0.000000   0.000000  
UNEDF1    28    54   -0.000000   0.000000  
UNEDF1    28    56   0.000000   0.000000  
UNEDF1    28    58   0.001438   0.000000  
UNEDF1    28    60   0.000815   -0.000000  
UNEDF1    28    62   0.001056   0.000000  
UNEDF1    30    26   0.148291   -0.000778  
UNEDF1    30    28   0.000000   0.000000  
UNEDF1    30    30   0.000000   -0.000000  
UNEDF1    30    32   0.141216   -0.000368  
UNEDF1    30    34   -0.165732   -0.000000  
UNEDF1    30    36   -0.133852   -0.000000  
UNEDF1    30    38   -0.000000   -0.000000  
UNEDF1    30    40   -0.000000   -0.000000  
UNEDF1    30    42   -0.000000   0.000000  
UNEDF1    30    44   0.139019   0.000000  
UNEDF1    30    46   0.146372   -0.000000  
UNEDF1    30    48   0.132957   0.000000  
UNEDF1    30    50   0.096668   0.000000  
UNEDF1    30    52   0.107652   0.000000  
UNEDF1    30    54   -0.114379   -0.000000  
UNEDF1    30    56   0.000000   0.000000  
UNEDF1    30    58   0.000000   0.000000  
UNEDF1    30    60   -0.000000   0.000000  
UNEDF1    30    62   -0.000000   -0.000000  
UNEDF1    30    64   -0.064773   0.000000  
UNEDF1    30    66   0.065724   -0.000000  
UNEDF1    30    68   0.172223   -0.000001  
UNEDF1    30    70   0.202328   0.000000  
UNEDF1    30    72   0.218000   -0.000001  
UNEDF1    30    74   0.228027   -0.000002  
UNEDF1    32    28   -0.141834   0.000000  
UNEDF1    32    30   0.144670   -0.000000  
UNEDF1    32    32   -0.187034   0.000000  
UNEDF1    32    34   -0.202376   0.000000  
UNEDF1    32    36   -0.186541   -0.000000  
UNEDF1    32    38   -0.164339   -0.000000  
UNEDF1    32    40   -0.000000   -0.000000  
UNEDF1    32    42   -0.000000   -0.000000  
UNEDF1    32    44   0.158220   0.000000  
UNEDF1    32    46   0.170427   0.003863  
UNEDF1    32    48   0.157887   -0.000000  
UNEDF1    32    50   0.137770   -0.000000  
UNEDF1    32    52   0.135525   0.000000  
UNEDF1    32    54   0.155070   0.000000  
UNEDF1    32    56   0.160515   -0.000000  
UNEDF1    32    58   -0.171979   -0.000000  
UNEDF1    32    60   -0.180239   0.000000  
UNEDF1    32    62   -0.180423   0.000000  
UNEDF1    32    64   -0.176769   0.000000  
UNEDF1    32    66   -0.167314   -0.000000  
UNEDF1    32    68   0.181990   -0.000007  
UNEDF1    32    70   0.189646   0.000003  
UNEDF1    32    72   0.198245   0.000003  
UNEDF1    32    74   0.206603   -0.000000  
UNEDF1    32    76   0.213288   -0.000000  
UNEDF1    32    78   0.216495   -0.000001  
UNEDF1    34    30   -0.147794   -0.000000  
UNEDF1    34    32   -0.201274   0.000647  
UNEDF1    34    34   -0.220685   0.000000  
UNEDF1    34    36   -0.220249   -0.000000  
UNEDF1    34    38   -0.180100   -0.000000  
UNEDF1    34    40   -0.000000   -0.000000  
UNEDF1    34    42   -0.000000   -0.000000  
UNEDF1    34    44   0.139242   0.000000  
UNEDF1    34    46   0.145299   0.000000  
UNEDF1    34    48   0.127469   0.000000  
UNEDF1    34    50   0.084789   0.000000  
UNEDF1    34    52   -0.121420   -0.000000  
UNEDF1    34    54   -0.141800   -0.000000  
UNEDF1    34    56   -0.157476   0.000000  
UNEDF1    34    58   -0.192632   -0.000000  
UNEDF1    34    60   -0.202878   0.000000  
UNEDF1    34    62   -0.202622   0.000000  
UNEDF1    34    64   -0.201045   0.000000  
UNEDF1    34    66   -0.194530   -0.000000  
UNEDF1    34    68   -0.181791   0.000000  
UNEDF1    34    70   -0.177570   0.000000  
UNEDF1    34    72   0.182071   -0.000000  
UNEDF1    34    74   0.200319   0.000000  
UNEDF1    34    76   0.202395   -0.000000  
UNEDF1    34    78   0.201314   0.000000  
UNEDF1    34    80   0.198100   0.000000  
UNEDF1    34    82   0.192742   -0.000001  
UNEDF1    36    32   -0.197575   -0.000000  
UNEDF1    36    34   -0.222199   -0.000000  
UNEDF1    36    36   -0.163939   -0.000000  
UNEDF1    36    38   -0.146771   -0.000000  
UNEDF1    36    40   -0.000000   -0.000000  
UNEDF1    36    42   -0.000000   -0.000000  
UNEDF1    36    44   0.072221   0.000000  
UNEDF1    36    46   0.108187   0.000000  
UNEDF1    36    48   0.060465   0.000000  
UNEDF1    36    50   0.000000   -0.000000  
UNEDF1    36    52   -0.076621   -0.000000  
UNEDF1    36    54   -0.108285   -0.000000  
UNEDF1    36    56   -0.126151   -0.000000  
UNEDF1    36    58   -0.154434   0.000000  
UNEDF1    36    60   -0.166890   0.000000  
UNEDF1    36    62   -0.177412   0.000000  
UNEDF1    36    64   -0.177557   0.000000  
UNEDF1    36    66   -0.167586   -0.000000  
UNEDF1    36    68   -0.162798   -0.000000  
UNEDF1    36    70   -0.130775   -0.000000  
UNEDF1    36    72   -0.109103   -0.000000  
UNEDF1    36    74   0.054173   0.000000  
UNEDF1    36    76   0.087248   0.000000  
UNEDF1    36    78   0.091752   0.000000  
UNEDF1    36    80   0.101059   -0.000000  
UNEDF1    36    82   0.098697   -0.000000  
UNEDF1    36    84   -0.112492   0.000000  
UNEDF1    36    86   -0.121579   0.000000  
UNEDF1    36    88   -0.126031   0.000000  
UNEDF1    38    34   -0.209704   -0.000000  
UNEDF1    38    36   -0.138455   -0.000000  
UNEDF1    38    38   -0.000000   0.000000  
UNEDF1    38    40   0.000490   0.000000  
UNEDF1    38    42   0.000551   0.000000  
UNEDF1    38    44   0.000000   0.000000  
UNEDF1    38    46   0.000000   -0.000000  
UNEDF1    38    48   0.000000   -0.000000  
UNEDF1    38    50   0.001661   0.000000  
UNEDF1    38    52   0.000000   0.000000  
UNEDF1    38    54   0.000000   -0.000000  
UNEDF1    38    56   0.000000   -0.000000  
UNEDF1    38    58   0.000000   0.000000  
UNEDF1    38    60   -0.158431   0.000000  
UNEDF1    38    62   -0.172446   0.000000  
UNEDF1    38    64   -0.177847   -0.000000  
UNEDF1    38    66   -0.170169   -0.000000  
UNEDF1    38    68   -0.148346   0.000000  
UNEDF1    38    70   -0.000000   -0.000000  
UNEDF1    38    72   0.001744   0.000000  
UNEDF1    38    74   0.001510   0.000000  
UNEDF1    38    76   -0.000000   -0.000000  
UNEDF1    38    78   0.001449   0.000000  
UNEDF1    38    80   0.001599   0.000000  
UNEDF1    38    82   0.002475   -0.000000  
UNEDF1    38    84   0.000000   -0.000000  
UNEDF1    38    86   0.000000   0.000000  
UNEDF1    38    88   -0.072037   -0.000000  
UNEDF1    38    90   0.000000   0.000000  
UNEDF1    38    92   0.000508   -0.000000  
UNEDF1    38    94   0.000192   -0.000000  
UNEDF1    40    36   -0.000000   0.000000  
UNEDF1    40    38   0.001134   0.000000  
UNEDF1    40    40   0.000196   0.000000  
UNEDF1    40    42   0.000196   -0.000000  
UNEDF1    40    44   0.000000   -0.000000  
UNEDF1    40    46   0.000000   -0.000000  
UNEDF1    40    48   0.000000   0.000000  
UNEDF1    40    50   0.000428   0.000000  
UNEDF1    40    52   0.000000   -0.000000  
UNEDF1    40    54   0.000000   0.000000  
UNEDF1    40    56   0.000000   0.000000  
UNEDF1    40    58   0.003008   0.061773  
UNEDF1    40    60   0.001626   0.064760  
UNEDF1    40    62   -0.190476   -0.000000  
UNEDF1    40    64   -0.194478   -0.000000  
UNEDF1    40    66   -0.194073   -0.000000  
UNEDF1    40    68   -0.187030   -0.000000  
UNEDF1    40    70   -0.001523   0.048184  
UNEDF1    40    72   0.000580   0.000000  
UNEDF1    40    74   0.000473   0.000000  
UNEDF1    40    76   -0.000000   -0.000000  
UNEDF1    40    78   0.000409   0.000000  
UNEDF1    40    80   0.000359   0.000000  
UNEDF1    40    82   0.000526   0.000000  
UNEDF1    40    84   0.001002   0.000000  
UNEDF1    40    86   0.000000   -0.000000  
UNEDF1    40    88   0.000000   -0.000000  
UNEDF1    40    90   0.000000   -0.000000  
UNEDF1    40    92   0.000209   0.000000  
UNEDF1    40    94   0.000154   -0.000000  
UNEDF1    40    96   0.000125   0.000000  
UNEDF1    42    38   0.004393   -0.005142  
UNEDF1    42    40   0.000145   -0.000000  
UNEDF1    42    42   0.000000   -0.000000  
UNEDF1    42    44   0.000000   -0.000000  
UNEDF1    42    46   0.000000   0.000000  
UNEDF1    42    48   0.000000   0.000000  
UNEDF1    42    50   0.000237   0.000000  
UNEDF1    42    52   0.000000   0.000000  
UNEDF1    42    54   0.000000   0.000000  
UNEDF1    42    56   0.000000   0.000000  
UNEDF1    42    58   -0.003076   0.072228  
UNEDF1    42    60   -0.202338   0.000000  
UNEDF1    42    62   -0.206466   0.000000  
UNEDF1    42    64   -0.208363   0.000000  
UNEDF1    42    66   -0.209428   0.000000  
UNEDF1    42    68   -0.208341   0.000000  
UNEDF1    42    70   -0.199130   0.000000  
UNEDF1    42    72   -0.042031   0.100015  
UNEDF1    42    74   -0.000000   0.000000  
UNEDF1    42    76   -0.000000   -0.000000  
UNEDF1    42    78   -0.000000   0.000000  
UNEDF1    42    80   -0.000000   0.000000  
UNEDF1    42    82   0.000280   -0.000000  
UNEDF1    42    84   0.000000   -0.000000  
UNEDF1    42    86   0.068553   -0.000000  
UNEDF1    42    88   -0.068511   0.000000  
UNEDF1    42    90   -0.061722   0.000000  
UNEDF1    42    92   0.000001   0.000000  
UNEDF1    42    94   -0.000160   0.000000  
UNEDF1    42    96   0.002794   -0.000000  
UNEDF1    44    42   0.000000   -0.000000  
UNEDF1    44    44   0.104038   -0.000000  
UNEDF1    44    46   0.120141   0.000000  
UNEDF1    44    48   0.083092   -0.000000  
UNEDF1    44    50   0.000761   -0.000000  
UNEDF1    44    52   0.083670   -0.000000  
UNEDF1    44    54   0.143014   0.000000  
UNEDF1    44    56   0.172873   -0.000000  
UNEDF1    44    58   0.194822   -0.000000  
UNEDF1    44    60   0.268106   0.000000  
UNEDF1    44    62   0.297218   -0.000000  
UNEDF1    44    64   -0.218612   -0.000000  
UNEDF1    44    66   -0.215904   -0.000000  
UNEDF1    44    68   -0.214055   -0.000000  
UNEDF1    44    70   -0.207283   -0.000000  
UNEDF1    44    72   0.196166   -0.000000  
UNEDF1    44    74   0.096317   0.000000  
UNEDF1    44    76   0.098795   -0.000000  
UNEDF1    44    78   0.079286   -0.000000  
UNEDF1    44    80   0.000000   -0.000000  
UNEDF1    44    82   0.000315   0.000000  
UNEDF1    44    84   0.059412   0.000000  
UNEDF1    44    86   0.086441   0.000000  
UNEDF1    44    88   0.085701   0.000000  
UNEDF1    44    90   -0.074736   -0.000000  
UNEDF1    44    92   0.000002   -0.000000  
UNEDF1    44    94   0.000450   -0.000000  
UNEDF1    44    96   0.000345   0.000000  
UNEDF1    44    98   -0.001238   0.000000  
UNEDF1    46    42   0.000000   0.000000  
UNEDF1    46    44   0.118390   -0.000000  
UNEDF1    46    46   0.119870   -0.000000  
UNEDF1    46    48   0.088938   0.000000  
UNEDF1    46    50   0.000686   -0.000000  
UNEDF1    46    52   0.097071   -0.000000  
UNEDF1    46    54   0.153930   0.000000  
UNEDF1    46    56   0.172735   0.000001  
UNEDF1    46    58   0.177724   0.000000  
UNEDF1    46    60   0.180349   0.000000  
UNEDF1    46    62   0.198691   0.000000  
UNEDF1    46    64   0.220611   -0.000000  
UNEDF1    46    66   0.221146   0.000000  
UNEDF1    46    68   0.216274   -0.000000  
UNEDF1    46    70   0.205563   -0.000000  
UNEDF1    46    72   0.175538   -0.000000  
UNEDF1    46    74   0.134741   0.000000  
UNEDF1    46    76   0.107851   0.000000  
UNEDF1    46    78   0.086908   0.000001  
UNEDF1    46    80   0.026747   -0.000000  
UNEDF1    46    82   0.000186   -0.000000  
UNEDF1    46    84   0.058451   -0.000000  
UNEDF1    46    86   0.094204   0.000001  
UNEDF1    46    88   0.097233   0.000000  
UNEDF1    46    90   0.091548   0.000000  
UNEDF1    46    92   0.000000   0.000000  
UNEDF1    46    94   0.001721   -0.000000  
UNEDF1    46    96   0.000000   0.000000  
UNEDF1    46    98   0.077054   -0.000000  
UNEDF1    46   100   0.087387   0.000001  
UNEDF1    46   102   0.095769   0.000000  
UNEDF1    46   104   0.146365   0.000000  
UNEDF1    46   106   0.158111   -0.000000  
UNEDF1    46   108   0.162625   0.000000  
UNEDF1    46   110   0.164093   0.000000  
UNEDF1    46   112   0.167898   0.000000  
UNEDF1    48    44   0.082794   -0.000000  
UNEDF1    48    46   0.091350   0.000000  
UNEDF1    48    48   0.072053   0.000000  
UNEDF1    48    50   -0.000202   -0.000000  
UNEDF1    48    52   0.048714   0.000000  
UNEDF1    48    54   0.128151   -0.000000  
UNEDF1    48    56   0.150849   -0.000000  
UNEDF1    48    58   0.155581   0.000000  
UNEDF1    48    60   0.149096   0.000000  
UNEDF1    48    62   0.146795   -0.000000  
UNEDF1    48    64   0.150629   0.000000  
UNEDF1    48    66   0.163383   -0.000000  
UNEDF1    48    68   0.176529   0.000000  
UNEDF1    48    70   0.161504   0.000000  
UNEDF1    48    72   0.137265   0.000000  
UNEDF1    48    74   0.097159   0.000000  
UNEDF1    48    76   0.079283   0.000000  
UNEDF1    48    78   0.064432   -0.000000  
UNEDF1    48    80   0.000000   0.000000  
UNEDF1    48    82   -0.000130   -0.000000  
UNEDF1    48    84   0.000000   -0.000000  
UNEDF1    48    86   0.067558   0.000000  
UNEDF1    48    88   0.075418   0.000000  
UNEDF1    48    90   0.032082   0.000000  
UNEDF1    48    92   0.006205   -0.000000  
UNEDF1    48    94   -0.000000   0.000000  
UNEDF1    48    96   -0.000000   0.000000  
UNEDF1    48    98   0.086727   -0.000000  
UNEDF1    48   100   0.093479   -0.000000  
UNEDF1    48   102   0.099269   0.000000  
UNEDF1    48   104   0.102407   0.000000  
UNEDF1    48   106   0.204374   -0.000000  
UNEDF1    48   108   0.199320   -0.000000  
UNEDF1    48   110   0.200233   0.000000  
UNEDF1    48   112   0.166962   0.000000  
UNEDF1    48   114   0.126271   -0.000000  
UNEDF1    48   116   0.125184   -0.000000  
UNEDF1    48   118   0.111941   0.000000  
UNEDF1    50    48   -0.000353   0.000000  
UNEDF1    50    50   -0.000136   -0.000000  
UNEDF1    50    52   -0.000000   -0.000000  
UNEDF1    50    54   -0.000000   -0.000000  
UNEDF1    50    56   -0.000000   0.000000  
UNEDF1    50    58   0.089314   -0.000000  
UNEDF1    50    60   0.086703   0.000000  
UNEDF1    50    62   -0.074434   -0.000000  
UNEDF1    50    64   -0.070921   -0.000000  
UNEDF1    50    66   -0.000000   0.000000  
UNEDF1    50    68   -0.000000   -0.000000  
UNEDF1    50    70   -0.000000   0.000000  
UNEDF1    50    72   -0.000000   0.000000  
UNEDF1    50    74   -0.000000   -0.000000  
UNEDF1    50    76   0.007351   -0.000000  
UNEDF1    50    78   0.000000   0.000000  
UNEDF1    50    80   0.000000   0.000000  
UNEDF1    50    82   0.001179   -0.000000  
UNEDF1    50    84   0.000000   -0.000000  
UNEDF1    50    86   0.000000   -0.000000  
UNEDF1    50    88   0.000000   0.000000  
UNEDF1    50    90   0.000000   -0.000000  
UNEDF1    50    92   0.000943   -0.000000  
UNEDF1    50    94   -0.000000   -0.000000  
UNEDF1    50    96   -0.000000   0.000000  
UNEDF1    50    98   -0.000000   0.000000  
UNEDF1    50   100   0.269689   0.000000  
UNEDF1    50   102   0.268525   -0.000000  
UNEDF1    50   104   0.255971   0.000000  
UNEDF1    50   106   0.239039   -0.000000  
UNEDF1    50   108   0.232336   0.000000  
UNEDF1    50   110   0.222417   0.000000  
UNEDF1    50   112   -0.000000   0.000000  
UNEDF1    50   114   0.000000   0.000000  
UNEDF1    50   116   -0.000000   0.000000  
UNEDF1    50   118   -0.000000   0.000000  
UNEDF1    50   120   -0.000000   0.000000  
UNEDF1    50   122   0.000000   -0.000000  
UNEDF1    50   124   0.000152   0.000000  
UNEDF1    52    54   0.167348   0.000000  
UNEDF1    52    56   0.175640   0.000000  
UNEDF1    52    58   0.178908   -0.000000  
UNEDF1    52    60   0.248026   -0.000000  
UNEDF1    52    62   0.297812   -0.000000  
UNEDF1    52    64   0.297549   -0.000000  
UNEDF1    52    66   0.295611   -0.000000  
UNEDF1    52    68   0.282715   0.000000  
UNEDF1    52    70   0.225172   -0.000000  
UNEDF1    52    72   0.153147   -0.000000  
UNEDF1    52    74   0.129033   0.000000  
UNEDF1    52    76   0.102110   -0.000000  
UNEDF1    52    78   0.076402   -0.000000  
UNEDF1    52    80   -0.000000   0.000000  
UNEDF1    52    82   0.000277   0.000000  
UNEDF1    52    84   0.061582   0.000000  
UNEDF1    52    86   0.104695   -0.000000  
UNEDF1    52    88   0.131306   -0.000002  
UNEDF1    52    90   0.144203   0.000000  
UNEDF1    52    92   0.155179   0.000000  
UNEDF1    52    94   0.173667   0.000000  
UNEDF1    52    96   0.231385   -0.000000  
UNEDF1    52    98   0.260149   0.000000  
UNEDF1    52   100   0.276046   0.000000  
UNEDF1    52   102   0.280407   -0.000000  
UNEDF1    52   104   0.277951   0.000000  
UNEDF1    52   106   0.270897   0.000000  
UNEDF1    52   108   0.234989   0.000000  
UNEDF1    52   110   0.212094   0.000000  
UNEDF1    52   112   0.190057   -0.000000  
UNEDF1    52   114   0.164364   0.000000  
UNEDF1    52   116   0.125694   0.000000  
UNEDF1    52   118   0.099031   -0.000000  
UNEDF1    52   120   0.077124   -0.000000  
UNEDF1    52   122   0.054767   -0.000000  
UNEDF1    52   124   -0.000000   0.000000  
UNEDF1    52   126   0.001088   0.000000  
UNEDF1    54    56   0.211095   0.122566  
UNEDF1    54    58   0.221015   0.108895  
UNEDF1    54    60   0.258500   0.000000  
UNEDF1    54    62   0.343105   0.000000  
UNEDF1    54    64   0.310728   0.000000  
UNEDF1    54    66   0.299805   0.000000  
UNEDF1    54    68   0.287868   0.000000  
UNEDF1    54    70   0.251072   -0.000000  
UNEDF1    54    72   0.210646   -0.000000  
UNEDF1    54    74   0.176043   -0.000000  
UNEDF1    54    76   0.149996   -0.000000  
UNEDF1    54    78   0.120600   0.000000  
UNEDF1    54    80   0.078032   0.000000  
UNEDF1    54    82   0.000000   0.000000  
UNEDF1    54    84   0.099014   -0.000000  
UNEDF1    54    86   0.140031   -0.000000  
UNEDF1    54    88   0.165461   0.087775  
UNEDF1    54    90   0.183364   0.093877  
UNEDF1    54    92   0.199590   0.077746  
UNEDF1    54    94   0.217141   -0.000000  
UNEDF1    54    96   0.238270   -0.000000  
UNEDF1    54    98   0.261050   0.000000  
UNEDF1    54   100   0.278041   0.000000  
UNEDF1    54   102   0.283684   0.000000  
UNEDF1    54   104   0.280182   0.000000  
UNEDF1    54   106   0.265631   0.000000  
UNEDF1    54   108   0.241842   0.000000  
UNEDF1    54   110   0.220908   0.000000  
UNEDF1    54   112   0.202281   0.000000  
UNEDF1    54   114   0.179541   -0.000000  
UNEDF1    54   116   0.159163   -0.000000  
UNEDF1    54   118   0.134970   0.000000  
UNEDF1    54   120   0.110579   0.000000  
UNEDF1    54   122   0.077636   -0.000000  
UNEDF1    54   124   0.036398   -0.000000  
UNEDF1    54   126   0.001209   -0.000000  
UNEDF1    56    58   0.250291   0.123361  
UNEDF1    56    60   0.352781   0.000000  
UNEDF1    56    62   0.380085   0.000000  
UNEDF1    56    64   0.372435   0.000000  
UNEDF1    56    66   0.327834   -0.000000  
UNEDF1    56    68   0.298730   -0.000000  
UNEDF1    56    70   0.270867   0.000000  
