EDF       Z     N      beta_2     beta_3  
UNEDF2    56   108   0.236897   -0.000000  
UNEDF2    56   110   0.223693   0.000000  
UNEDF2    56   112   0.211558   -0.000000  
UNEDF2    56   114   0.192925   0.000000  
UNEDF2    56   116   0.170901   -0.000000  
UNEDF2    56   118   0.146039   0.000000  
UNEDF2    56   120   0.117288   -0.000000  
UNEDF2    56   122   0.071254   0.000000  
UNEDF2    56   124   0.000000   -0.000000  
UNEDF2    56   126   0.000160   0.000000  
UNEDF2    58    60   0.365907   0.000002  
UNEDF2    58    62   0.393844   -0.000000  
UNEDF2    58    64   0.393719   -0.000004  
UNEDF2    58    66   0.348456   -0.000000  
UNEDF2    58    68   0.321189   0.000000  
UNEDF2    58    70   0.296701   0.000000  
UNEDF2    58    72   0.254817   -0.000000  
UNEDF2    58    74   0.212213   0.000000  
UNEDF2    58    76   0.169917   0.000000  
UNEDF2    58    78   0.135828   -0.000000  
UNEDF2    58    80   0.091362   0.000000  
UNEDF2    58    82   -0.000000   -0.000000  
UNEDF2    58    84   0.096285   0.057955  
UNEDF2    58    86   0.141408   0.116927  
UNEDF2    58    88   0.180695   0.143937  
UNEDF2    58    90   0.208561   0.162795  
UNEDF2    58    92   0.283993   0.000000  
UNEDF2    58    94   0.300938   0.000000  
UNEDF2    58    96   0.310156   0.000007  
UNEDF2    58    98   0.311627   0.000006  
UNEDF2    58   100   0.310008   -0.000002  
UNEDF2    58   102   0.309543   0.000001  
UNEDF2    58   104   0.302769   0.000001  
UNEDF2    58   106   0.275015   0.000000  
UNEDF2    58   108   0.246995   -0.000000  
UNEDF2    58   110   0.228674   0.000000  
UNEDF2    58   112   0.212069   -0.000000  
UNEDF2    58   114   0.194087   0.000000  
UNEDF2    58   116   0.173893   0.000000  
UNEDF2    58   118   0.151673   0.000000  
UNEDF2    58   120   -0.118433   -0.000000  
UNEDF2    58   122   -0.077091   0.000000  
UNEDF2    58   124   0.006773   0.000000  
UNEDF2    58   126   0.003737   -0.000000  
UNEDF2    60    62   0.389343   -0.000003  
UNEDF2    60    64   0.385513   -0.000000  
UNEDF2    60    66   0.371328   0.000003  
UNEDF2    60    68   0.350930   0.000000  
UNEDF2    60    70   0.341984   0.000000  
UNEDF2    60    72   0.386857   0.000000  
UNEDF2    60    74   0.221388   0.000000  
UNEDF2    60    76   -0.251635   -0.000000  
UNEDF2    60    78   0.135723   -0.000000  
UNEDF2    60    80   -0.042816   0.000000  
UNEDF2    60    82   0.000851   0.000000  
UNEDF2    60    84   0.081322   0.063331  
UNEDF2    60    86   0.124793   0.121835  
UNEDF2    60    88   0.158698   0.148738  
UNEDF2    60    90   0.206730   0.165603  
UNEDF2    60    92   0.305344   -0.000000  
UNEDF2    60    94   0.319842   0.000000  
UNEDF2    60    96   0.327179   0.000000  
UNEDF2    60    98   0.328163   0.000000  
UNEDF2    60   100   0.326292   0.000000  
UNEDF2    60   102   0.330308   -0.000000  
UNEDF2    60   104   0.341622   -0.000009  
UNEDF2    60   106   0.347658   -0.000000  
UNEDF2    60   108   0.267769   0.000000  
UNEDF2    60   110   0.242325   -0.000000  
UNEDF2    60   112   0.221959   -0.000000  
UNEDF2    60   114   0.202423   -0.000000  
UNEDF2    60   116   0.181318   0.000000  
UNEDF2    60   118   -0.153002   0.000000  
UNEDF2    60   120   -0.121458   -0.000000  
UNEDF2    60   122   -0.085888   0.000000  
UNEDF2    60   124   0.000000   0.000000  
UNEDF2    60   126   0.000000   -0.000000  
UNEDF2    60   128   -0.000000   0.000000  
UNEDF2    62    66   0.374407   0.000000  
UNEDF2    62    68   0.358848   -0.000000  
UNEDF2    62    70   0.360096   -0.000000  
UNEDF2    62    72   0.383667   -0.000000  
UNEDF2    62    74   -0.256653   0.000000  
UNEDF2    62    76   -0.247039   -0.000000  
UNEDF2    62    78   -0.171556   -0.000000  
UNEDF2    62    80   -0.000000   -0.000000  
UNEDF2    62    82   0.000342   0.000000  
UNEDF2    62    84   0.068863   0.079658  
UNEDF2    62    86   0.106528   0.131407  
UNEDF2    62    88   0.122821   0.153356  
UNEDF2    62    90   0.266536   0.099910  
UNEDF2    62    92   0.308422   -0.000000  
UNEDF2    62    94   0.324187   0.026415  
UNEDF2    62    96   0.331135   0.026753  
UNEDF2    62    98   0.332941   -0.000000  
UNEDF2    62   100   0.333222   -0.000000  
UNEDF2    62   102   0.331906   0.000003  
UNEDF2    62   104   0.329738   -0.000000  
UNEDF2    62   106   0.323831   0.000000  
UNEDF2    62   108   0.294754   -0.000002  
UNEDF2    62   110   0.264710   -0.000000  
UNEDF2    62   112   0.239650   -0.000000  
UNEDF2    62   114   -0.223709   -0.000000  
UNEDF2    62   116   -0.202300   -0.000000  
UNEDF2    62   118   -0.171406   -0.000000  
UNEDF2    62   120   -0.136324   -0.000000  
UNEDF2    62   122   -0.095825   -0.000000  
UNEDF2    62   124   0.000000   -0.000000  
UNEDF2    62   126   0.000114   -0.000000  
UNEDF2    62   128   0.013378   -0.000000  
UNEDF2    62   130   0.070020   0.082085  
UNEDF2    62   132   0.087641   0.103207  
UNEDF2    62   134   0.097688   0.117868  
UNEDF2    62   136   0.107402   0.131360  
UNEDF2    62   138   0.099712   0.134638  
UNEDF2    62   140   0.079685   0.133660  
UNEDF2    62   142   0.065470   0.133357  
UNEDF2    62   144   0.274014   -0.000000  
UNEDF2    62   146   0.282264   -0.000000  
UNEDF2    64    68   0.353732   -0.000000  
UNEDF2    64    70   0.348801   0.000000  
UNEDF2    64    72   0.376648   0.000000  
UNEDF2    64    74   0.355461   -0.000000  
UNEDF2    64    76   -0.236455   -0.000000  
UNEDF2    64    78   -0.187706   -0.000000  
UNEDF2    64    80   -0.000000   -0.000000  
UNEDF2    64    82   0.000222   0.000000  
UNEDF2    64    84   0.061114   0.098162  
UNEDF2    64    86   0.089147   0.137734  
UNEDF2    64    88   0.107027   0.162168  
UNEDF2    64    90   0.158012   0.186996  
UNEDF2    64    92   0.304899   -0.000000  
UNEDF2    64    94   0.320850   0.000000  
UNEDF2    64    96   0.327450   -0.000000  
UNEDF2    64    98   0.330048   0.000000  
UNEDF2    64   100   0.330536   -0.000000  
UNEDF2    64   102   0.328541   -0.000000  
UNEDF2    64   104   0.323558   0.000000  
UNEDF2    64   106   0.317673   -0.000000  
UNEDF2    64   108   0.310515   0.000000  
UNEDF2    64   110   0.281297   -0.000000  
UNEDF2    64   112   0.257205   -0.000000  
UNEDF2    64   114   -0.218891   -0.000000  
UNEDF2    64   116   -0.200404   -0.000000  
UNEDF2    64   118   -0.180054   -0.000000  
UNEDF2    64   120   -0.154925   -0.000000  
UNEDF2    64   122   -0.111333   -0.000000  
UNEDF2    64   124   -0.000000   -0.000000  
UNEDF2    64   126   0.000118   0.000000  
UNEDF2    64   128   0.017389   0.034935  
UNEDF2    64   130   0.066359   0.097059  
UNEDF2    64   132   0.082067   0.117846  
UNEDF2    64   134   0.091780   0.134431  
UNEDF2    64   136   0.096666   0.146412  
UNEDF2    64   138   0.087125   0.151322  
UNEDF2    64   140   0.075187   0.154169  
UNEDF2    64   142   0.061476   0.153707  
UNEDF2    64   144   0.275289   -0.000000  
UNEDF2    64   146   0.283921   -0.000000  
UNEDF2    64   148   0.289111   -0.000000  
UNEDF2    66    72   0.327907   -0.000000  
UNEDF2    66    74   0.299530   -0.000000  
UNEDF2    66    76   -0.229793   -0.000000  
UNEDF2    66    78   -0.187906   -0.000000  
UNEDF2    66    80   -0.133747   -0.000000  
UNEDF2    66    82   0.000397   -0.000000  
UNEDF2    66    84   0.060855   0.107648  
UNEDF2    66    86   0.090367   0.150266  
UNEDF2    66    88   0.091810   0.169498  
UNEDF2    66    90   0.090773   0.188403  
UNEDF2    66    92   0.302699   0.000000  
UNEDF2    66    94   0.316734   0.000000  
UNEDF2    66    96   0.325047   0.000001  
UNEDF2    66    98   0.327112   -0.000000  
UNEDF2    66   100   0.327237   -0.000000  
UNEDF2    66   102   0.325909   0.000000  
UNEDF2    66   104   0.320789   0.000000  
UNEDF2    66   106   0.314317   0.000000  
UNEDF2    66   108   0.305123   0.000000  
UNEDF2    66   110   0.285907   0.000000  
UNEDF2    66   112   0.267992   -0.000000  
UNEDF2    66   114   -0.217351   -0.000000  
UNEDF2    66   116   -0.201461   -0.000000  
UNEDF2    66   118   -0.183786   -0.000000  
UNEDF2    66   120   -0.163310   0.000000  
UNEDF2    66   122   -0.123804   0.000000  
UNEDF2    66   124   -0.000000   0.000000  
UNEDF2    66   126   0.000134   0.000000  
UNEDF2    66   128   0.036442   0.070543  
UNEDF2    66   130   0.063486   0.109185  
UNEDF2    66   132   0.077915   0.128071  
UNEDF2    66   134   0.085862   0.145790  
UNEDF2    66   136   0.086372   0.157938  
UNEDF2    66   138   0.078752   0.165424  
UNEDF2    66   140   0.073336   0.171930  
UNEDF2    66   142   0.248628   -0.000000  
UNEDF2    66   144   0.268366   -0.000000  
UNEDF2    66   146   0.279164   0.000000  
UNEDF2    66   148   0.283691   0.000001  
UNEDF2    66   150   0.283978   -0.000000  
UNEDF2    66   152   0.282805   0.000000  
UNEDF2    66   154   0.283360   0.000000  
UNEDF2    66   156   0.289121   -0.000000  
UNEDF2    68    74   0.299151   0.000000  
UNEDF2    68    76   -0.226635   -0.000000  
UNEDF2    68    78   -0.191189   -0.000000  
UNEDF2    68    80   -0.141238   -0.000000  
UNEDF2    68    82   -0.000000   -0.000000  
UNEDF2    68    84   0.063369   0.092040  
UNEDF2    68    86   0.088016   0.149465  
UNEDF2    68    88   0.082620   0.171839  
UNEDF2    68    90   0.247027   0.000000  
UNEDF2    68    92   0.282383   0.000000  
UNEDF2    68    94   0.308707   0.000000  
UNEDF2    68    96   0.320473   0.000000  
UNEDF2    68    98   0.321326   0.000000  
UNEDF2    68   100   0.322904   0.000000  
UNEDF2    68   102   0.322220   -0.000000  
UNEDF2    68   104   0.317037   0.000000  
UNEDF2    68   106   0.309974   0.000000  
UNEDF2    68   108   0.299498   0.000000  
UNEDF2    68   110   0.284598   0.000000  
UNEDF2    68   112   0.270546   -0.000000  
UNEDF2    68   114   0.251381   0.000000  
UNEDF2    68   116   -0.203731   -0.000000  
UNEDF2    68   118   -0.186123   -0.000000  
UNEDF2    68   120   -0.167709   -0.000000  
UNEDF2    68   122   -0.127159   0.000000  
UNEDF2    68   124   -0.072063   -0.000000  
UNEDF2    68   126   0.000230   0.000000  
UNEDF2    68   128   0.039651   0.056756  
UNEDF2    68   130   0.061731   0.110845  
UNEDF2    68   132   0.073054   0.130976  
UNEDF2    68   134   0.076335   0.150763  
UNEDF2    68   136   0.070654   0.163968  
UNEDF2    68   138   0.065406   0.174467  
UNEDF2    68   140   0.060125   0.183131  
UNEDF2    68   142   0.244506   0.000000  
UNEDF2    68   144   0.256850   -0.000000  
UNEDF2    68   146   0.265756   -0.000000  
UNEDF2    68   148   0.268991   -0.000000  
UNEDF2    68   150   0.268403   0.000000  
UNEDF2    68   152   0.270340   0.000000  
UNEDF2    68   154   0.271280   0.000000  
UNEDF2    68   156   0.273344   0.000000  
UNEDF2    68   158   0.280113   0.000000  
UNEDF2    70    78   -0.185991   -0.000000  
UNEDF2    70    80   -0.137063   0.000000  
UNEDF2    70    82   -0.000000   -0.000000  
UNEDF2    70    84   -0.087001   0.000000  
UNEDF2    70    86   0.076442   0.135439  
UNEDF2    70    88   0.067847   0.178987  
UNEDF2    70    90   0.225952   0.028522  
UNEDF2    70    92   0.260346   0.000000  
UNEDF2    70    94   0.288656   0.000000  
UNEDF2    70    96   0.307299   0.000000  
UNEDF2    70    98   0.318269   0.000000  
UNEDF2    70   100   0.322342   0.000000  
UNEDF2    70   102   0.320023   0.000000  
UNEDF2    70   104   0.312645   0.000000  
UNEDF2    70   106   0.303249   -0.000000  
UNEDF2    70   108   0.291340   -0.000000  
UNEDF2    70   110   0.277687   0.000000  
UNEDF2    70   112   0.264731   -0.000000  
UNEDF2    70   114   0.245840   -0.000000  
UNEDF2    70   116   -0.203795   -0.000000  
UNEDF2    70   118   -0.184784   -0.000000  
UNEDF2    70   120   -0.164250   -0.000000  
UNEDF2    70   122   -0.125644   -0.000000  
UNEDF2    70   124   -0.075130   -0.000000  
UNEDF2    70   126   0.000386   0.000000  
UNEDF2    70   128   -0.040452   -0.000000  
UNEDF2    70   130   0.060227   0.097444  
UNEDF2    70   132   0.063208   0.129645  
UNEDF2    70   134   0.058473   0.150586  
UNEDF2    70   136   0.048105   0.164755  
UNEDF2    70   138   0.046522   0.179480  
UNEDF2    70   140   0.223031   -0.000000  
UNEDF2    70   142   0.240426   0.000000  
UNEDF2    70   144   0.254905   -0.000000  
UNEDF2    70   146   0.261842   0.000001  
UNEDF2    70   148   0.261798   -0.000000  
UNEDF2    70   150   0.258933   0.000000  
UNEDF2    70   152   0.258808   0.000000  
UNEDF2    70   154   0.258817   0.000000  
UNEDF2    70   156   0.258516   0.000000  
UNEDF2    70   158   0.255781   0.000000  
UNEDF2    70   160   0.252964   0.000000  
UNEDF2    70   162   0.247357   0.000000  
UNEDF2    72    80   -0.126398   -0.000000  
UNEDF2    72    82   0.009375   0.000000  
UNEDF2    72    84   0.088853   0.000000  
UNEDF2    72    86   0.145654   -0.000000  
UNEDF2    72    88   0.177199   0.030408  
UNEDF2    72    90   0.208527   0.053792  
UNEDF2    72    92   0.242756   0.000000  
UNEDF2    72    94   0.270774   0.000000  
UNEDF2    72    96   0.299759   0.000001  
UNEDF2    72    98   0.334798   0.000000  
UNEDF2    72   100   0.338268   0.000000  
UNEDF2    72   102   0.335541   0.000000  
UNEDF2    72   104   0.299499   0.000000  
UNEDF2    72   106   0.283981   0.000000  
UNEDF2    72   108   0.269983   0.000000  
UNEDF2    72   110   0.257977   0.000000  
UNEDF2    72   112   0.244750   -0.000000  
UNEDF2    72   114   0.224162   0.000000  
UNEDF2    72   116   0.201854   -0.000000  
UNEDF2    72   118   -0.175882   -0.000000  
UNEDF2    72   120   -0.154256   -0.000000  
UNEDF2    72   122   -0.119282   -0.000000  
UNEDF2    72   124   -0.078698   -0.000000  
UNEDF2    72   126   0.000441   0.000000  
UNEDF2    72   128   -0.031854   -0.000001  
UNEDF2    72   130   0.071384   0.071555  
UNEDF2    72   132   0.064880   0.119142  
UNEDF2    72   134   0.038679   0.148814  
UNEDF2    72   136   0.026047   0.163580  
UNEDF2    72   138   0.019395   0.177996  
UNEDF2    72   140   0.211706   0.000000  
UNEDF2    72   142   0.233741   0.000000  
UNEDF2    72   144   0.263721   0.000001  
UNEDF2    72   146   0.272294   0.000000  
UNEDF2    72   148   0.268662   0.000003  
UNEDF2    72   150   0.261997   0.000000  
UNEDF2    72   152   0.258336   0.000000  
UNEDF2    72   154   0.256409   0.000000  
UNEDF2    72   156   0.253029   0.000000  
UNEDF2    72   158   0.248170   0.000000  
UNEDF2    72   160   0.241687   0.000000  
UNEDF2    72   162   0.232081   0.000000  
UNEDF2    72   164   0.219029   0.000000  
UNEDF2    72   166   0.204204   0.000000  
UNEDF2    72   168   0.189570   -0.000000  
UNEDF2    72   170   0.175766   0.000000  
UNEDF2    72   172   -0.160379   -0.000000  
UNEDF2    74    82   -0.000000   0.000000  
UNEDF2    74    84   0.083299   -0.000001  
UNEDF2    74    86   0.138356   0.000000  
UNEDF2    74    88   0.166528   0.000000  
UNEDF2    74    90   0.185959   0.052266  
UNEDF2    74    92   0.225188   0.000000  
UNEDF2    74    94   0.285488   0.000000  
UNEDF2    74    96   0.306742   0.000001  
UNEDF2    74    98   0.315264   0.000002  
UNEDF2    74   100   0.323167   0.000000  
UNEDF2    74   102   0.324958   0.000001  
UNEDF2    74   104   0.314070   -0.000000  
UNEDF2    74   106   0.262804   0.000000  
UNEDF2    74   108   0.248468   0.000000  
UNEDF2    74   110   0.236899   0.000000  
UNEDF2    74   112   0.223576   0.000000  
UNEDF2    74   114   0.206794   -0.000000  
UNEDF2    74   116   0.186785   -0.000000  
UNEDF2    74   118   -0.164377   -0.000000  
UNEDF2    74   120   -0.143205   -0.000000  
UNEDF2    74   122   -0.111496   -0.000000  
UNEDF2    74   124   -0.072650   -0.000000  
UNEDF2    74   126   0.000301   0.000000  
UNEDF2    74   128   -0.029342   -0.000002  
UNEDF2    74   130   0.069331   0.064302  
UNEDF2    74   132   0.060910   0.113192  
UNEDF2    74   134   0.024830   0.145254  
UNEDF2    74   136   0.009948   0.159461  
UNEDF2    74   138   -0.012659   0.166355  
UNEDF2    74   140   -0.036809   0.167498  
UNEDF2    74   142   0.252340   0.000000  
UNEDF2    74   144   0.265439   0.000001  
UNEDF2    74   146   0.274319   0.000005  
UNEDF2    74   148   0.278698   0.000004  
UNEDF2    74   150   0.278787   0.000000  
UNEDF2    74   152   0.274722   0.000001  
UNEDF2    74   154   0.269519   0.000000  
UNEDF2    74   156   0.262849   0.000000  
UNEDF2    74   158   0.255711   0.000000  
UNEDF2    74   160   0.237189   0.000000  
UNEDF2    74   162   0.221390   0.000000  
UNEDF2    74   164   0.205746   0.000000  
UNEDF2    74   166   0.191342   0.000000  
UNEDF2    74   168   0.178221   0.000000  
UNEDF2    74   170   0.165068   0.000000  
UNEDF2    74   172   -0.151174   -0.000000  
UNEDF2    74   174   -0.135296   -0.000000  
UNEDF2    74   176   -0.117706   -0.000000  
UNEDF2    74   178   -0.099452   -0.000000  
UNEDF2    74   180   -0.074946   -0.000000  
UNEDF2    74   182   -0.000000   0.000000  
UNEDF2    74   184   -0.000000   0.000000  
UNEDF2    76    86   0.117453   -0.000000  
UNEDF2    76    88   0.146291   0.026849  
UNEDF2    76    90   -0.004501   0.177515  
UNEDF2    76    92   -0.028701   0.184852  
UNEDF2    76    94   0.280183   0.000000  
UNEDF2    76    96   0.294853   0.000002  
UNEDF2    76    98   0.302145   0.000002  
UNEDF2    76   100   0.309975   0.000001  
UNEDF2    76   102   0.315440   0.000002  
UNEDF2    76   104   0.308225   0.000000  
UNEDF2    76   106   0.252184   0.000000  
UNEDF2    76   108   0.232515   0.000000  
UNEDF2    76   110   0.219106   0.000000  
UNEDF2    76   112   0.203416   0.000000  
UNEDF2    76   114   0.187315   -0.000000  
UNEDF2    76   116   0.168152   -0.000000  
UNEDF2    76   118   -0.149642   -0.000000  
UNEDF2    76   120   -0.130966   -0.000000  
UNEDF2    76   122   -0.102552   -0.000000  
UNEDF2    76   124   -0.064213   -0.000000  
UNEDF2    76   126   0.000137   0.000000  
UNEDF2    76   128   0.014597   -0.000001  
UNEDF2    76   130   0.057489   0.064425  
UNEDF2    76   132   0.056296   0.107447  
UNEDF2    76   134   0.020509   0.138684  
UNEDF2    76   136   0.004971   0.153150  
UNEDF2    76   138   -0.017520   0.160312  
UNEDF2    76   140   -0.038012   0.163170  
UNEDF2    76   142   0.246179   0.000000  
UNEDF2    76   144   0.258826   0.000001  
UNEDF2    76   146   0.269776   0.000003  
UNEDF2    76   148   0.277677   0.000001  
UNEDF2    76   150   0.280217   0.000001  
UNEDF2    76   152   0.278474   0.000001  
UNEDF2    76   154   0.274550   -0.000000  
UNEDF2    76   156   0.269478   0.000000  
UNEDF2    76   158   0.262892   0.000000  
UNEDF2    76   160   0.240838   0.000000  
UNEDF2    76   162   0.212379   0.000000  
UNEDF2    76   164   0.191423   0.000000  
UNEDF2    76   166   0.178385   0.000000  
UNEDF2    76   168   0.165485   0.000000  
UNEDF2    76   170   0.152714   0.000000  
UNEDF2    76   172   -0.143097   -0.000000  
UNEDF2    76   174   -0.128365   -0.000000  
UNEDF2    76   176   -0.112350   -0.000000  
UNEDF2    76   178   -0.093722   -0.000000  
UNEDF2    76   180   -0.072426   -0.000000  
UNEDF2    76   182   -0.000000   0.000000  
UNEDF2    76   184   0.000123   0.000000  
UNEDF2    78    90   0.000814   0.164971  
UNEDF2    78    92   -0.024998   0.169452  
UNEDF2    78    94   0.267201   0.000000  
UNEDF2    78    96   0.282073   0.000000  
UNEDF2    78    98   0.291885   0.000000  
UNEDF2    78   100   0.302239   0.000000  
UNEDF2    78   102   0.309993   0.000002  
UNEDF2    78   104   0.300703   0.000000  
UNEDF2    78   106   0.281956   0.000000  
UNEDF2    78   108   0.255656   0.000000  
UNEDF2    78   110   0.204571   0.000000  
UNEDF2    78   112   0.176031   0.000000  
UNEDF2    78   114   0.163822   -0.000000  
UNEDF2    78   116   -0.145211   -0.000000  
UNEDF2    78   118   -0.138186   -0.000000  
UNEDF2    78   120   -0.121453   -0.000000  
UNEDF2    78   122   -0.093944   -0.000000  
UNEDF2    78   124   -0.053982   -0.000000  
UNEDF2    78   126   0.000105   0.000000  
UNEDF2    78   128   -0.000000   0.000000  
UNEDF2    78   130   0.044997   0.066838  
UNEDF2    78   132   0.050658   0.102271  
UNEDF2    78   134   0.025117   0.126479  
UNEDF2    78   136   0.009826   0.142202  
UNEDF2    78   138   -0.011058   0.149882  
UNEDF2    78   140   -0.032494   0.152045  
UNEDF2    78   142   -0.047166   0.152292  
UNEDF2    78   144   0.251714   0.000001  
UNEDF2    78   146   0.264925   0.000002  
UNEDF2    78   148   0.272546   0.000002  
UNEDF2    78   150   0.274546   0.000002  
UNEDF2    78   152   0.272241   0.000001  
UNEDF2    78   154   0.267751   0.000000  
UNEDF2    78   156   0.263026   0.000000  
UNEDF2    78   158   0.256731   0.000000  
UNEDF2    78   160   0.248214   0.000000  
UNEDF2    78   162   0.228949   0.000000  
UNEDF2    78   164   0.196169   0.000000  
UNEDF2    78   166   0.170734   0.000000  
UNEDF2    78   168   -0.152865   -0.000000  
UNEDF2    78   170   -0.145545   -0.000000  
UNEDF2    78   172   -0.134757   -0.000000  
UNEDF2    78   174   -0.121723   -0.000000  
UNEDF2    78   176   -0.106740   -0.000000  
UNEDF2    78   178   -0.090506   -0.000000  
UNEDF2    78   180   -0.067900   -0.000000  
UNEDF2    78   182   0.000332   0.000000  
UNEDF2    78   184   0.000086   0.000000  
UNEDF2    80    94   -0.026670   0.139121  
UNEDF2    80    96   0.267915   0.000003  
UNEDF2    80    98   0.290556   0.000002  
UNEDF2    80   100   0.304737   0.000003  
UNEDF2    80   102   0.308822   0.000002  
UNEDF2    80   104   0.301566   0.000001  
UNEDF2    80   106   0.289720   0.000000  
UNEDF2    80   108   -0.172033   -0.000000  
UNEDF2    80   110   -0.161619   -0.000000  
UNEDF2    80   112   -0.151200   -0.000000  
UNEDF2    80   114   -0.141254   -0.000000  
UNEDF2    80   116   -0.130665   -0.000000  
UNEDF2    80   118   -0.123758   -0.000000  
UNEDF2    80   120   -0.103137   -0.000000  
UNEDF2    80   122   -0.075733   -0.000000  
UNEDF2    80   124   -0.000000   0.000000  
UNEDF2    80   126   0.000077   0.000000  
UNEDF2    80   128   -0.000000   0.000000  
UNEDF2    80   130   0.029174   0.061011  
UNEDF2    80   132   0.042152   0.096843  
UNEDF2    80   134   0.034833   0.110394  
UNEDF2    80   136   0.019528   0.124861  
UNEDF2    80   138   0.002890   0.130962  
UNEDF2    80   140   -0.022013   0.130008  
UNEDF2    80   142   -0.039053   0.126438  
UNEDF2    80   144   0.244821   0.000002  
UNEDF2    80   146   0.258572   0.000001  
UNEDF2    80   148   0.265442   0.000001  
UNEDF2    80   150   0.266668   0.000003  
UNEDF2    80   152   0.264166   0.000001  
UNEDF2    80   154   0.260529   0.000000  
UNEDF2    80   156   0.256713   0.000000  
UNEDF2    80   158   0.252193   0.000000  
UNEDF2    80   160   0.245277   0.000000  
UNEDF2    80   162   0.233072   0.000000  
UNEDF2    80   164   -0.172022   -0.000001  
UNEDF2    80   166   -0.162266   -0.000001  
UNEDF2    80   168   -0.149897   -0.000000  
UNEDF2    80   170   -0.143041   -0.000000  
UNEDF2    80   172   -0.132660   -0.000000  
UNEDF2    80   174   -0.118945   -0.000000  
UNEDF2    80   176   -0.101522   -0.000000  
UNEDF2    80   178   -0.078188   -0.000000  
UNEDF2    80   180   -0.052329   -0.000000  
UNEDF2    80   182   -0.000000   0.000000  
UNEDF2    80   184   -0.000693   -0.000000  
UNEDF2    82   100   0.297268   -0.000001  
UNEDF2    82   102   0.298299   -0.000000  
UNEDF2    82   104   0.291657   -0.000003  
UNEDF2    82   106   0.276682   0.000001  
UNEDF2    82   108   -0.184654   -0.000000  
UNEDF2    82   110   -0.000000   0.000000  
UNEDF2    82   112   -0.000000   -0.000000  
UNEDF2    82   114   -0.000000   -0.000000  
UNEDF2    82   116   -0.000000   -0.000000  
UNEDF2    82   118   0.000445   0.000000  
UNEDF2    82   120   0.000230   -0.000000  
UNEDF2    82   122   0.000142   0.000000  
UNEDF2    82   124   -0.000088   0.000000  
UNEDF2    82   126   -0.000066   -0.000000  
UNEDF2    82   128   -0.000074   0.000000  
UNEDF2    82   130   -0.000100   -0.000000  
UNEDF2    82   132   0.009642   0.050748  
UNEDF2    82   134   0.020452   0.080886  
UNEDF2    82   136   0.018921   0.092035  
UNEDF2    82   138   0.014321   0.095399  
UNEDF2    82   140   0.001773   0.093600  
UNEDF2    82   142   -0.012680   0.084980  
UNEDF2    82   144   -0.022611   0.079127  
UNEDF2    82   146   0.231818   0.000000  
UNEDF2    82   148   0.240992   -0.000000  
UNEDF2    82   150   0.245105   -0.000000  
UNEDF2    82   152   0.245629   -0.000000  
UNEDF2    82   154   0.243811   -0.000000  
UNEDF2    82   156   0.239989   -0.000000  
UNEDF2    82   158   0.233665   -0.000000  
UNEDF2    82   160   0.223452   0.000000  
UNEDF2    82   162   -0.167132   0.000000  
UNEDF2    82   164   -0.162790   -0.000000  
UNEDF2    82   166   -0.156715   0.000000  
UNEDF2    82   168   -0.148545   0.000000  
UNEDF2    82   170   -0.137520   0.000000  
UNEDF2    82   172   -0.122296   0.000000  
UNEDF2    82   174   -0.000000   -0.000000  
UNEDF2    82   176   0.000350   -0.000000  
UNEDF2    82   178   0.000186   -0.000000  
UNEDF2    82   180   0.000114   -0.000000  
UNEDF2    82   182   -0.000078   0.000000  
UNEDF2    82   184   -0.000064   0.000000  
UNEDF2    84   102   0.300146   0.000001  
UNEDF2    84   104   0.294406   -0.000001  
UNEDF2    84   106   0.273295   -0.000000  
UNEDF2    84   108   0.251227   -0.000000  
UNEDF2    84   110   -0.191048   0.000000  
UNEDF2    84   112   0.090195   -0.000000  
UNEDF2    84   114   -0.073766   0.000000  
UNEDF2    84   116   -0.061183   0.000000  
UNEDF2    84   118   -0.044609   -0.000000  
UNEDF2    84   120   -0.000000   -0.000000  
UNEDF2    84   122   -0.000000   0.000000  
UNEDF2    84   124   -0.000107   -0.000000  
UNEDF2    84   126   -0.000078   -0.000000  
UNEDF2    84   128   -0.000000   0.000000  
UNEDF2    84   130   -0.000000   -0.000000  
UNEDF2    84   132   0.032376   0.078290  
UNEDF2    84   134   0.043775   0.098879  
UNEDF2    84   136   0.040316   0.105218  
UNEDF2    84   138   0.018800   0.099975  
UNEDF2    84   140   -0.023168   0.094181  
UNEDF2    84   142   0.185000   0.000000  
UNEDF2    84   144   0.205742   0.000000  
UNEDF2    84   146   0.220976   0.000000  
UNEDF2    84   148   0.230310   0.000000  
UNEDF2    84   150   0.234592   0.000000  
UNEDF2    84   152   0.235164   0.000000  
UNEDF2    84   154   0.232758   -0.000000  
UNEDF2    84   156   0.229208   -0.000000  
UNEDF2    84   158   0.222421   -0.000000  
UNEDF2    84   160   0.210558   -0.000000  
UNEDF2    84   162   0.192286   0.000000  
UNEDF2    84   164   -0.162806   0.000000  
UNEDF2    84   166   -0.156050   -0.000000  
UNEDF2    84   168   -0.147146   0.000000  
UNEDF2    84   170   -0.135114   0.000000  
UNEDF2    84   172   -0.118440   0.000000  
UNEDF2    84   174   -0.076218   0.000000  
UNEDF2    84   176   -0.048700   -0.000000  
UNEDF2    84   178   -0.000000   0.000000  
UNEDF2    84   180   0.000341   0.000129  
UNEDF2    84   182   -0.000092   0.000000  
UNEDF2    84   184   0.000003   0.000150  
