  Z      N    UNEDF0    UNEDF1    UNEDF2      SkM*      SLy4    SV-MIN     Total
 50     98         0         0         0         0         0         0         0
 50    100         0         0         0         0         0         0         0
 50    102         0         0         0         0         0         0         0
 50    104         0         0         0         0         0         0         0
 50    106         0         0         0         0         0         0         0
 50    108         0         0         0         0         0         0         0
 50    110         0         0         0         0         0         0         0
 50    112         0         0         0         0         0         0         0
 50    114         0         0         0         0         0         0         0
 50    116         0         0         0         0         0         0         0
 50    118         0         0         0         0         0         0         0
 50    120         0         0         0         0         0         0         0
 50    122         0         0         0         0         0         0         0
 50    124         0         0         0         0         0         0         0
 50    126         0         0         0         0         0         0         0
 52     54         0         0         0         0         0         0         0
 52     56         0         0         1         0         0         0         1
 52     58         0         0         1         0         0         0         1
 52     60         0         0         0         0         0         0         0
 52     62         0         0         0         0         0         0         0
 52     64         0         0         0         0         0         0         0
 52     66         0         0         0         0         0         0         0
 52     68         0         0         0         0         0         0         0
 52     70         0         0         0         0         0         0         0
 52     72         0         0         0         0         0         0         0
 52     74         0         0         0         0         0         0         0
 52     76         0         0         0         0         0         0         0
 52     78         0         0         0         0         0         0         0
 52     80         0         0         0         0         0         0         0
 52     82         0         0         0         0         0         0         0
 52     84         0         0         0         0         0         0         0
 52     86         0         0         1         0         0         0         1
 52     88         0         0         1         0         0         0         1
 52     90         0         0         0         0         0         0         0
 52     92         0         0         0         0         0         0         0
 52     94         0         0         0         0         0         0         0
 52     96         0         0         0         0         0         0         0
 52     98         0         0         0         0         0         0         0
 52    100         0         0         0         0         0         0         0
 52    102         0         0         0         0         0         0         0
 52    104         0         0         0         0         0         0         0
 52    106         0         0         0         0         0         0         0
 52    108         0         0         0         0         0         0         0
 52    110         0         0         0         0         0         0         0
 52    112         0         0         0         0         0         0         0
 52    114         0         0         0         0         0         0         0
 52    116         0         0         0         0         0         0         0
 52    118         0         0         0         0         0         0         0
 52    120         0         0         0         0         0         0         0
 52    122         0         0         0         0         0         0         0
 52    124         0         0         0         0         0         0         0
 52    126         0         0         0         0         0         0         0
 54     56         1         1         1         0         0         0         3
 54     58         1         1         1         1         0         1         5
 54     60         1         0         0         0         0         0         1
 54     62         0         0         0         0         0         0         0
 54     64         0         0         0         0         0         0         0
 54     66         0         0         0         0         0         0         0
 54     68         0         0         0         0         0         0         0
 54     70         0         0         0         0         0         0         0
 54     72         0         0         0         0         0         0         0
 54     74         0         0         0         0         0         0         0
 54     76         0         0         0         0         0         0         0
 54     78         0         0         0         0         0         0         0
 54     80         0         0         0         0         0         0         0
 54     82         0         0         0         0         0         0         0
 54     84         0         0         0         0         0         0         0
 54     86         1         0         1         0         0         1         3
 54     88         1         1         1         1         1         1         6
 54     90         1         1         1         1         1         1         6
 54     92         1         1         0         1         1         1         5
 54     94         1         0         0         0         0         1         2
 54     96         0         0         0         0         1         0         1
 54     98         0         0         0         0         0         0         0
 54    100         0         0         0         0         0         0         0
 54    102         0         0         0         0         0         0         0
 54    104         0         0         0         0         0         0         0
 54    106         0         0         0         0         0         0         0
 54    108         0         0         0         0         0         0         0
 54    110         0         0         0         0         0         0         0
 54    112         0         0         0         0         0         0         0
 54    114         0         0         0         0         0         0         0
 54    116         0         0         0         0         0         0         0
 54    118         0         0         0         0         0         0         0
 54    120         0         0         0         0         0         0         0
 54    122         0         0         0         0         0         0         0
 54    124         0         0         0         0         0         0         0
 54    126         0         0         0         0         0         0         0
 56     58         0         1         1         0         0         0         2
 56     60         0         0         0         0         0         0         0
 56     62         0         0         0         0         0         0         0
 56     64         0         0         0         0         0         0         0
 56     66         0         0         0         0         0         0         0
 56     68         0         0         0         0         0         0         0
 56     70         0         0         0         0         0         0         0
 56     72         0         0         0         0         0         0         0
 56     74         0         0         0         0         0         0         0
 56     76         0         0         0         0         0         0         0
 56     78         0         0         0         0         0         0         0
 56     80         0         0         0         0         0         0         0
 56     82         0         0         0         0         0         0         0
 56     84         0         0         1         0         0         0         1
 56     86         1         1         1         1         1         1         6
 56     88         1         1         1         1         1         1         6
 56     90         1         1         1         1         1         1         6
 56     92         1         1         1         1         1         1         6
 56     94         1         1         1         0         1         1         5
 56     96         1         1         1         0         0         1         4
 56     98         0         0         0         0         0         0         0
 56    100         0         0         0         0         0         0         0
 56    102         0         0         0         0         0         0         0
 56    104         0         0         0         0         0         0         0
 56    106         0         0         0         0         0         0         0
 56    108         0         0         0         0         0         0         0
 56    110         0         0         0         0         0         0         0
 56    112         0         0         0         0         0         0         0
 56    114         0         0         0         0         0         0         0
 56    116         0         0         0         0         0         0         0
 56    118         0         0         0         0         0         0         0
 56    120         0         0         0         0         0         0         0
 56    122         0         0         0         0         0         0         0
 56    124         0         0         0         0         0         0         0
 56    126         0         0         0         0         0         0         0
 56    128         0         0         0         0         0         0         0
 56    130         0         0         0         0         0         0         0
 56    132         0         0         0         0         0         0         0
 58     60         0         0         0         0         0         0         0
 58     62         0         0         0         0         0         0         0
 58     64         0         0         0         0         0         0         0
 58     66         0         0         0         0         0         0         0
 58     68         0         0         0         0         0         0         0
 58     70         0         0         0         0         0         0         0
 58     72         0         0         0         0         0         0         0
 58     74         0         0         0         0         0         0         0
 58     76         0         0         0         0         0         0         0
 58     78         0         0         0         0         0         0         0
 58     80         0         0         0         0         0         0         0
 58     82         0         0         0         0         0         0         0
 58     84         0         0         1         0         0         0         1
 58     86         1         1         1         1         1         1         6
 58     88         1         1         1         1         1         1         6
 58     90         1         1         1         1         1         1         6
 58     92         0         0         0         1         1         0         2
 58     94         0         0         0         0         0         0         0
 58     96         0         0         0         0         0         0         0
 58     98         0         0         0         0         0         0         0
 58    100         0         0         0         0         0         0         0
 58    102         0         0         0         0         0         0         0
 58    104         0         0         0         0         0         0         0
 58    106         0         0         0         0         0         0         0
 58    108         0         0         0         0         0         0         0
 58    110         0         0         0         0         0         0         0
 58    112         0         0         0         0         0         0         0
 58    114         0         0         0         0         0         0         0
 58    116         0         0         0         0         0         0         0
 58    118         0         0         0         0         0         0         0
 58    120         0         0         0         0         0         0         0
 58    122         0         0         0         0         0         0         0
 58    124         0         0         0         0         0         0         0
 58    126         0         0         0         0         0         0         0
 58    128         0         0         0         0         0         0         0
 58    130         0         0         0         0         0         0         0
 58    132         1         0         0         0         0         0         1
 58    134         1         0         0         1         0         0         2
 58    136         1         0         0         1         0         0         2
 58    138         0         0         0         1         0         0         1
 58    140         0         0         0         1         0         0         1
 58    142         0         0         0         0         0         0         0
 58    144         0         0         0         0         0         0         0
 60     62         0         0         0         0         0         0         0
 60     64         0         0         0         0         0         0         0
 60     66         0         0         0         0         0         0         0
 60     68         0         0         0         0         0         0         0
 60     70         0         0         0         0         0         0         0
 60     72         0         0         0         0         0         0         0
 60     74         0         0         0         0         0         0         0
 60     76         0         0         0         0         0         0         0
 60     78         0         0         0         0         0         0         0
 60     80         0         0         0         0         0         0         0
 60     82         0         0         0         0         0         0         0
 60     84         0         1         1         0         0         1         3
 60     86         1         1         1         1         1         1         6
 60     88         1         1         1         1         1         1         6
 60     90         0         1         1         1         1         0         4
 60     92         0         0         0         0         0         0         0
 60     94         0         0         0         0         0         0         0
 60     96         0         0         0         0         0         0         0
 60     98         0         1         0         0         0         0         1
 60    100         0         0         0         0         0         0         0
 60    102         0         0         0         0         0         0         0
 60    104         0         0         0         0         0         0         0
 60    106         0         0         0         0         0         0         0
 60    108         0         0         0         0         0         0         0
 60    110         0         0         0         0         0         0         0
 60    112         0         0         0         0         0         0         0
 60    114         0         0         0         0         0         0         0
 60    116         0         0         0         0         0         0         0
 60    118         0         0         0         0         0         0         0
 60    120         0         0         0         0         0         0         0
 60    122         0         0         0         0         0         0         0
 60    124         0         0         0         0         0         0         0
 60    126         0         0         0         0         0         0         0
 60    128         0         0         0         0         0         0         0
 60    130         0         0         0         0         0         0         0
 60    132         1         1         0         0         0         0         2
 60    134         1         1         0         1         0         0         3
 60    136         1         1         0         1         0         0         3
 60    138         1         0         0         1         0         0         2
 60    140         0         0         0         0         0         0         0
 60    142         0         0         0         0         0         0         0
 60    144         0         0         0         0         0         0         0
 60    146         0         0         0         0         0         0         0
 62     66         0         0         0         0         0         0         0
 62     68         0         0         0         0         0         0         0
 62     70         0         0         0         0         0         0         0
 62     72         0         0         0         0         0         0         0
 62     74         0         0         0         0         0         0         0
 62     76         0         0         0         0         0         0         0
 62     78         0         0         0         0         0         0         0
 62     80         0         0         0         0         0         0         0
 62     82         0         0         0         0         0         0         0
 62     84         0         1         1         0         0         1         3
 62     86         0         1         1         1         0         1         4
 62     88         0         1         1         1         1         1         5
 62     90         0         0         1         0         0         0         1
 62     92         0         0         0         0         0         0         0
 62     94         0         0         1         0         0         0         1
 62     96         0         1         1         0         0         0         2
 62     98         0         0         0         0         0         0         0
 62    100         0         0         0         0         0         0         0
 62    102         0         0         0         0         0         0         0
 62    104         0         0         0         0         0         0         0
 62    106         0         0         0         0         0         1         1
 62    108         0         0         0         0         0         0         0
 62    110         0         0         0         0         0         0         0
 62    112         0         0         0         0         0         0         0
 62    114         0         0         0         0         0         0         0
 62    116         0         0         0         0         0         0         0
 62    118         0         0         0         0         0         0         0
 62    120         0         0         0         0         0         0         0
 62    122         0         0         0         0         0         0         0
 62    124         0         0         0         0         0         0         0
 62    126         0         0         0         0         0         0         0
 62    128         0         0         0         0         0         0         0
 62    130         1         1         1         0         0         1         4
 62    132         1         1         1         1         0         1         5
 62    134         1         1         1         1         0         1         5
 62    136         1         1         1         1         0         1         5
 62    138         0         1         1         1         0         1         4
 62    140         0         1         1         0         0         1         3
 62    142         0         0         1         0         0         0         1
 62    144         0         0         0         0         0         0         0
 62    146         0         0         0         0         0         0         0
 62    148         0         0         0         0         0         0         0
 62    150         0         0         0         0         0         0         0
 62    152         0         0         0         0         0         0         0
 64     68         0         0         0         0         0         0         0
 64     70         0         0         0         0         0         0         0
 64     72         0         0         0         0         0         0         0
 64     74         0         0         0         0         0         0         0
 64     76         0         0         0         0         0         0         0
 64     78         0         0         0         0         0         0         0
 64     80         0         0         0         0         0         0         0
 64     82         0         0         0         0         0         0         0
 64     84         0         1         1         0         0         1         3
 64     86         0         1         1         1         0         1         4
 64     88         0         1         1         1         0         0         3
 64     90         0         0         1         0         0         0         1
 64     92         0         0         0         0         0         0         0
 64     94         0         0         0         0         0         0         0
 64     96         0         0         0         0         0         0         0
 64     98         0         0         0         0         0         0         0
 64    100         0         0         0         0         0         0         0
 64    102         0         0         0         0         0         0         0
 64    104         0         0         0         0         0         0         0
 64    106         0         0         0         0         0         0         0
 64    108         0         0         0         0         0         0         0
 64    110         0         0         0         0         0         0         0
 64    112         0         0         0         0         0         0         0
 64    114         0         0         0         0         0         0         0
 64    116         0         0         0         0         0         0         0
 64    118         0         0         0         0         0         0         0
 64    120         0         0         0         0         0         0         0
 64    122         0         0         0         0         0         0         0
 64    124         0         0         0         0         0         0         0
 64    126         0         0         0         0         0         0         0
 64    128         0         0         1         0         0         0         1
 64    130         0         1         1         0         0         1         3
 64    132         0         1         1         1         0         1         4
 64    134         0         1         1         1         0         1         4
 64    136         0         1         1         1         0         1         4
 64    138         0         1         1         0         0         1         3
 64    140         0         1         1         0         0         0         2
 64    142         0         0         1         0         0         0         1
 64    144         0         0         0         0         0         0         0
 64    146         0         0         0         0         0         0         0
 64    148         0         0         0         0         0         0         0
 64    150         0         0         0         0         0         0         0
 64    152         0         0         0         0         0         0         0
 64    154         0         0         0         0         0         0         0
 64    156         0         0         0         0         0         0         0
 66     72         0         0         0         0         0         0         0
 66     74         0         0         0         0         0         0         0
 66     76         0         0         0         0         0         0         0
 66     78         0         0         0         0         0         0         0
 66     80         0         0         0         0         0         0         0
 66     82         0         0         0         0         0         0         0
 66     84         0         1         1         0         0         0         2
 66     86         0         1         1         1         0         1         4
 66     88         0         0         1         1         0         0         2
 66     90         0         0         1         0         0         0         1
 66     92         0         0         0         0         0         0         0
 66     94         0         0         0         0         0         0         0
 66     96         0         0         0         0         0         0         0
 66     98         0         0         0         0         0         0         0
 66    100         0         0         0         0         0         0         0
 66    102         0         0         0         0         0         0         0
 66    104         0         0         0         0         0         0         0
 66    106         0         0         0         0         0         0         0
 66    108         0         0         0         0         0         0         0
 66    110         0         0         0         0         0         0         0
 66    112         0         0         0         0         0         0         0
 66    114         0         0         0         0         0         0         0
 66    116         0         0         0         0         0         0         0
 66    118         0         0         0         0         0         0         0
 66    120         0         0         0         0         0         0         0
 66    122         0         0         0         0         0         0         0
 66    124         0         0         0         0         0         0         0
 66    126         0         0         0         0         0         0         0
 66    128         0         0         1         0         0         0         1
 66    130         0         1         1         0         0         1         3
 66    132         0         1         1         1         0         1         4
 66    134         0         1         1         1         1         1         5
 66    136         0         1         1         1         1         1         5
 66    138         0         1         1         0         0         1         3
 66    140         0         0         1         0         0         0         1
 66    142         0         0         0         0         0         0         0
 66    144         0         0         0         0         0         0         0
 66    146         0         0         0         0         0         0         0
 66    148         0         0         0         0         0         0         0
 66    150         0         0         0         0         0         0         0
 66    152         0         0         0         0         0         0         0
 66    154         0         0         0         0         0         0         0
 66    156         0         0         0         0         0         0         0
 66    158         0         0         0         0         0         0         0
 66    160         0         0         0         0         0         0         0
 68     74         0         0         0         0         0         0         0
 68     76         0         0         0         0         0         0         0
 68     78         0         0         0         0         0         0         0
 68     80         0         0         0         0         0         0         0
 68     82         0         0         0         0         0         0         0
 68     84         0         0         1         0         0         0         1
 68     86         0         1         1         1         0         0         3
 68     88         0         0         1         0         0         0         1
 68     90         0         0         0         0         0         0         0
 68     92         0         0         0         0         0         0         0
 68     94         0         0         0         0         0         0         0
 68     96         0         0         0         0         0         0         0
 68     98         0         0         0         0         0         0         0
 68    100         0         0         0         0         0         0         0
 68    102         0         0         0         0         0         0         0
 68    104         0         0         0         0         0         0         0
 68    106         0         0         0         0         0         0         0
 68    108         0         0         0         0         0         0         0
 68    110         0         0         0         0         0         0         0
 68    112         0         0         0         0         0         0         0
 68    114         0         0         0         0         0         0         0
 68    116         0         0         0         0         0         0         0
 68    118         0         0         0         0         0         0         0
 68    120         0         0         0         0         0         0         0
 68    122         0         0         0         0         0         0         0
 68    124         0         0         0         0         0         0         0
 68    126         0         0         0         0         0         0         0
 68    128         0         0         1         0         0         0         1
 68    130         0         1         1         0         0         1         3
 68    132         0         1         1         1         1         1         5
 68    134         0         1         1         1         1         1         5
 68    136         0         1         1         1         0         1         4
 68    138         0         1         1         0         0         0         2
 68    140         0         0         1         0         0         0         1
 68    142         0         0         0         0         0         0         0
 68    144         0         0         0         0         0         0         0
 68    146         0         0         0         0         0         0         0
 68    148         0         0         0         0         0         0         0
 68    150         0         0         0         0         0         0         0
 68    152         0         0         0         0         0         0         0
 68    154         0         0         0         0         0         0         0
 68    156         0         0         0         0         0         0         0
 68    158         0         0         0         0         0         0         0
 68    160         0         0         0         0         0         0         0
 68    162         0         0         0         0         0         0         0
 68    164         0         0         0         0         0         0         0
 70     78         0         0         0         0         0         0         0
 70     80         0         0         0         0         0         0         0
 70     82         0         0         0         0         0         0         0
 70     84         0         0         0         0         0         0         0
 70     86         0         0         1         0         0         0         1
 70     88         0         0         1         0         0         0         1
 70     90         0         0         1         0         0         0         1
 70     92         0         0         0         0         0         0         0
 70     94         0         0         0         0         0         0         0
 70     96         0         0         0         0         0         0         0
 70     98         0         0         0         0         0         0         0
 70    100         0         0         0         0         0         0         0
 70    102         0         0         0         0         0         0         0
 70    104         0         0         0         0         0         0         0
 70    106         0         0         0         0         0         0         0
 70    108         0         0         0         0         0         0         0
 70    110         0         0         0         0         0         0         0
 70    112         0         0         0         0         0         0         0
 70    114         0         0         0         0         0         0         0
 70    116         0         0         0         0         0         0         0
 70    118         0         0         0         0         0         0         0
 70    120         0         0         0         0         0         0         0
 70    122         0         0         0         0         0         0         0
 70    124         0         0         0         0         0         0         0
 70    126         0         0         0         0         0         0         0
 70    128         0         0         0         0         0         0         0
 70    130         0         0         1         0         0         0         1
 70    132         0         1         1         1         0         1         4
 70    134         0         1         1         1         0         1         4
 70    136         0         1         1         1         0         1         4
 70    138         0         1         1         0         0         1         3
 70    140         0         1         0         0         0         0         1
 70    142         0         0         0         0         0         0         0
 70    144         0         0         0         0         0         0         0
 70    146         0         0         0         0         0         0         0
 70    148         0         0         0         0         0         0         0
 70    150         0         0         0         0         0         0         0
 70    152         0         0         0         0         0         0         0
 70    154         0         0         0         0         0         0         0
 70    156         0         0         0         0         0         0         0
 70    158         0         0         0         0         0         0         0
 70    160         0         0         0         0         0         0         0
 70    162         0         0         0         0         0         0         0
 70    164         0         0         0         0         0         0         0
 70    166         0         0         0         0         0         0         0
 70    168         0         0         0         0         0         0         0
 70    170         0         0         0         0         0         0         0
 70    172         0         0         0         0         0         0         0
 70    174         0         0         0         0         0         0         0
 70    176         0         0         0         0         0         0         0
 72     80         0         0         0         0         0         0         0
 72     82         0         0         0         0         0         0         0
 72     84         0         0         0         0         0         0         0
 72     86         0         0         0         0         0         0         0
 72     88         0         0         1         0         0         0         1
 72     90         0         0         1         0         0         0         1
 72     92         0         0         0         0         0         0         0
 72     94         0         0         0         0         0         0         0
 72     96         0         0         0         0         0         0         0
 72     98         0         0         0         0         0         0         0
 72    100         0         0         0         0         0         0         0
 72    102         0         0         0         0         0         0         0
 72    104         0         0         0         0         0         0         0
 72    106         0         0         0         0         0         0         0
 72    108         0         0         0         0         0         0         0
 72    110         0         0         0         0         0         0         0
 72    112         0         0         0         0         0         0         0
 72    114         0         0         0         0         0         0         0
 72    116         0         0         0         0         0         0         0
 72    118         0         0         0         0         0         0         0
 72    120         0         0         0         0         0         0         0
 72    122         0         0         0         0         0         0         0
 72    124         0         0         0         0         0         0         0
 72    126         0         0         0         0         0         0         0
 72    128         0         0         0         0         0         0         0
 72    130         0         0         1         0         0         0         1
 72    132         0         1         1         1         0         0         3
 72    134         0         1         1         1         0         0         3
 72    136         0         1         1         1         0         0         3
 72    138         0         1         1         0         0         0         2
 72    140         0         0         0         0         0         0         0
 72    142         0         0         0         0         0         0         0
 72    144         0         0         0         0         0         0         0
 72    146         0         0         0         0         0         0         0
 72    148         0         0         0         0         0         0         0
 72    150         0         0         0         0         0         0         0
 72    152         0         0         0         0         0         0         0
 72    154         0         0         0         0         0         0         0
 72    156         0         0         0         0         0         0         0
 72    158         0         0         0         0         0         0         0
 72    160         0         0         0         0         0         0         0
 72    162         0         0         0         0         0         0         0
 72    164         0         0         0         0         0         0         0
 72    166         0         0         0         0         0         0         0
 72    168         0         0         0         0         0         0         0
 72    170         0         0         0         0         0         0         0
 72    172         0         0         0         0         0         0         0
 72    174         0         0         0         0         0         0         0
 72    176         0         0         0         0         0         0         0
 72    178         0         0         0         0         0         0         0
 72    180         0         0         0         0         0         0         0
 72    182         0         0         0         0         0         0         0
 72    184         0         0         0         0         0         0         0
 74     82         0         0         0         0         0         0         0
 74     84         0         0         0         0         0         0         0
 74     86         0         0         0         0         0         0         0
 74     88         0         0         0         0         0         0         0
 74     90         0         0         1         0         0         0         1
 74     92         0         0         0         0         0         0         0
 74     94         0         0         0         0         0         0         0
 74     96         0         0         0         0         0         0         0
 74     98         0         0         0         0         0         0         0
 74    100         0         0         0         0         0         0         0
 74    102         0         0         0         0         0         0         0
 74    104         0         0         0         0         0         0         0
 74    106         0         0         0         0         0         0         0
 74    108         0         0         0         0         0         0         0
 74    110         0         0         0         0         0         0         0
 74    112         0         0         0         0         0         0         0
 74    114         0         0         0         0         0         0         0
 74    116         0         0         0         0         0         0         0
 74    118         0         0         0         0         0         0         0
 74    120         0         0         0         0         0         0         0
 74    122         0         0         0         0         0         0         0
 74    124         0         0         0         0         0         0         0
 74    126         0         0         0         0         0         0         0
 74    128         0         0         0         0         0         0         0
 74    130         0         0         1         0         0         0         1
 74    132         0         0         1         1         0         0         2
 74    134         0         1         1         1         0         0         3
 74    136         0         1         1         1         0         0         3
 74    138         0         0         1         0         0         0         1
 74    140         0         0         1         0         0         0         1
 74    142         0         0         0         0         0         0         0
 74    144         0         0         0         0         0         0         0
 74    146         0         0         0         0         0         0         0
 74    148         0         0         0         0         0         0         0
 74    150         0         0         0         0         0         0         0
 74    152         0         0         0         0         0         0         0
 74    154         0         0         0         0         0         0         0
 74    156         0         0         0         0         0         0         0
 74    158         0         0         0         0         0         0         0
 74    160         0         0         0         0         0         0         0
 74    162         0         0         0         0         0         0         0
 74    164         0         0         0         0         0         0         0
 74    166         0         0         0         0         0         0         0
 74    168         0         0         0         0         0         0         0
 74    170         0         0         0         0         0         0         0
 74    172         0         0         0         0         0         0         0
 74    174         0         0         0         0         0         0         0
 74    176         0         0         0         0         0         0         0
 74    178         0         0         0         0         0         0         0
 74    180         0         0         0         0         0         0         0
 74    182         0         0         0         0         0         0         0
 74    184         0         0         0         0         0         0         0
 76     86         0         0         0         0         0         0         0
 76     88         0         0         1         0         0         0         1
 76     90         0         1         1         0         0         0         2
 76     92         0         0         1         0         0         0         1
 76     94         0         0         0         0         0         0         0
 76     96         0         0         0         0         0         0         0
 76     98         0         0         0         0         0         0         0
 76    100         0         0         0         0         0         0         0
 76    102         0         0         0         0         0         0         0
